X-ray (ID 01) / Crystal angle θ_c	X-ray (ID 01) / Impulse Imp
θ_c/°	Imp/# / s

3.0	8279
3.1	4232
3.2	2743
3.3	1774
3.4	1376
3.5	1174
3.6	933
3.7	789
3.8	668
3.9	582
4.0	496
4.1	433
4.2	351
4.3	290
4.4	263
4.5	183
4.6	159
4.7	128
4.8	117
4.9	115
5.0	127
5.1	126
5.2	128
5.3	165
5.4	169
5.5	183
5.6	222
5.7	224
5.8	268
5.9	262
6.0	273
6.1	271
6.2	310
6.3	275
6.4	308
6.5	324
6.6	342
6.7	343
6.8	337
6.9	367
7.0	366
7.1	360
7.2	357
7.3	341
7.4	361
7.5	383
7.6	382
7.7	365
7.8	381
7.9	389
8.0	376
8.1	381
8.2	360
8.3	387
8.4	428
8.5	445
8.6	438
8.7	432
8.8	418
8.9	470
9.0	618
9.1	950
9.2	1222
9.3	1018
9.4	618
9.5	576
9.6	507
9.7	524
9.8	536
9.9	541
10.0	554
10.1	743
10.2	1739
10.3	3770
10.4	3754
10.5	2089
10.6	907
10.7	625
10.8	566
10.9	562
11.0	537
11.1	538
11.2	514
11.3	560
11.4	555
11.5	532
11.6	568
11.7	546
11.8	557
11.9	530
12.0	519
12.1	525
12.2	553
12.3	544
12.4	548
12.5	539
12.6	554
12.7	557
12.8	545
12.9	557
13.0	553
13.1	497
13.2	567
13.3	520
13.4	500
13.5	488
13.6	482
13.7	473
13.8	468
13.9	472
14.0	474
14.1	456
14.2	482
14.3	432
14.4	452
14.5	437
14.6	454
14.7	419
14.8	434
14.9	448
15.0	445
15.1	433
15.2	399
15.3	433
15.4	427
15.5	423
15.6	425
15.7	418
15.8	414
15.9	397
16.0	406
16.1	390
16.2	389
16.3	397
16.4	392
16.5	360
16.6	377
16.7	356
16.8	366
16.9	368
17.0	400
17.1	380
17.2	365
17.3	359
17.4	354
17.5	355
17.6	345
17.7	354
17.8	335
17.9	339
18.0	346
18.1	337
18.2	350
18.3	399
18.4	447
18.5	381
18.6	345
18.7	342
18.8	348
18.9	324
19.0	354
19.1	341
19.2	318
19.3	317
19.4	330
19.5	315
19.6	314
19.7	333
19.8	347
19.9	305
20.0	302
20.1	312
20.2	310
20.3	328
20.4	319
20.5	341
20.6	571
20.7	807
20.8	835
20.9	560
21.0	365
21.1	278
21.2	277
21.3	264
21.4	254
21.5	251
21.6	230
21.7	249
21.8	233
21.9	236
22.0	220
22.1	250
22.2	208
22.3	211
22.4	215
22.5	243
22.6	272
22.7	255
22.8	219
22.9	201
23.0	193
23.1	181
23.2	191
23.3	182
23.4	203
23.5	176
23.6	183
23.7	168
23.8	171
23.9	171
24.0	182
24.1	152
24.2	166
24.3	149
24.4	150
24.5	158
24.6	142
24.7	150
24.8	142
24.9	145
25.0	136
25.1	141
25.2	132
25.3	142
25.4	136
25.5	114
25.6	117
25.7	107
25.8	122
25.9	124
26.0	108
26.1	112
26.2	125
26.3	110
26.4	108
26.5	106
26.6	104
26.7	105
26.8	99
26.9	102
27.0	109
27.1	94
27.2	98
27.3	98
27.4	87
27.5	93
27.6	92
27.7	83
27.8	91
27.9	93
28.0	85
28.1	98
28.2	108
28.3	86
28.4	67
28.5	86
28.6	68
28.7	71
28.8	73
28.9	78
29.0	78
29.1	65
29.2	63
29.3	76
29.4	77
29.5	61
29.6	69
29.7	70
29.8	69
29.9	62
30.0	60
30.1	65
30.2	57
30.3	62
30.4	61
30.5	63
30.6	68
30.7	67
30.8	55
30.9	64
31.0	59
31.1	62
31.2	73
31.3	44
31.4	59
31.5	66
31.6	51
31.7	58
31.8	87
31.9	125
32.0	135
32.1	109
32.2	92
32.3	67
32.4	54
32.5	49
32.6	51
32.7	58
32.8	51
32.9	51
33.0	50
33.1	49
33.2	54
33.3	45
33.4	54
33.5	52
33.6	43
33.7	49
33.8	35
33.9	43
34.0	51
34.1	44
34.2	44
34.3	45
34.4	43
34.5	40
34.6	39
34.7	42
34.8	41
34.9	39
35.0	45
35.1	40
35.2	32
35.3	40
35.4	37
35.5	34
35.6	34
35.7	38
35.8	41
35.9	42
36.0	37
36.1	39
36.2	36
36.3	36
36.4	43
36.5	38
36.6	32
36.7	32
36.8	43
36.9	34
37.0	42
37.1	31
37.2	35
37.3	38
37.4	36
37.5	38
37.6	41
37.7	40
37.8	31
37.9	33
38.0	39
38.1	30
38.2	31
38.3	33
38.4	33
38.5	40
38.6	39
38.7	37
38.8	37
38.9	35
39.0	34
39.1	41
39.2	31
39.3	34
39.4	29
39.5	27
39.6	25
39.7	34
39.8	36
39.9	32
40.0	36
40.1	33
40.2	32
40.3	29
40.4	31
40.5	36
40.6	35
40.7	36
40.8	28
40.9	35
41.0	28
41.1	27
41.2	32
41.3	29
41.4	38
41.5	28
41.6	32
41.7	28
41.8	33
41.9	33
42.0	32
42.1	27
42.2	20
42.3	40
42.4	33
42.5	29
42.6	23
42.7	30
42.8	24
42.9	34
43.0	25
43.1	24
43.2	29
43.3	26
43.4	21
43.5	30
43.6	36
43.7	27
43.8	28
43.9	23
44.0	29
44.1	29
44.2	27
44.3	20
44.4	21
44.5	20
44.6	23
44.7	32
44.8	47
44.9	38
45.0	31
