X-ray (ID 01) / Crystal angle θ_c	X-ray (ID 01) / Impulse Imp
θ_c/°	Imp/# / s

3.0	2898
3.1	1956
3.2	1584
3.3	1186
3.4	1016
3.5	813
3.6	684
3.7	602
3.8	560
3.9	489
4.0	397
4.1	332
4.2	282
4.3	226
4.4	198
4.5	174
4.6	150
4.7	122
4.8	118
4.9	100
5.0	96
5.1	95
5.2	112
5.3	160
5.4	197
5.5	258
5.6	297
5.7	314
5.8	365
5.9	449
6.0	471
6.1	471
6.2	506
6.3	546
6.4	589
6.5	603
6.6	588
6.7	642
6.8	633
6.9	642
7.0	648
7.1	680
7.2	685
7.3	653
7.4	699
7.5	708
7.6	690
7.7	695
7.8	709
7.9	694
8.0	729
8.1	716
8.2	702
8.3	737
8.4	739
8.5	750
8.6	727
8.7	787
8.8	829
8.9	1044
9.0	1339
9.1	2002
9.2	1941
9.3	1322
9.4	1002
9.5	870
9.6	875
9.7	875
9.8	906
9.9	1367
10.0	1633
10.1	2621
10.2	5016
10.3	6471
10.4	4664
10.5	1862
10.6	1233
10.7	910
10.8	864
10.9	819
11.0	872
11.1	840
11.2	816
11.3	822
11.4	850
11.5	862
11.6	872
11.7	827
11.8	820
11.9	896
12.0	868
12.1	861
12.2	835
12.3	859
12.4	849
12.5	862
12.6	855
12.7	866
12.8	848
12.9	843
13.0	864
13.1	847
13.2	825
13.3	819
13.4	761
13.5	731
13.6	753
13.7	734
13.8	756
13.9	757
14.0	723
14.1	759
14.2	706
14.3	748
14.4	713
14.5	696
14.6	723
14.7	696
14.8	663
14.9	702
15.0	723
15.1	679
15.2	670
15.3	639
15.4	696
15.5	684
15.6	665
15.7	664
15.8	617
15.9	626
16.0	638
16.1	623
16.2	646
16.3	582
16.4	585
16.5	587
16.6	581
16.7	527
16.8	535
16.9	550
17.0	522
17.1	521
17.2	500
17.3	535
17.4	500
17.5	501
17.6	471
17.7	462
17.8	490
17.9	455
18.0	483
18.1	488
18.2	509
18.3	545
18.4	632
18.5	608
18.6	484
18.7	491
18.8	449
18.9	490
19.0	457
19.1	421
19.2	404
19.3	431
19.4	437
19.5	412
19.6	408
19.7	395
19.8	386
19.9	368
20.0	378
20.1	362
20.2	363
20.3	383
20.4	404
20.5	389
20.6	541
20.7	1082
20.8	1271
20.9	844
21.0	541
21.1	335
21.2	308
21.3	310
21.4	297
21.5	309
21.6	291
21.7	269
21.8	259
21.9	245
22.0	237
22.1	247
22.2	243
22.3	258
22.4	241
22.5	247
22.6	254
22.7	234
22.8	199
22.9	201
23.0	195
23.1	191
23.2	196
23.3	179
23.4	186
23.5	183
23.6	168
23.7	170
23.8	169
23.9	166
24.0	157
24.1	149
24.2	145
24.3	158
24.4	169
24.5	136
24.6	130
24.7	141
24.8	151
24.9	132
25.0	130
25.1	120
25.2	122
25.3	115
25.4	133
25.5	123
25.6	108
25.7	124
25.8	126
25.9	110
26.0	112
26.1	108
26.2	112
26.3	93
26.4	99
26.5	106
26.6	98
26.7	110
26.8	94
26.9	83
27.0	78
27.1	92
27.2	99
27.3	96
27.4	72
27.5	87
27.6	90
27.7	80
27.8	85
27.9	85
28.0	87
28.1	91
28.2	102
28.3	81
28.4	74
28.5	62
28.6	69
28.7	70
28.8	68
28.9	71
29.0	72
29.1	60
29.2	73
29.3	60
29.4	59
29.5	57
29.6	64
29.7	47
29.8	64
29.9	55
30.0	63
30.1	70
30.2	58
30.3	54
30.4	63
30.5	55
30.6	47
30.7	54
30.8	51
30.9	71
31.0	54
31.1	52
31.2	50
31.3	58
31.4	55
31.5	65
31.6	54
31.7	60
31.8	66
31.9	122
32.0	172
32.1	130
32.2	137
32.3	91
32.4	63
32.5	61
32.6	54
32.7	43
32.8	54
32.9	37
33.0	47
33.1	45
33.2	43
33.3	42
33.4	46
33.5	54
33.6	37
33.7	40
33.8	50
33.9	54
34.0	35
34.1	46
34.2	44
34.3	37
34.4	47
34.5	45
34.6	51
34.7	43
34.8	49
34.9	43
35.0	42
35.1	40
35.2	42
35.3	36
35.4	38
35.5	33
35.6	51
35.7	40
35.8	42
35.9	33
36.0	37
36.1	37
36.2	36
36.3	29
36.4	34
36.5	38
36.6	38
36.7	34
36.8	35
36.9	36
37.0	38
37.1	34
37.2	38
37.3	41
37.4	32
37.5	39
37.6	35
37.7	42
37.8	32
37.9	34
38.0	37
38.1	32
38.2	40
38.3	35
38.4	38
38.5	28
38.6	35
38.7	31
38.8	25
38.9	38
39.0	36
39.1	26
39.2	35
39.3	27
39.4	33
39.5	34
39.6	36
39.7	37
39.8	31
39.9	27
40.0	29
40.1	28
40.2	33
40.3	30
40.4	31
40.5	35
40.6	29
40.7	33
40.8	31
40.9	31
41.0	24
41.1	33
41.2	27
41.3	33
41.4	35
41.5	36
41.6	23
41.7	22
41.8	27
41.9	32
42.0	24
42.1	23
42.2	31
42.3	31
42.4	25
42.5	24
42.6	30
42.7	26
42.8	30
42.9	28
43.0	21
43.1	29
43.2	24
43.3	29
43.4	24
43.5	25
43.6	24
43.7	20
43.8	29
43.9	24
44.0	20
44.1	25
44.2	29
44.3	23
44.4	23
44.5	34
44.6	23
44.7	34
44.8	44
44.9	36
45.0	21
