X-ray (ID 01) / Crystal angle θ_c	X-ray (ID 01) / Impulse Imp
θ_c/°	Imp/# / s

3.0	4151
3.1	2581
3.2	1668
3.3	1324
3.4	1075
3.5	904
3.6	775
3.7	652
3.8	574
3.9	495
4.0	420
4.1	347
4.2	312
4.3	233
4.4	197
4.5	173
4.6	141
4.7	115
4.8	109
4.9	107
5.0	87
5.1	91
5.2	96
5.3	103
5.4	106
5.5	136
5.6	139
5.7	147
5.8	133
5.9	146
6.0	183
6.1	169
6.2	196
6.3	177
6.4	221
6.5	177
6.6	225
6.7	194
6.8	231
6.9	237
7.0	252
7.1	228
7.2	249
7.3	246
7.4	263
7.5	237
7.6	266
7.7	239
7.8	277
7.9	269
8.0	280
8.1	275
8.2	276
8.3	272
8.4	309
8.5	295
8.6	339
8.7	301
8.8	354
8.9	370
9.0	515
9.1	694
9.2	902
9.3	579
9.4	449
9.5	361
9.6	362
9.7	341
9.8	370
9.9	409
10.0	521
10.1	776
10.2	1612
10.3	3071
10.4	2621
10.5	1097
10.6	562
10.7	416
10.8	384
10.9	406
11.0	410
11.1	402
11.2	436
11.3	414
11.4	399
11.5	402
11.6	454
11.7	409
11.8	444
11.9	408
12.0	438
12.1	429
12.2	451
12.3	452
12.4	434
12.5	436
12.6	470
12.7	449
12.8	436
12.9	451
13.0	447
13.1	458
13.2	471
13.3	413
13.4	424
13.5	399
13.6	404
13.7	385
13.8	406
13.9	403
14.0	396
14.1	410
14.2	408
14.3	390
14.4	397
14.5	405
14.6	411
14.7	405
14.8	382
14.9	394
15.0	386
15.1	370
15.2	410
15.3	378
15.4	405
15.5	372
15.6	373
15.7	382
15.8	375
15.9	385
16.0	362
16.1	364
16.2	345
16.3	364
16.4	395
16.5	380
16.6	335
16.7	358
16.8	335
16.9	366
17.0	362
17.1	328
17.2	340
17.3	331
17.4	333
17.5	342
17.6	334
17.7	336
17.8	338
17.9	345
18.0	370
18.1	353
18.2	358
18.3	382
18.4	414
18.5	384
18.6	302
18.7	326
18.8	329
18.9	351
19.0	312
19.1	338
19.2	312
19.3	310
19.4	344
19.5	318
19.6	309
19.7	334
19.8	294
19.9	317
20.0	319
20.1	293
20.2	303
20.3	294
20.4	334
20.5	413
20.6	614
20.7	809
20.8	839
20.9	546
21.0	374
21.1	287
21.2	281
21.3	241
21.4	258
21.5	241
21.6	234
21.7	229
21.8	244
21.9	247
22.0	236
22.1	223
22.2	244
22.3	202
22.4	232
22.5	242
22.6	265
22.7	240
22.8	228
22.9	205
23.0	186
23.1	202
23.2	195
23.3	204
23.4	173
23.5	182
23.6	186
23.7	174
23.8	176
23.9	178
24.0	167
24.1	179
24.2	172
24.3	156
24.4	167
24.5	166
24.6	155
24.7	164
24.8	155
24.9	143
25.0	146
25.1	146
25.2	138
25.3	125
25.4	139
25.5	137
25.6	121
25.7	123
25.8	123
25.9	127
26.0	135
26.1	121
26.2	127
26.3	116
26.4	110
26.5	105
26.6	114
26.7	110
26.8	120
26.9	107
27.0	110
27.1	106
27.2	102
27.3	121
27.4	111
27.5	106
27.6	92
27.7	87
27.8	95
27.9	80
28.0	93
28.1	107
28.2	103
28.3	92
28.4	101
28.5	77
28.6	78
28.7	87
28.8	87
28.9	90
29.0	69
29.1	81
29.2	78
29.3	70
29.4	74
29.5	67
29.6	78
29.7	64
29.8	68
29.9	65
30.0	61
30.1	64
30.2	77
30.3	78
30.4	58
30.5	65
30.6	61
30.7	61
30.8	62
30.9	62
31.0	62
31.1	60
31.2	64
31.3	62
31.4	49
31.5	57
31.6	59
31.7	78
31.8	114
31.9	170
32.0	165
32.1	114
32.2	108
32.3	64
32.4	64
32.5	50
32.6	54
32.7	54
32.8	48
32.9	50
33.0	58
33.1	57
33.2	43
33.3	45
33.4	45
33.5	55
33.6	55
33.7	48
33.8	50
33.9	51
34.0	49
34.1	47
34.2	46
34.3	49
34.4	37
34.5	39
34.6	45
34.7	54
34.8	45
34.9	43
35.0	45
35.1	46
35.2	47
35.3	39
35.4	49
35.5	41
35.6	47
35.7	36
35.8	33
35.9	43
36.0	43
36.1	37
36.2	36
36.3	40
36.4	37
36.5	41
36.6	37
36.7	32
36.8	36
36.9	40
37.0	35
37.1	39
37.2	48
37.3	26
37.4	31
37.5	37
37.6	38
37.7	35
37.8	36
37.9	35
38.0	35
38.1	36
38.2	34
38.3	35
38.4	30
38.5	40
38.6	37
38.7	36
38.8	36
38.9	33
39.0	37
39.1	31
39.2	40
39.3	32
39.4	27
39.5	32
39.6	34
39.7	31
39.8	34
39.9	37
40.0	36
40.1	37
40.2	28
40.3	29
40.4	38
40.5	42
40.6	35
40.7	37
40.8	36
40.9	36
41.0	36
41.1	34
41.2	33
41.3	31
41.4	30
41.5	25
41.6	36
41.7	31
41.8	36
41.9	34
42.0	31
42.1	37
42.2	37
42.3	31
42.4	30
42.5	32
42.6	30
42.7	34
42.8	31
42.9	35
43.0	23
43.1	30
43.2	35
43.3	32
43.4	25
43.5	31
43.6	27
43.7	32
43.8	40
43.9	27
44.0	30
44.1	32
44.2	32
44.3	31
44.4	38
44.5	34
44.6	34
44.7	49
44.8	52
44.9	48
45.0	33
