X-ray (ID 01) / Crystal angle θ_c	X-ray (ID 01) / Impulse Imp
θ_c/°	Imp/# / s

3.0	3244
3.1	2355
3.2	1782
3.3	1451
3.4	1226
3.5	1059
3.6	845
3.7	731
3.8	576
3.9	515
4.0	468
4.1	377
4.2	320
4.3	240
4.4	218
4.5	184
4.6	160
4.7	150
4.8	125
4.9	108
5.0	99
5.1	110
5.2	125
5.3	158
5.4	207
5.5	293
5.6	341
5.7	411
5.8	426
5.9	530
6.0	528
6.1	586
6.2	601
6.3	637
6.4	672
6.5	703
6.6	690
6.7	799
6.8	776
6.9	806
7.0	782
7.1	839
7.2	816
7.3	830
7.4	814
7.5	860
7.6	871
7.7	835
7.8	872
7.9	920
8.0	863
8.1	898
8.2	866
8.3	883
8.4	874
8.5	891
8.6	870
8.7	904
8.8	916
8.9	1046
9.0	1359
9.1	1940
9.2	2527
9.3	2207
9.4	1339
9.5	1079
9.6	1032
9.7	1027
9.8	1041
9.9	1185
10.0	1704
10.1	2060
10.2	3812
10.3	8192
10.4	8176
10.5	4190
10.6	1782
10.7	1253
10.8	1048
10.9	1063
11.0	1052
11.1	1028
11.2	1021
11.3	1009
11.4	1028
11.5	1045
11.6	1065
11.7	1037
11.8	1053
11.9	1052
12.0	1072
12.1	1059
12.2	1075
12.3	1015
12.4	1035
12.5	1069
12.6	1073
12.7	1057
12.8	1105
12.9	1072
13.0	1067
13.1	1098
13.2	1044
13.3	1040
13.4	996
13.5	954
13.6	913
13.7	923
13.8	957
13.9	949
14.0	974
14.1	927
14.2	934
14.3	930
14.4	926
14.5	923
14.6	904
14.7	911
14.8	880
14.9	920
15.0	886
15.1	871
15.2	881
15.3	918
15.4	889
15.5	883
15.6	868
15.7	879
15.8	901
15.9	856
16.0	863
16.1	825
16.2	835
16.3	809
16.4	834
16.5	803
16.6	766
16.7	775
16.8	771
16.9	784
17.0	774
17.1	748
17.2	739
17.3	726
17.4	766
17.5	712
17.6	742
17.7	718
17.8	687
17.9	708
18.0	684
18.1	714
18.2	764
18.3	695
18.4	808
18.5	893
18.6	793
18.7	648
18.8	670
18.9	625
19.0	642
19.1	648
19.2	600
19.3	614
19.4	604
19.5	578
19.6	583
19.7	556
19.8	559
19.9	602
20.0	553
20.1	545
20.2	572
20.3	546
20.4	564
20.5	591
20.6	667
20.7	1076
20.8	1577
20.9	1472
21.0	916
21.1	477
21.2	455
21.3	471
21.4	423
21.5	426
21.6	437
21.7	439
21.8	397
21.9	400
22.0	375
22.1	384
22.2	345
22.3	342
22.4	344
22.5	367
22.6	367
22.7	364
22.8	334
22.9	316
23.0	318
23.1	306
23.2	296
23.3	301
23.4	278
23.5	271
23.6	263
23.7	287
23.8	269
23.9	252
24.0	259
24.1	245
24.2	253
24.3	242
24.4	240
24.5	237
24.6	251
24.7	233
24.8	246
24.9	209
25.0	207
25.1	206
25.2	206
25.3	198
25.4	199
25.5	188
25.6	188
25.7	176
25.8	185
25.9	166
26.0	174
26.1	191
26.2	169
26.3	157
26.4	157
26.5	173
26.6	162
26.7	156
26.8	167
26.9	139
27.0	158
27.1	150
27.2	155
27.3	130
27.4	126
27.5	119
27.6	118
27.7	127
27.8	136
27.9	130
28.0	141
28.1	123
28.2	154
28.3	131
28.4	119
28.5	116
28.6	118
28.7	105
28.8	102
28.9	115
29.0	108
29.1	97
29.2	91
29.3	99
29.4	94
29.5	92
29.6	90
29.7	105
29.8	100
29.9	87
30.0	90
30.1	89
30.2	73
30.3	98
30.4	84
30.5	96
30.6	76
30.7	81
30.8	78
30.9	90
31.0	83
31.1	73
31.2	90
31.3	78
31.4	87
31.5	78
31.6	84
31.7	77
31.8	83
31.9	122
32.0	215
32.1	191
32.2	172
32.3	140
32.4	83
32.5	71
32.6	68
32.7	74
32.8	63
32.9	58
33.0	66
33.1	69
33.2	67
33.3	54
33.4	59
33.5	72
33.6	59
33.7	56
33.8	49
33.9	59
34.0	57
34.1	53
34.2	64
34.3	62
34.4	62
34.5	52
34.6	53
34.7	50
34.8	56
34.9	42
35.0	55
35.1	56
35.2	49
35.3	55
35.4	51
35.5	60
35.6	45
35.7	55
35.8	51
35.9	60
36.0	41
36.1	51
36.2	45
36.3	49
36.4	43
36.5	47
36.6	45
36.7	61
36.8	46
36.9	47
37.0	50
37.1	50
37.2	49
37.3	47
37.4	48
37.5	40
37.6	44
37.7	39
37.8	48
37.9	47
38.0	34
38.1	43
38.2	41
38.3	36
38.4	54
38.5	47
38.6	39
38.7	40
38.8	44
38.9	51
39.0	56
39.1	51
39.2	40
39.3	46
39.4	49
39.5	38
39.6	42
39.7	40
39.8	45
39.9	42
40.0	36
40.1	44
40.2	39
40.3	46
40.4	43
40.5	44
40.6	42
40.7	42
40.8	40
40.9	40
41.0	35
41.1	36
41.2	37
41.3	48
41.4	40
41.5	40
41.6	46
41.7	40
41.8	35
41.9	30
42.0	39
42.1	37
42.2	39
42.3	41
42.4	30
42.5	26
42.6	35
42.7	38
42.8	29
42.9	35
43.0	38
43.1	29
43.2	37
43.3	32
43.4	37
43.5	38
43.6	34
43.7	43
43.8	33
43.9	37
44.0	30
44.1	30
44.2	26
44.3	33
44.4	41
44.5	27
44.6	35
44.7	36
44.8	62
44.9	61
45.0	46
