X-ray (ID 01) / Crystal angle θ_c	X-ray (ID 01) / Impulse Imp
θ_c/°	Imp/# / s

3.0	11806
3.1	8988
3.2	4822
3.3	3082
3.4	2185
3.5	1735
3.6	1470
3.7	1309
3.8	1110
3.9	941
4.0	797
4.1	668
4.2	528
4.3	430
4.4	360
4.5	331
4.6	220
4.7	207
4.8	170
4.9	155
5.0	133
5.1	119
5.2	110
5.3	98
5.4	119
5.5	132
5.6	145
5.7	146
5.8	154
5.9	162
6.0	165
6.1	172
6.2	196
6.3	189
6.4	217
6.5	224
6.6	213
6.7	211
6.8	246
6.9	239
7.0	234
7.1	226
7.2	250
7.3	279
7.4	247
7.5	253
7.6	291
7.7	280
7.8	290
7.9	262
8.0	285
8.1	283
8.2	298
8.3	273
8.4	311
8.5	316
8.6	313
8.7	325
8.8	356
8.9	362
9.0	526
9.1	672
9.2	953
9.3	671
9.4	469
9.5	359
9.6	363
9.7	360
9.8	372
9.9	393
10.0	492
10.1	718
10.2	1246
10.3	3001
10.4	3012
10.5	1437
10.6	606
10.7	437
10.8	407
10.9	409
11.0	411
11.1	419
11.2	429
11.3	408
11.4	418
11.5	396
11.6	423
11.7	417
11.8	441
11.9	414
12.0	433
12.1	450
12.2	395
12.3	408
12.4	429
12.5	430
12.6	426
12.7	405
12.8	456
12.9	425
13.0	427
13.1	438
13.2	440
13.3	442
13.4	418
13.5	415
13.6	366
13.7	397
13.8	385
13.9	379
14.0	370
14.1	394
14.2	392
14.3	376
14.4	371
14.5	387
14.6	368
14.7	366
14.8	374
14.9	389
15.0	345
15.1	376
15.2	358
15.3	360
15.4	361
15.5	377
15.6	374
15.7	337
15.8	351
15.9	368
16.0	362
16.1	345
16.2	333
16.3	348
16.4	357
16.5	344
16.6	341
16.7	335
16.8	326
16.9	341
17.0	315
17.1	318
17.2	319
17.3	311
17.4	301
17.5	323
17.6	293
17.7	304
17.8	297
17.9	294
18.0	305
18.1	294
18.2	332
18.3	327
18.4	390
18.5	352
18.6	288
18.7	278
18.8	290
18.9	278
19.0	285
19.1	264
19.2	267
19.3	268
19.4	253
19.5	261
19.6	256
19.7	256
19.8	243
19.9	256
20.0	229
20.1	231
20.2	255
20.3	241
20.4	235
20.5	323
20.6	430
20.7	712
20.8	770
20.9	519
21.0	298
21.1	222
21.2	216
21.3	203
21.4	202
21.5	180
21.6	193
21.7	182
21.8	184
21.9	177
22.0	170
22.1	159
22.2	167
22.3	170
22.4	158
22.5	173
22.6	161
22.7	153
22.8	146
22.9	155
23.0	155
23.1	137
23.2	139
23.3	126
23.4	130
23.5	121
23.6	127
23.7	145
23.8	119
23.9	131
24.0	127
24.1	127
24.2	113
24.3	125
24.4	103
24.5	120
24.6	118
24.7	112
24.8	111
24.9	114
25.0	111
25.1	101
25.2	103
25.3	105
25.4	100
25.5	101
25.6	95
25.7	90
25.8	84
25.9	92
26.0	87
26.1	91
26.2	81
26.3	85
26.4	89
26.5	79
26.6	90
26.7	84
26.8	75
26.9	77
27.0	78
27.1	71
27.2	82
27.3	79
27.4	67
27.5	74
27.6	74
27.7	70
27.8	68
27.9	70
28.0	80
28.1	97
28.2	99
28.3	69
28.4	67
28.5	71
28.6	62
28.7	64
28.8	60
28.9	67
29.0	57
29.1	58
29.2	67
29.3	46
29.4	57
29.5	56
29.6	46
29.7	49
29.8	53
29.9	55
30.0	68
30.1	47
30.2	49
30.3	47
30.4	51
30.5	58
30.6	46
30.7	39
30.8	48
30.9	50
31.0	51
31.1	53
31.2	56
31.3	50
31.4	57
31.5	52
31.6	51
31.7	59
31.8	81
31.9	136
32.0	152
32.1	124
32.2	107
32.3	67
32.4	52
32.5	53
32.6	42
32.7	44
32.8	46
32.9	43
33.0	40
33.1	40
33.2	47
33.3	46
33.4	49
33.5	41
33.6	45
33.7	46
33.8	44
33.9	46
34.0	41
34.1	50
34.2	35
34.3	41
34.4	39
34.5	45
34.6	45
34.7	38
34.8	44
34.9	39
35.0	47
35.1	41
35.2	35
35.3	35
35.4	34
35.5	36
35.6	28
35.7	38
35.8	40
35.9	32
36.0	39
36.1	30
36.2	36
36.3	35
36.4	30
36.5	39
36.6	31
36.7	32
36.8	39
36.9	36
37.0	29
37.1	36
37.2	40
37.3	30
37.4	36
37.5	48
37.6	35
37.7	35
37.8	34
37.9	35
38.0	35
38.1	36
38.2	33
38.3	29
38.4	38
38.5	39
38.6	27
38.7	32
38.8	29
38.9	37
39.0	33
39.1	32
39.2	31
39.3	28
39.4	26
39.5	33
39.6	27
39.7	28
39.8	31
39.9	30
40.0	25
40.1	37
40.2	29
40.3	29
40.4	33
40.5	28
40.6	28
40.7	35
40.8	32
40.9	33
41.0	30
41.1	24
41.2	29
41.3	32
41.4	31
41.5	27
41.6	27
41.7	30
41.8	33
41.9	29
42.0	26
42.1	25
42.2	27
42.3	31
42.4	27
42.5	34
42.6	27
42.7	25
42.8	22
42.9	27
43.0	23
43.1	29
43.2	30
43.3	24
43.4	23
43.5	23
43.6	25
43.7	21
43.8	25
43.9	21
44.0	23
44.1	17
44.2	24
44.3	29
44.4	26
44.5	26
44.6	24
44.7	39
44.8	41
44.9	47
45.0	30
