Frank-Hertz Experiment											
											
Vr(V)= 1.5											
Cathode Heater Current (mA) = 340											
		 									
Va(V)_1	Ia(E-12 A)_1	T(c)_1	Va(V)_2	Ia(E-12 A)_2	T(c)_2	Va(V)_3	Ia(E-12 A)_3	T(c)_3	Va(V)_4	Ia(E-12 A)_4	T(c)_4
						8.90	12190.26	100.31	8.90	2004.34	111.28
									9.00	2213.27	111.28
									9.10	2400.13	111.31
									9.20	2635.59	111.31
									9.30	2834.97	111.33
									9.40	3098.61	111.33
									9.50	3329.65	111.36
									9.60	3634.74	111.36
									9.70	3894.44	111.38
									9.80	4236.85	111.38
									9.90	4536.12	111.40
									10.00	4904.39	111.40
									10.10	5201.22	111.42
									10.20	5583.06	111.42
									10.30	5959.78	111.44
									10.40	6294.85	111.44
									10.50	6704.35	111.46
									10.60	7058.89	111.46
									10.70	7433.94	111.48
									10.80	7890.80	111.48
									10.90	8262.26	111.48
									11.00	8715.30	111.50
									11.10	9122.44	111.50
									11.20	9440.31	111.53
									11.30	9731.32	111.53
									11.40	9906.35	111.55
									11.50	9984.59	111.55
									11.60	10000.03	111.58
									11.70	9971.26	111.58
									11.80	9845.84	111.60
