LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
3.3,-0.720000,-0.720000,2.073951333333e-09,5.859359142053e-12,3,2.065973000000e-09;2.079879000000e-09;2.076002000000e-09
3.3,-0.710000,-0.710000,2.689609000000e-09,5.125224678002e-12,3,2.682361000000e-09;2.693191000000e-09;2.693275000000e-09
3.3,-0.700000,-0.700000,3.305675000000e-09,1.938895218073e-12,3,3.307557000000e-09;3.306461000000e-09;3.303007000000e-09
3.3,-0.690000,-0.690000,3.911205666667e-09,5.374273304881e-12,3,3.907385000000e-09;3.918806000000e-09;3.907426000000e-09
3.3,-0.680000,-0.680000,4.576939000000e-09,1.165907657864e-12,3,4.577545000000e-09;4.577964000000e-09;4.575308000000e-09
3.3,-0.670000,-0.670000,5.218247000000e-09,1.581500764042e-12,3,5.218963000000e-09;5.219724000000e-09;5.216054000000e-09
3.3,-0.660000,-0.660000,5.918185666667e-09,3.770587428446e-12,3,5.923130000000e-09;5.913984000000e-09;5.917443000000e-09
3.3,-0.650000,-0.650000,6.595998666667e-09,2.317063706984e-12,3,6.594214000000e-09;6.594511000000e-09;6.599271000000e-09
3.3,-0.640000,-0.640000,7.300897666667e-09,8.451602188671e-12,3,7.306011000000e-09;7.307697000000e-09;7.288985000000e-09
3.3,-0.630000,-0.630000,8.033772333333e-09,8.077540233402e-12,3,8.041104000000e-09;8.022520000000e-09;8.037693000000e-09
3.3,-0.620000,-0.620000,8.761454000000e-09,4.114742033227e-12,3,8.759473000000e-09;8.767183000000e-09;8.757706000000e-09
3.3,-0.610000,-0.610000,9.503262666667e-09,5.726962274093e-12,3,9.502698000000e-09;9.510542000000e-09;9.496548000000e-09
3.3,-0.600000,-0.600000,1.030518333333e-08,3.981895137857e-12,3,1.030847000000e-08;1.030750000000e-08;1.029958000000e-08
3.3,-0.590000,-0.590000,1.107070333333e-08,7.919067004529e-12,3,1.108162000000e-08;1.106741000000e-08;1.106308000000e-08
3.3,-0.580000,-0.580000,1.187239333333e-08,4.875341583474e-12,3,1.187866000000e-08;1.186677000000e-08;1.187175000000e-08
3.3,-0.570000,-0.570000,1.271613666667e-08,6.921176842769e-12,3,1.272354000000e-08;1.271798000000e-08;1.270689000000e-08
3.3,-0.560000,-0.560000,1.355002333333e-08,9.479220549297e-12,3,1.355113000000e-08;1.356104000000e-08;1.353790000000e-08
3.3,-0.550000,-0.550000,1.442676000000e-08,2.152626302914e-12,3,1.442853000000e-08;1.442802000000e-08;1.442373000000e-08
3.3,-0.540000,-0.540000,1.530871666667e-08,6.981620314957e-12,3,1.531651000000e-08;1.531007000000e-08;1.529957000000e-08
3.3,-0.530000,-0.530000,1.619430666667e-08,9.322722539878e-12,3,1.620482000000e-08;1.619594000000e-08;1.618216000000e-08
3.3,-0.520000,-0.520000,1.714771666667e-08,5.562039993464e-12,3,1.715479000000e-08;1.714716000000e-08;1.714120000000e-08
3.3,-0.510000,-0.510000,1.807654333333e-08,4.254474768470e-12,3,1.808226000000e-08;1.807531000000e-08;1.807206000000e-08
3.3,-0.500000,-0.500000,1.904755666667e-08,8.000934667623e-12,3,1.905878000000e-08;1.904319000000e-08;1.904070000000e-08
3.3,-0.490000,-0.490000,2.004067333333e-08,1.514647226988e-11,3,2.006125000000e-08;2.002523000000e-08;2.003554000000e-08
3.3,-0.480000,-0.480000,2.103001333333e-08,2.233984979557e-12,3,2.102925000000e-08;2.102774000000e-08;2.103305000000e-08
3.3,-0.470000,-0.470000,2.206445666667e-08,1.101177047022e-11,3,2.208002000000e-08;2.205715000000e-08;2.205620000000e-08
3.3,-0.460000,-0.460000,2.316080000000e-08,9.338536644821e-12,3,2.317378000000e-08;2.315220000000e-08;2.315642000000e-08
3.3,-0.450000,-0.450000,2.420883000000e-08,1.662267327077e-11,3,2.420770000000e-08;2.422973000000e-08;2.418906000000e-08
3.3,-0.440000,-0.440000,2.533578333333e-08,1.235727675861e-11,3,2.535070000000e-08;2.532044000000e-08;2.533621000000e-08
3.3,-0.430000,-0.430000,2.646649666667e-08,1.875795357234e-11,3,2.646058000000e-08;2.649185000000e-08;2.644706000000e-08
3.3,-0.420000,-0.420000,2.761663000000e-08,1.479135107645e-11,3,2.763554000000e-08;2.761492000000e-08;2.759943000000e-08
3.3,-0.410000,-0.410000,2.881387666667e-08,1.811827131808e-11,3,2.882195000000e-08;2.878878000000e-08;2.883090000000e-08
3.3,-0.400000,-0.400000,3.000949000000e-08,1.428058822318e-11,3,2.999695000000e-08;3.002947000000e-08;3.000205000000e-08
3.3,-0.390000,-0.390000,3.123766333333e-08,1.754296883528e-11,3,3.126162000000e-08;3.122010000000e-08;3.123127000000e-08
3.3,-0.380000,-0.380000,3.252693666667e-08,1.891619118345e-11,3,3.252552000000e-08;3.255078000000e-08;3.250451000000e-08
3.3,-0.370000,-0.370000,3.381190000000e-08,2.475595685890e-11,3,3.382951000000e-08;3.382930000000e-08;3.377689000000e-08
3.3,-0.360000,-0.360000,3.511623333333e-08,2.284864741924e-11,3,3.514771000000e-08;3.509417000000e-08;3.510682000000e-08
3.3,-0.350000,-0.350000,3.649251666667e-08,2.076742534729e-11,3,3.651329000000e-08;3.646415000000e-08;3.650011000000e-08
3.3,-0.340000,-0.340000,3.785585000000e-08,1.830025136439e-11,3,3.787089000000e-08;3.783009000000e-08;3.786657000000e-08
3.3,-0.330000,-0.330000,3.928829333333e-08,1.105903351212e-12,3,3.928958000000e-08;3.928842000000e-08;3.928688000000e-08
3.3,-0.320000,-0.320000,4.071287333333e-08,1.177660203775e-11,3,4.071070000000e-08;4.072826000000e-08;4.069966000000e-08
3.3,-0.310000,-0.310000,4.217822666667e-08,1.613397519384e-11,3,4.217824000000e-08;4.219798000000e-08;4.215846000000e-08
3.3,-0.300000,-0.300000,4.372405000000e-08,1.616174083033e-11,3,4.374407000000e-08;4.370449000000e-08;4.372359000000e-08
3.3,-0.290000,-0.290000,4.523424000000e-08,2.595538222925e-11,3,4.521918000000e-08;4.527076000000e-08;4.521278000000e-08
3.3,-0.280000,-0.280000,4.679544000000e-08,1.127895680755e-11,3,4.679915000000e-08;4.680702000000e-08;4.678015000000e-08
3.3,-0.270000,-0.270000,4.843224000000e-08,9.686457900938e-12,3,4.844032000000e-08;4.841862000000e-08;4.843778000000e-08
3.3,-0.260000,-0.260000,5.005192000000e-08,1.202533159626e-11,3,5.005689000000e-08;5.006352000000e-08;5.003535000000e-08
3.3,-0.250000,-0.250000,5.171998000000e-08,1.697104789536e-11,3,5.173909000000e-08;5.169785000000e-08;5.172300000000e-08
3.3,-0.240000,-0.240000,5.344988000000e-08,2.434873302659e-11,3,5.343684000000e-08;5.348400000000e-08;5.342880000000e-08
3.3,-0.230000,-0.230000,5.517597666667e-08,1.827254102624e-11,3,5.517760000000e-08;5.519750000000e-08;5.515283000000e-08
3.3,-0.220000,-0.220000,5.700799666667e-08,2.955604882629e-11,3,5.704274000000e-08;5.697050000000e-08;5.701075000000e-08
3.3,-0.210000,-0.210000,5.879418333333e-08,1.792346754646e-11,3,5.878216000000e-08;5.881952000000e-08;5.878087000000e-08
3.3,-0.200000,-0.200000,6.063328333333e-08,1.823687534153e-11,3,6.063271000000e-08;6.065590000000e-08;6.061124000000e-08
3.3,-0.190000,-0.190000,6.258716666667e-08,1.541191386198e-11,3,6.256958000000e-08;6.260711000000e-08;6.258481000000e-08
3.3,-0.180000,-0.180000,6.498093333333e-08,1.227277383298e-10,3,6.515396000000e-08;6.488261000000e-08;6.490623000000e-08
3.3,-0.170000,-0.170000,6.687096666667e-08,1.552952099140e-11,3,6.686938000000e-08;6.689073000000e-08;6.685279000000e-08
3.3,-0.160000,-0.160000,6.895779333333e-08,1.047325588768e-11,3,6.896885000000e-08;6.896080000000e-08;6.894373000000e-08
3.3,-0.150000,-0.150000,7.097008333333e-08,1.870738238118e-11,3,7.096725000000e-08;7.099428000000e-08;7.094872000000e-08
3.3,-0.140000,-0.140000,7.304401333333e-08,1.479044811882e-11,3,7.306465000000e-08;7.303074000000e-08;7.303665000000e-08
3.3,-0.130000,-0.130000,7.523462666667e-08,1.933366034206e-11,3,7.525613000000e-08;7.523850000000e-08;7.520925000000e-08
3.3,-0.120000,-0.120000,7.740391333333e-08,9.455599164277e-12,3,7.740874000000e-08;7.741230000000e-08;7.739070000000e-08
3.3,-0.110000,-0.110000,7.967591333333e-08,2.449084772364e-11,3,7.968092000000e-08;7.970309000000e-08;7.964373000000e-08
3.3,-0.100000,-0.100000,8.194195000000e-08,2.785913614358e-11,3,8.197881000000e-08;8.191147000000e-08;8.193557000000e-08
3.3,-0.090000,-0.090000,8.424499666667e-08,2.240005555549e-11,3,8.427493000000e-08;8.422105000000e-08;8.423901000000e-08
3.3,-0.080000,-0.080000,8.666450000000e-08,1.225833865851e-11,3,8.666589000000e-08;8.667877000000e-08;8.664884000000e-08
3.3,-0.070000,-0.070000,8.908195333333e-08,7.979617089112e-12,3,8.909306000000e-08;8.907467000000e-08;8.907813000000e-08
3.3,-0.060000,-0.060000,9.152933333333e-08,1.280633523778e-11,3,9.154670000000e-08;9.151620000000e-08;9.152510000000e-08
3.3,-0.050000,-0.050000,9.412034000000e-08,7.150426560706e-12,3,9.412867000000e-08;9.411121000000e-08;9.412114000000e-08
3.3,-0.040000,-0.040000,9.667176333333e-08,2.133486400759e-11,3,9.667059000000e-08;9.669846000000e-08;9.664624000000e-08
3.3,-0.030000,-0.030000,9.927910333333e-08,1.369221757869e-11,3,9.929219000000e-08;9.928492000000e-08;9.926020000000e-08
3.3,-0.020000,-0.020000,1.020165666667e-07,2.211625847400e-11,3,1.020453000000e-07;1.020129000000e-07;1.019915000000e-07
3.3,-0.010000,-0.010000,1.047189333333e-07,2.010677055676e-11,3,1.047468000000e-07;1.047001000000e-07;1.047099000000e-07
3.3,0.000000,0.000000,1.075485000000e-07,1.977489991546e-11,3,1.075709000000e-07;1.075518000000e-07;1.075228000000e-07
3.3,0.100000,0.100000,1.381208000000e-07,2.194857626362e-11,3,1.381493000000e-07;1.381172000000e-07;1.380959000000e-07
3.3,0.200000,0.200000,1.707483666667e-07,2.639713789200e-11,3,1.707689000000e-07;1.707651000000e-07;1.707111000000e-07
3.3,0.300000,0.300000,2.043330333333e-07,2.885068841851e-11,3,2.043738000000e-07;2.043112000000e-07;2.043141000000e-07
3.3,0.400000,0.400000,2.383088333333e-07,2.275028693348e-11,3,2.383396000000e-07;2.383016000000e-07;2.382853000000e-07
3.3,0.500000,0.500000,2.722330333333e-07,4.034925305656e-11,3,2.722753000000e-07;2.722451000000e-07;2.721787000000e-07
3.3,0.600000,0.600000,3.059058000000e-07,3.882224448259e-11,3,3.059603000000e-07;3.058843000000e-07;3.058728000000e-07
3.3,0.700000,0.700000,3.394863000000e-07,4.231934151975e-11,3,3.395306000000e-07;3.394990000000e-07;3.394293000000e-07
3.3,0.800000,0.800000,3.728051666667e-07,3.976651299217e-11,3,3.728614000000e-07;3.727764000000e-07;3.727777000000e-07
