LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
24.0,-0.490000,-0.490000,1.974775333333e-11,6.272522780218e-12,3,1.115154000000e-11;2.594208000000e-11;2.214964000000e-11
24.0,-0.480000,-0.480000,1.870832666667e-11,9.918015333087e-12,3,8.117590000000e-12;1.603954000000e-11;3.196785000000e-11
24.0,-0.470000,-0.470000,4.872914333333e-12,1.394228359669e-11,3,-1.004406000000e-11;2.349804000000e-11;1.164763000000e-12
24.0,-0.460000,-0.460000,2.539416333333e-11,6.679232944709e-12,3,1.936837000000e-11;3.470671000000e-11;2.210741000000e-11
24.0,-0.450000,-0.450000,2.729041000000e-11,8.345175468405e-12,3,3.845710000000e-11;1.839924000000e-11;2.501489000000e-11
24.0,-0.440000,-0.440000,3.202400000000e-11,1.469570020539e-12,3,3.352695000000e-11;3.251563000000e-11;3.002942000000e-11
24.0,-0.430000,-0.430000,3.040866666667e-11,1.518767105837e-11,3,2.737463000000e-11;5.034019000000e-11;1.351118000000e-11
24.0,-0.420000,-0.420000,3.337230000000e-11,1.951166370678e-12,3,3.361104000000e-11;3.563365000000e-11;3.087221000000e-11
24.0,-0.410000,-0.410000,3.862557333333e-11,1.181329758842e-11,3,5.404818000000e-11;2.535204000000e-11;3.647650000000e-11
24.0,-0.400000,-0.400000,3.967896000000e-11,5.462216275054e-12,3,4.734818000000e-11;3.664498000000e-11;3.504372000000e-11
24.0,-0.390000,-0.390000,4.333099666667e-11,4.094445579337e-12,3,3.828848000000e-11;4.831731000000e-11;4.338720000000e-11
24.0,-0.380000,-0.380000,5.777034666667e-11,4.010727280684e-12,3,6.327631000000e-11;5.383746000000e-11;5.619727000000e-11
24.0,-0.370000,-0.370000,5.262948000000e-11,5.049830321948e-12,3,5.219401000000e-11;4.667397000000e-11;5.902046000000e-11
24.0,-0.360000,-0.360000,4.583114333333e-11,7.300284926615e-12,3,4.840153000000e-11;3.588650000000e-11;5.320540000000e-11
24.0,-0.350000,-0.350000,5.291035333333e-11,8.024662072255e-12,3,6.395057000000e-11;4.511472000000e-11;4.966577000000e-11
24.0,-0.340000,-0.340000,5.482050000000e-11,8.575299784664e-12,3,4.907573000000e-11;6.694231000000e-11;4.844346000000e-11
24.0,-0.330000,-0.330000,6.381002333333e-11,1.148755103684e-11,3,6.133806000000e-11;5.114051000000e-11;7.895150000000e-11
24.0,-0.320000,-0.320000,7.618475333333e-11,7.075453242417e-12,3,8.287088000000e-11;6.639461000000e-11;7.928877000000e-11
24.0,-0.310000,-0.310000,7.823532666667e-11,5.097577593383e-12,3,7.216751000000e-11;8.464031000000e-11;7.789816000000e-11
24.0,-0.300000,-0.300000,7.772961666667e-11,8.961938648341e-12,3,6.614161000000e-11;8.796919000000e-11;7.907805000000e-11
24.0,-0.290000,-0.290000,8.365702666667e-11,8.554778343017e-12,3,7.364223000000e-11;9.454271000000e-11;8.278614000000e-11
24.0,-0.280000,-0.280000,9.389666000000e-11,6.992944596053e-12,3,9.871448000000e-11;8.400822000000e-11;9.896728000000e-11
24.0,-0.270000,-0.270000,8.131134666667e-11,7.665250638204e-12,3,7.684460000000e-11;9.209868000000e-11;7.499076000000e-11
24.0,-0.260000,-0.260000,1.050772433333e-10,2.020218239440e-11,3,1.154012000000e-10;7.684463000000e-11;1.229859000000e-10
24.0,-0.250000,-0.250000,9.889692000000e-11,1.720338405915e-12,3,9.892503000000e-11;1.009897000000e-10;9.677603000000e-11
24.0,-0.240000,-0.240000,1.121565000000e-10,5.491026425603e-12,3,1.182666000000e-10;1.049509000000e-10;1.132520000000e-10
24.0,-0.230000,-0.230000,1.006948033333e-10,1.481993324884e-11,3,9.833506000000e-11;1.199099000000e-10;8.383945000000e-11
24.0,-0.220000,-0.220000,1.166932000000e-10,1.341999570293e-12,3,1.148110000000e-10;1.178451000000e-10;1.174235000000e-10
24.0,-0.210000,-0.210000,1.208086333333e-10,8.454010671207e-12,3,1.326354000000e-10;1.133783000000e-10;1.164122000000e-10
24.0,-0.200000,-0.200000,1.367649666667e-10,1.031781099049e-11,3,1.419901000000e-10;1.223537000000e-10;1.459511000000e-10
24.0,-0.190000,-0.190000,1.242358333333e-10,9.978852851016e-12,3,1.244605000000e-10;1.363435000000e-10;1.119035000000e-10
24.0,-0.180000,-0.180000,1.479597000000e-10,1.352481544643e-11,3,1.626800000000e-10;1.300229000000e-10;1.511762000000e-10
24.0,-0.170000,-0.170000,1.442375000000e-10,4.106049559694e-12,3,1.395883000000e-10;1.435491000000e-10;1.495751000000e-10
24.0,-0.160000,-0.160000,1.529600000000e-10,1.035361971776e-11,3,1.564013000000e-10;1.635647000000e-10;1.389140000000e-10
24.0,-0.150000,-0.150000,1.532691333333e-10,6.845805369876e-12,3,1.578763000000e-10;1.583397000000e-10;1.435914000000e-10
24.0,-0.140000,-0.140000,1.543787333333e-10,9.248753885554e-12,3,1.598146000000e-10;1.413580000000e-10;1.619636000000e-10
24.0,-0.130000,-0.130000,1.731722000000e-10,3.594876379887e-12,3,1.781024000000e-10;1.717816000000e-10;1.696326000000e-10
24.0,-0.120000,-0.120000,1.782289000000e-10,5.845589970796e-12,3,1.728773000000e-10;1.863615000000e-10;1.754479000000e-10
24.0,-0.110000,-0.110000,1.818667000000e-10,9.288645430130e-12,3,1.772174000000e-10;1.735515000000e-10;1.948312000000e-10
24.0,-0.100000,-0.100000,1.971347000000e-10,4.095093451925e-12,3,1.921764000000e-10;1.970223000000e-10;2.022054000000e-10
24.0,-0.090000,-0.090000,1.990310000000e-10,5.045677807788e-12,3,2.061665000000e-10;1.955054000000e-10;1.954211000000e-10
24.0,-0.080000,-0.080000,2.010816333333e-10,6.307461061491e-12,3,1.967274000000e-10;1.965166000000e-10;2.100009000000e-10
24.0,-0.070000,-0.070000,2.150012000000e-10,4.561464835628e-12,3,2.164903000000e-10;2.088209000000e-10;2.196924000000e-10
24.0,-0.060000,-0.060000,2.265893666667e-10,8.777869517650e-12,3,2.371379000000e-10;2.156474000000e-10;2.269828000000e-10
24.0,-0.050000,-0.050000,2.394835000000e-10,3.517874622553e-12,3,2.443013000000e-10;2.360000000000e-10;2.381492000000e-10
24.0,-0.040000,-0.040000,2.339209666667e-10,3.767419449555e-12,3,2.392444000000e-10;2.314489000000e-10;2.310696000000e-10
24.0,-0.030000,-0.030000,2.466468000000e-10,2.013566052223e-12,3,2.454389000000e-10;2.494840000000e-10;2.450175000000e-10
24.0,-0.020000,-0.020000,2.575326000000e-10,1.460812829147e-11,3,2.740507000000e-10;2.385283000000e-10;2.600188000000e-10
24.0,-0.010000,-0.010000,2.660865333333e-10,2.082638093594e-12,3,2.681092000000e-10;2.669293000000e-10;2.632211000000e-10
24.0,0.000000,0.000000,2.713116333333e-10,1.008154902957e-11,3,2.678985000000e-10;2.850065000000e-10;2.610299000000e-10
24.0,0.100000,0.100000,3.822756000000e-10,9.015686658634e-12,3,3.908999000000e-10;3.860961000000e-10;3.698308000000e-10
24.0,0.200000,0.200000,4.780275000000e-10,7.475025445219e-12,3,4.717630000000e-10;4.737854000000e-10;4.885341000000e-10
24.0,0.300000,0.300000,5.694811000000e-10,3.916822873197e-12,3,5.726414000000e-10;5.639612000000e-10;5.718407000000e-10
24.0,0.400000,0.400000,6.524928666667e-10,5.295812371005e-12,3,6.594879000000e-10;6.466779000000e-10;6.513128000000e-10
24.0,0.500000,0.500000,7.604089666667e-10,1.124153609264e-11,3,7.753258000000e-10;7.481888000000e-10;7.577123000000e-10
24.0,0.600000,0.600000,8.433224000000e-10,9.859584675837e-12,3,8.384485000000e-10;8.570731000000e-10;8.344456000000e-10
24.0,0.700000,0.700000,9.129349000000e-10,7.266511902327e-12,3,9.231887000000e-10;9.072181000000e-10;9.083979000000e-10
24.0,0.800000,0.800000,1.007520766667e-09,1.010951356770e-11,3,1.018589000000e-09;9.941493000000e-10;1.009824000000e-09
24.0,0.900000,0.900000,1.068719000000e-09,1.633296598907e-11,3,1.083776000000e-09;1.046021000000e-09;1.076360000000e-09
24.0,1.000000,1.000000,1.158894333333e-09,5.722647716651e-12,3,1.151365000000e-09;1.160089000000e-09;1.165229000000e-09
24.0,1.100000,1.100000,1.230726000000e-09,8.688540038464e-12,3,1.218618000000e-09;1.238592000000e-09;1.234968000000e-09
24.0,1.200000,1.200000,1.314411666667e-09,1.071199247987e-11,3,1.304790000000e-09;1.309089000000e-09;1.329356000000e-09
24.0,1.300000,1.300000,1.377253666667e-09,1.358660296845e-11,3,1.374739000000e-09;1.395008000000e-09;1.362014000000e-09
24.0,1.400000,1.400000,1.471333333333e-09,1.972392809649e-11,3,1.484214000000e-09;1.486320000000e-09;1.443466000000e-09
24.0,1.500000,1.500000,1.536240666667e-09,1.386538501289e-11,3,1.547801000000e-09;1.516744000000e-09;1.544177000000e-09
24.0,1.600000,1.600000,1.607650000000e-09,5.840545579539e-12,3,1.602115000000e-09;1.615727000000e-09;1.605108000000e-09
24.0,1.700000,1.700000,1.692011333333e-09,6.033080878696e-12,3,1.685508000000e-09;1.700046000000e-09;1.690480000000e-09
24.0,1.800000,1.800000,1.766875666667e-09,7.466309053936e-12,3,1.771510000000e-09;1.772775000000e-09;1.756342000000e-09
24.0,1.900000,1.900000,1.862107666667e-09,7.130161958578e-12,3,1.871420000000e-09;1.854102000000e-09;1.860801000000e-09
24.0,2.000000,2.000000,1.921747000000e-09,1.080853699628e-11,3,1.932563000000e-09;1.906985000000e-09;1.925693000000e-09
24.0,2.100000,2.100000,2.021094666667e-09,1.610686986627e-11,3,2.039972000000e-09;2.000616000000e-09;2.022696000000e-09
24.0,2.200000,2.200000,2.094526666667e-09,9.408117854043e-12,3,2.084553000000e-09;2.107140000000e-09;2.091887000000e-09
24.0,2.300000,2.300000,2.168071333333e-09,9.458440827583e-12,3,2.181429000000e-09;2.160782000000e-09;2.162003000000e-09
24.0,2.400000,2.400000,2.249004666667e-09,1.406520371540e-12,3,2.249272000000e-09;2.250578000000e-09;2.247164000000e-09
24.0,2.500000,2.500000,2.317872333333e-09,6.977538168215e-12,3,2.326679000000e-09;2.317324000000e-09;2.309614000000e-09
24.0,2.600000,2.600000,2.377272666667e-09,3.572683989508e-12,3,2.373114000000e-09;2.376867000000e-09;2.381837000000e-09
24.0,2.700000,2.700000,2.446322000000e-09,6.346451344387e-12,3,2.455284000000e-09;2.441419000000e-09;2.442263000000e-09
24.0,2.800000,2.800000,2.522508666667e-09,1.135911185886e-12,3,2.524054000000e-09;2.521356000000e-09;2.522116000000e-09
24.0,2.900000,2.900000,2.583678000000e-09,2.275495696913e-12,3,2.581234000000e-09;2.586713000000e-09;2.583087000000e-09
24.0,3.000000,3.000000,2.638836666667e-09,7.082929259063e-12,3,2.630663000000e-09;2.647938000000e-09;2.637909000000e-09
24.0,3.100000,3.100000,2.705639000000e-09,5.002864579418e-12,3,2.708659000000e-09;2.709670000000e-09;2.698588000000e-09
24.0,3.200000,3.200000,2.765447333333e-09,1.895547472954e-12,3,2.768117000000e-09;2.764323000000e-09;2.763902000000e-09
24.0,3.300000,3.300000,2.824298333333e-09,5.696369448069e-12,3,2.832333000000e-09;2.820787000000e-09;2.819775000000e-09
24.0,3.400000,3.400000,2.876689333333e-09,3.621810351499e-12,3,2.873332000000e-09;2.881718000000e-09;2.875018000000e-09
24.0,3.500000,3.500000,2.931721666667e-09,5.007338104112e-12,3,2.937088000000e-09;2.933040000000e-09;2.925037000000e-09
24.0,3.600000,3.600000,2.979465333333e-09,5.938930169278e-12,3,2.983062000000e-09;2.971094000000e-09;2.984240000000e-09
24.0,3.700000,3.700000,3.032755000000e-09,1.476498786544e-12,3,3.033963000000e-09;3.033626000000e-09;3.030676000000e-09
24.0,3.800000,3.800000,3.092562333333e-09,7.767094537570e-12,3,3.103406000000e-09;3.085623000000e-09;3.088658000000e-09
24.0,3.900000,3.900000,3.143184000000e-09,4.187614436247e-12,3,3.146596000000e-09;3.145670000000e-09;3.137286000000e-09
24.0,4.000000,4.000000,3.189493333333e-09,8.712344741164e-12,3,3.181781000000e-09;3.185028000000e-09;3.201671000000e-09
24.0,4.100000,4.100000,3.240283666667e-09,4.922976087242e-12,3,3.234119000000e-09;3.240564000000e-09;3.246168000000e-09
24.0,4.200000,4.200000,3.278965666667e-09,2.293232410570e-12,3,3.280932000000e-09;3.280216000000e-09;3.275749000000e-09
24.0,4.300000,4.300000,3.333099000000e-09,1.401316761716e-12,3,3.334700000000e-09;3.331287000000e-09;3.333310000000e-09
24.0,4.400000,4.400000,3.374113000000e-09,5.334071303110e-12,3,3.378438000000e-09;3.377303000000e-09;3.366598000000e-09
24.0,4.500000,4.500000,3.404170666667e-09,7.097826067810e-12,3,3.414087000000e-09;3.397864000000e-09;3.400561000000e-09
24.0,4.600000,4.600000,3.455494333333e-09,3.394353186626e-12,3,3.458670000000e-09;3.457024000000e-09;3.450789000000e-09
24.0,4.700000,4.700000,3.495483333333e-09,1.553261586326e-12,3,3.495623000000e-09;3.497312000000e-09;3.493515000000e-09
24.0,4.800000,4.800000,3.533478000000e-09,2.363858004760e-12,3,3.530135000000e-09;3.535149000000e-09;3.535150000000e-09
24.0,4.900000,4.900000,3.577806333333e-09,7.014473243864e-12,3,3.574210000000e-09;3.587611000000e-09;3.571598000000e-09
24.0,5.000000,5.000000,3.609213333333e-09,3.728341573527e-12,3,3.607583000000e-09;3.614371000000e-09;3.605686000000e-09
