LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
12.0,-0.520000,-0.520000,-1.387626333333e-10,5.910070678840e-12,3,-1.308124000000e-10;-1.449713000000e-10;-1.405042000000e-10
12.0,-0.510000,-0.510000,-1.294780000000e-10,2.158623674165e-12,3,-1.323715000000e-10;-1.288740000000e-10;-1.271885000000e-10
12.0,-0.500000,-0.500000,-1.234241000000e-10,6.852418671292e-12,3,-1.148419000000e-10;-1.316130000000e-10;-1.238174000000e-10
12.0,-0.490000,-0.490000,-8.396849000000e-11,5.268661270272e-12,3,-8.365950000000e-11;-7.767577000000e-11;-9.057020000000e-11
12.0,-0.480000,-0.480000,-8.172115000000e-11,1.015412160685e-12,3,-8.045699000000e-11;-8.176330000000e-11;-8.294316000000e-11
12.0,-0.470000,-0.470000,-4.768737000000e-11,8.324307676117e-13,3,-4.847398000000e-11;-4.653555000000e-11;-4.805258000000e-11
12.0,-0.460000,-0.460000,-2.524167333333e-11,1.159814619277e-12,3,-2.567710000000e-11;-2.365445000000e-11;-2.639347000000e-11
12.0,-0.450000,-0.450000,-8.386303333333e-12,2.856814801328e-12,3,-1.017018000000e-11;-1.063370000000e-11;-4.355030000000e-12
12.0,-0.440000,-0.440000,1.470546000000e-11,1.619742394415e-12,3,1.591338000000e-11;1.241596000000e-11;1.578704000000e-11
12.0,-0.430000,-0.430000,4.192682333333e-11,2.366818909934e-12,3,4.107008000000e-11;4.515738000000e-11;3.955301000000e-11
12.0,-0.420000,-0.420000,6.184430000000e-11,3.289100263730e-12,3,5.792546000000e-11;6.597381000000e-11;6.163363000000e-11
12.0,-0.410000,-0.410000,8.702890000000e-11,6.091314263808e-12,3,8.295557000000e-11;9.563916000000e-11;8.249197000000e-11
12.0,-0.400000,-0.400000,1.005131133333e-10,7.105901660288e-12,3,1.006957000000e-10;9.172034000000e-11;1.091233000000e-10
12.0,-0.390000,-0.390000,1.249534000000e-10,1.814210640104e-12,3,1.228605000000e-10;1.272851000000e-10;1.247146000000e-10
12.0,-0.380000,-0.380000,1.565430666667e-10,1.180234433332e-11,3,1.711090000000e-10;1.563183000000e-10;1.422019000000e-10
12.0,-0.370000,-0.370000,1.871916000000e-10,3.872169074304e-12,3,1.902396000000e-10;1.896075000000e-10;1.817277000000e-10
12.0,-0.360000,-0.360000,2.052690333333e-10,6.859738375154e-12,3,2.015328000000e-10;1.993838000000e-10;2.148905000000e-10
12.0,-0.350000,-0.350000,2.313807666667e-10,7.525684159080e-12,3,2.318725000000e-10;2.403421000000e-10;2.219277000000e-10
12.0,-0.340000,-0.340000,2.656390333333e-10,2.569187026192e-12,3,2.692488000000e-10;2.634760000000e-10;2.641923000000e-10
12.0,-0.330000,-0.330000,3.016110333333e-10,2.680184821156e-12,3,3.044763000000e-10;3.023273000000e-10;2.980295000000e-10
12.0,-0.320000,-0.320000,3.231296000000e-10,9.214326747336e-12,3,3.357010000000e-10;3.138731000000e-10;3.198147000000e-10
12.0,-0.310000,-0.310000,3.577814666667e-10,3.108682284970e-12,3,3.620795000000e-10;3.564331000000e-10;3.548318000000e-10
12.0,-0.300000,-0.300000,3.999757333333e-10,1.041348521240e-11,3,4.004675000000e-10;4.124766000000e-10;3.869831000000e-10
12.0,-0.290000,-0.290000,4.209463333333e-10,3.388895231324e-13,3,4.206092000000e-10;4.214099000000e-10;4.208199000000e-10
12.0,-0.280000,-0.280000,4.546992666667e-10,8.551601691821e-12,3,4.426055000000e-10;4.607251000000e-10;4.607672000000e-10
12.0,-0.270000,-0.270000,4.945622333333e-10,6.247392899086e-12,3,4.995767000000e-10;4.857553000000e-10;4.983547000000e-10
12.0,-0.260000,-0.260000,5.245503000000e-10,4.410508746921e-12,3,5.228789000000e-10;5.201818000000e-10;5.305902000000e-10
12.0,-0.250000,-0.250000,5.672083000000e-10,5.619534821199e-12,3,5.717172000000e-10;5.592863000000e-10;5.706214000000e-10
12.0,-0.240000,-0.240000,5.970702666667e-10,6.899716881792e-12,3,5.892888000000e-10;6.060596000000e-10;5.958624000000e-10
12.0,-0.230000,-0.230000,6.417647666667e-10,1.376739707796e-11,3,6.484929000000e-10;6.225779000000e-10;6.542235000000e-10
