LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A,Wavelength_nm,Comment
2.9,-1.800000,-1.800000,-1.080099666667e-09,4.237689962966e-12,3,-1.078554000000e-09;-1.085887000000e-09;-1.075858000000e-09,402,
2.9,-1.780000,-1.780000,-1.066348000000e-09,6.638900059498e-12,3,-1.059887000000e-09;-1.075478000000e-09;-1.063679000000e-09,402,
2.9,-1.760000,-1.760000,-1.066924000000e-09,5.785297284208e-12,3,-1.067261000000e-09;-1.059676000000e-09;-1.073835000000e-09,402,
2.9,-1.740000,-1.740000,-1.069003000000e-09,5.523739735602e-12,3,-1.076068000000e-09;-1.068357000000e-09;-1.062584000000e-09,402,
2.9,-1.720000,-1.720000,-1.059114666667e-09,3.719668115422e-12,3,-1.059339000000e-09;-1.054451000000e-09;-1.063554000000e-09,402,
2.9,-1.700000,-1.700000,-1.047933666667e-09,3.911914478729e-12,3,-1.044717000000e-09;-1.053440000000e-09;-1.045644000000e-09,402,
2.9,-1.680000,-1.680000,-1.053257333333e-09,2.666733374166e-12,3,-1.053187000000e-09;-1.056558000000e-09;-1.050027000000e-09,402,
2.9,-1.660000,-1.660000,-1.043523000000e-09,2.014150606749e-12,3,-1.041893000000e-09;-1.046361000000e-09;-1.042315000000e-09,402,
2.9,-1.640000,-1.640000,-1.026373000000e-09,6.878583623586e-12,3,-1.030896000000e-09;-1.031570000000e-09;-1.016653000000e-09,402,
2.9,-1.620000,-1.620000,-1.035713333333e-09,5.225649964890e-12,3,-1.036711000000e-09;-1.028873000000e-09;-1.041556000000e-09,402,
2.9,-1.600000,-1.600000,-1.035081333333e-09,5.839844879979e-12,3,-1.029168000000e-09;-1.033045000000e-09;-1.043031000000e-09,402,
2.9,-1.580000,-1.580000,-1.025487333333e-09,3.013192585209e-12,3,-1.025670000000e-09;-1.021709000000e-09;-1.029083000000e-09,402,
2.9,-1.560000,-1.560000,-1.015739666667e-09,7.391825319605e-12,3,-1.023648000000e-09;-1.005865000000e-09;-1.017706000000e-09,402,
2.9,-1.540000,-1.540000,-1.008562000000e-09,8.646735144936e-12,3,-1.017243000000e-09;-1.011680000000e-09;-9.967630000000e-10,402,
2.9,-1.520000,-1.520000,-1.003744300000e-09,1.507622651882e-11,3,-1.021204000000e-09;-9.844169000000e-10;-1.005612000000e-09,402,
2.9,-1.500000,-1.500000,-9.954993333333e-10,4.636229077841e-12,3,-9.976906000000e-10;-9.997554000000e-10;-9.890520000000e-10,402,
2.9,-1.480000,-1.480000,-9.900066666667e-10,3.936586560574e-12,3,-9.923805000000e-10;-9.844587000000e-10;-9.931808000000e-10,402,
2.9,-1.460000,-1.460000,-9.773791000000e-10,3.762494747726e-12,3,-9.753983000000e-10;-9.826464000000e-10;-9.740926000000e-10,402,
2.9,-1.440000,-1.440000,-9.743730333333e-10,7.327878505331e-12,3,-9.646112000000e-10;-9.822667000000e-10;-9.762412000000e-10,402,
2.9,-1.420000,-1.420000,-9.676592333333e-10,5.124738402646e-12,3,-9.604394000000e-10;-9.707215000000e-10;-9.718168000000e-10,402,
2.9,-1.400000,-1.400000,-9.673360666667e-10,7.482386845712e-12,3,-9.731653000000e-10;-9.567733000000e-10;-9.720696000000e-10,402,
2.9,-1.380000,-1.380000,-9.471515666667e-10,7.324625773527e-12,3,-9.367994000000e-10;-9.526434000000e-10;-9.520119000000e-10,402,
2.9,-1.360000,-1.360000,-9.292565666667e-10,6.892635626683e-12,3,-9.318692000000e-10;-9.360831000000e-10;-9.198174000000e-10,402,
2.9,-1.340000,-1.340000,-9.267142333333e-10,2.223894131673e-12,3,-9.246633000000e-10;-9.256748000000e-10;-9.298046000000e-10,402,
