X-ray (ID 01) / Crystal angle θ_c	X-ray (ID 01) / Impulse Imp
θ_c/°	Imp/# / s

3.0	1788
3.1	1408
3.2	1218
3.3	1057
3.4	943
3.5	749
3.6	684
3.7	592
3.8	545
3.9	503
4.0	442
4.1	397
4.2	370
4.3	318
4.4	280
4.5	261
4.6	257
4.7	235
4.8	241
4.9	231
5.0	213
5.1	205
5.2	171
5.3	183
5.4	235
5.5	373
5.6	425
5.7	306
5.8	215
5.9	203
6.0	189
6.1	307
6.2	899
6.3	1257
6.4	736
6.5	336
6.6	236
6.7	217
6.8	202
6.9	215
7.0	198
7.1	209
7.2	199
7.3	240
7.4	216
7.5	209
7.6	207
7.7	215
7.8	219
7.9	221
8.0	221
8.1	294
8.2	372
8.3	458
8.4	417
8.5	438
8.6	412
8.7	426
8.8	445
8.9	450
9.0	432
9.1	417
9.2	452
9.3	427
9.4	436
9.5	382
9.6	406
9.7	429
9.8	403
9.9	413
10.0	396
10.1	397
10.2	414
10.3	407
10.4	392
10.5	379
10.6	361
10.7	380
10.8	350
10.9	370
11.0	405
11.1	416
11.2	418
11.3	382
11.4	385
11.5	359
11.6	348
11.7	343
11.8	351
11.9	314
12.0	351
12.1	346
12.2	315
12.3	337
12.4	414
12.5	617
12.6	606
12.7	387
12.8	297
12.9	287
13.0	294
13.1	269
13.2	259
13.3	263
13.4	252
13.5	257
13.6	276
13.7	260
13.8	238
13.9	237
14.0	237
14.1	214
14.2	213
14.3	211
14.4	192
14.5	187
14.6	208
14.7	197
14.8	190
14.9	205
15.0	178
15.1	163
15.2	160
15.3	171
15.4	159
15.5	158
15.6	152
15.7	152
15.8	142
15.9	142
16.0	135
16.1	151
16.2	135
16.3	150
16.4	163
16.5	170
16.6	178
16.7	172
16.8	187
16.9	160
17.0	167
17.1	168
17.2	153
17.3	154
17.4	149
17.5	155
17.6	132
17.7	136
17.8	150
17.9	146
18.0	126
18.1	140
18.2	134
18.3	138
18.4	130
18.5	124
18.6	137
18.7	127
18.8	173
18.9	206
19.0	206
19.1	156
19.2	144
19.3	127
19.4	124
19.5	130
19.6	126
19.7	143
19.8	134
19.9	126
20.0	118
20.1	121
20.2	140
20.3	97
20.4	112
20.5	111
20.6	119
20.7	119
20.8	114
20.9	115
21.0	122
21.1	103
21.2	116
21.3	116
21.4	100
21.5	116
21.6	113
21.7	117
21.8	117
21.9	98
22.0	111
22.1	124
22.2	109
22.3	103
22.4	106
22.5	126
22.6	121
22.7	120
22.8	105
22.9	117
23.0	117
23.1	108
23.2	100
23.3	117
23.4	113
23.5	106
23.6	110
23.7	102
23.8	112
23.9	103
24.0	103
24.1	113
24.2	110
24.3	95
24.4	100
24.5	106
24.6	87
24.7	108
24.8	94
24.9	103
25.0	96
25.1	109
25.2	124
25.3	109
25.4	118
25.5	115
25.6	130
25.7	125
25.8	121
25.9	94
26.0	117
26.1	101
26.2	110
26.3	126
26.4	92
26.5	102
26.6	98
26.7	95
26.8	89
26.9	101
27.0	105
27.1	105
27.2	107
27.3	107
27.4	100
27.5	111
27.6	100
27.7	109
27.8	89
27.9	104
28.0	102
28.1	100
28.2	104
28.3	99
28.4	99
28.5	110
28.6	87
28.7	100
28.8	97
28.9	102
29.0	102
29.1	103
29.2	97
29.3	107
29.4	97
29.5	97
29.6	90
29.7	85
29.8	92
29.9	92
30.0	101
30.1	114
30.2	107
30.3	98
30.4	93
30.5	107
30.6	94
30.7	86
30.8	88
30.9	102
31.0	89
31.1	101
31.2	97
31.3	92
31.4	93
31.5	88
31.6	84
31.7	98
31.8	86
31.9	79
32.0	94
32.1	87
32.2	92
32.3	97
32.4	92
32.5	103
32.6	107
32.7	94
32.8	106
32.9	85
33.0	88
33.1	94
33.2	86
33.3	88
33.4	93
33.5	94
33.6	89
33.7	86
33.8	72
33.9	81
34.0	98
34.1	85
34.2	95
34.3	80
34.4	85
