X-ray (ID 01) / Crystal angle θ_c	X-ray (ID 01) / Impulse Imp
34.5	96
34.6	93
34.7	93
34.8	91
34.9	99
35.0	105
35.1	83
35.2	97
35.3	101
35.4	88
35.5	96
35.6	81
35.7	94
35.8	89
35.9	105
36.0	86
36.1	93
36.2	91
36.3	92
36.4	90
36.5	82
36.6	83
36.7	105
36.8	91
36.9	90
37.0	88
37.1	76
37.2	89
37.3	84
37.4	93
37.5	79
37.6	85
37.7	95
37.8	82
37.9	75
38.0	91
38.1	110
38.2	88
38.3	89
38.4	96
38.5	90
38.6	82
38.7	81
38.8	92
38.9	81
39.0	92
39.1	81
39.2	78
39.3	91
39.4	81
39.5	81
39.6	82
39.7	88
39.8	92
39.9	82
40.0	89
40.1	78
40.2	88
40.3	77
40.4	82
40.5	88
40.6	92
40.7	78
40.8	81
40.9	77
41.0	91
41.1	84
41.2	80
41.3	86
41.4	86
41.5	88
41.6	88
41.7	88
41.8	83
41.9	84
42.0	84
42.1	92
42.2	81
42.3	85
42.4	82
42.5	84
42.6	84
42.7	82
42.8	84
42.9	87
43.0	80
43.1	90
43.2	82
43.3	87
43.4	86
43.5	85
43.6	84
43.7	84
43.8	88
43.9	82
44.0	84
44.1	97
44.2	89
44.3	77
44.4	76
44.5	76
44.6	76
44.7	83
44.8	95
44.9	80
45.0	86
45.1	82
45.2	83
45.3	78
45.4	93
45.5	85
45.6	79
45.7	88
45.8	82
45.9	89
46.0	86
46.1	75
46.2	87
46.3	83
46.4	86
46.5	74
46.6	82
46.7	82
46.8	94
46.9	87
47.0	94
47.1	81
47.2	83
47.3	84
47.4	85
47.5	92
47.6	84
47.7	76
47.8	92
47.9	80
48.0	80
48.1	81
48.2	82
48.3	75
48.4	87
48.5	84
48.6	97
48.7	90
48.8	87
48.9	75
49.0	86
49.1	92
49.2	85
49.3	87
49.4	86
49.5	90
49.6	86
49.7	78
49.8	78
49.9	81
50.0	84
50.1	86
50.2	77
50.3	92
50.4	74
50.5	90
50.6	74
50.7	88
50.8	87
50.9	88
51.0	72
51.1	94
51.2	92
51.3	77
51.4	72
51.5	81
51.6	79
51.7	88
51.8	78
51.9	79
52.0	81
52.1	86
52.2	98
52.3	90
52.4	79
52.5	89
52.6	87
52.7	93
52.8	78
52.9	88
53.0	72
53.1	90
53.2	80
53.3	84
53.4	91
53.5	84
53.6	88
53.7	80
53.8	85
53.9	85
54.0	81
54.1	89
54.2	78
54.3	82
54.4	80
54.5	87
54.6	78
54.7	80
54.8	79
54.9	83
55.0	80
55.1	102
55.2	91
55.3	88
55.4	71
55.5	76
55.6	90
55.7	83
55.8	83
55.9	74
56.0	93
56.1	73
56.2	92
56.3	83
56.4	80
56.5	87
56.6	82
56.7	81
56.8	82
56.9	80
57.0	72
57.1	84
57.2	88
57.3	75
57.4	106
57.5	84
57.6	71
57.7	72
57.8	89
57.9	81
58.0	90
58.1	91
58.2	86
58.3	84
58.4	83
58.5	90
58.6	90
58.7	73
58.8	78
58.9	84
59.0	96
59.1	81
59.2	79
59.3	75
59.4	73
59.5	85
59.6	85
59.7	89
59.8	82
59.9	76
60.0	80
60.1	84
60.2	79
60.3	83
60.4	78
60.5	82
60.6	78
60.7	92
60.8	79
60.9	76
61.0	78
61.1	85
61.2	76
61.3	92
61.4	84
61.5	90
61.6	83
61.7	86
61.8	92
61.9	93
62.0	81
62.1	83
62.2	84
62.3	80
62.4	91
62.5	85
62.6	80
62.7	86
62.8	87
62.9	82
63.0	89
63.1	86
63.2	89
63.3	88
63.4	84
63.5	81
63.6	75
63.7	73
63.8	90
63.9	90
64.0	69
64.1	88
64.2	92
64.3	86
64.4	83
64.5	81
64.6	82
64.7	82
64.8	88
64.9	66
65.0	85
65.1	91
65.2	78
65.3	80
65.4	107
65.5	84
65.6	76
65.7	81
65.8	91
65.9	85
66.0	85
66.1	82
66.2	81
66.3	73
66.4	71
66.5	87
66.6	83
66.7	87
66.8	88
66.9	76
67.0	93
67.1	72
67.2	78
67.3	77
67.4	90
67.5	72
67.6	78
67.7	81
67.8	88
67.9	88
68.0	76
68.1	88
68.2	88
68.3	84
68.4	85
68.5	88
68.6	87
68.7	80
68.8	83
68.9	85
69.0	86
69.1	96
69.2	85
69.3	87
69.4	85
69.5	78
69.6	81
69.7	88
69.8	89
69.9	90
70.0	78
70.1	86
70.2	76
70.3	80
70.4	88
70.5	88
70.6	92
70.7	83
70.8	87
70.9	81
71.0	80
71.1	89
71.2	71
71.3	75
71.4	91
71.5	73
71.6	80
71.7	86
71.8	87
71.9	88
72.0	85
72.1	91
72.2	76
72.3	71
72.4	87
72.5	91
72.6	78
72.7	89
72.8	84
72.9	83
73.0	66
73.1	83
73.2	84
73.3	84
73.4	79
73.5	90
73.6	75
73.7	81
73.8	90
73.9	85
74.0	91
74.1	72
74.2	80
74.3	74
74.4	89
74.5	78
74.6	90
74.7	84
74.8	80
74.9	88
75.0	90
