#sample 21
# Ip = 30 
# change polarity
# B = 256 mT
48.0	0047.8	1549	
53.6	0047.4	1609	
60.0	0046.4	1663	
67.8	0044.2	1717	
70.9	0042.9	1731	
73.9	0041.2	1739	
78.3	0038.1	1739	
81.2	0035.7	1733	
85.5	0031.4	1704	
89.6	0026.7	1658	
93.5	0021.8	1591	
106.6	0006.4	1264	
108.9	0004.5	1202	
112.0	0002.2	1109	
116.1	-000.1	0998	
121.0	-002.1	0874	
122.8	-002.6	0830	
123.7	-002.8	0809	
124.6	-003.0	0788	
125.5	-003.2	0769	
127.2	-003.5	0733	
128.8	-003.8	0699	
130.4	-004.0	0668	
132.0	-004.1	0638	
133.6	-004.3	0612	
134.3	-004.4	0599	
136.5	-005.0	0564	
137.2	-005.4	0552	
138.6	-006.3	0532	
139.3	-007.1	0522	
140.5	-008.5	0502	
141.5	-008.3	0484	
141.7	-008.0	0456	
141.3	-008.0	0451	
140.6	-008.1	0452	
139.6	-008.2	0459	
139.2	-008.2	0462	
138.0	-008.4	0473	
137.6	-008.4	0477	
136.2	-008.6	0492	
135.2	-008.8	0503	
134.7	-008.8	0509	
133.2	-009.0	0528	
132.1	-009.2	0542	
131.0	-009.3	0556	
128.9	-005.9	0588	
127.3	-005.3	0613	
125.8	-004.8	0640	
124.1	-004.6	0668	
121.4	-004.1	0718	
118.8	-003.7	0772	
117.2	-003.3	0806	
114.8	-002.7	0864	
112.9	-002.0	0912	
110.3	-001.1	0973	
109.0	-000.4	1011	
106.0	0001.3	1086	
103.4	0003.0	1159	
100.0	0005.9	1254	
98.1	0007.8	1312	
95.7	0010.4	1376	
94.5	0011.7	1406	
93.0	0013.4	1444	
88.8	0018.7	1542	
87.7	0020.0	1563	
83.8	0024.9	1631	
81.3	0027.9	1664	
78.2	0031.5	1698	
76.2	0033.5	1711	
74.9	0034.8	1719	
73.4	0036.2	1726	
57.2	0045.1	1685	
48.5	0046.7	1615	
47.1	0046.8	1600	
47.0	0046.8	1599	
43.9	0046.8	1570	
36.3	0047.1	1498	
# B = 255
38.0	-054.7	1483	
40.9	-054.8	1505	
46.8	-054.8	1555	
53.0	-054.6	1608	
62.4	-053.3	1684	
68.5	-051.3	1722	
71.5	-049.9	1734	
75.8	-047.2	1741	
78.7	-045.0	1739	
85.6	-038.0	1699	
94.8	-026.1	1560	
97.3	-022.6	1506	
100.7	-017.7	1417	
104.2	-013.3	1325	
108.6	-008.4	1200	
112.8	-004.8	1079	
114.8	-003.4	1024	
116.7	-002.2	0971	
119.6	-000.9	0898	
122.4	0000.0	0832	
123.3	0000.2	0811	
124.1	0000.4	0791	
125.8	0000.6	0754	
126.7	0000.7	0737	
127.5	0000.7	0719	
129.1	0000.6	0687	
129.9	0000.5	0672	
131.4	-000.1	0643	
133.0	-002.5	0616	
133.8	-002.7	0604	
135.2	-002.5	0579	
136.7	-002.2	0557	
138.3	-002.1	0536	
139.0	-002.1	0526	
140.1	-001.9	0506	
141.3	-001.7	0473	
140.4	-001.6	0455	
139.5	-001.7	0460	
138.8	-001.8	0466	
138.0	-001.8	0473	
136.7	-002.0	0486	
135.3	-002.2	0501	
133.8	-002.4	0519	
131.7	-002.7	0546	
129.7	-003.1	0577	
127.0	-003.7	0618	
124.8	-000.9	0654	
123.2	-000.4	0683	
122.2	-000.3	0703	
121.1	-000.2	0723	
119.5	-000.3	0755	
118.4	-000.5	0776	
116.8	-000.8	0809	
114.8	-001.4	0855	
113.9	-001.8	0878	
111.9	-002.6	0926	
110.4	-003.4	0962	
109.1	-004.3	1000	
107.9	-005.3	1037	
106.9	-005.9	1061	
104.7	-007.8	1123	
103.0	-009.5	1171	
101.7	-010.9	1206	
100.7	-012.0	1228	
100.0	-013.3	1253	
98.8	-014.9	1288	
97.6	-016.6	1321	
96.1	-018.7	1363	
93.4	-022.5	1431	
91.5	-025.1	1473	
89.5	-028.9	1523	
88.2	-031.4	1553	
86.8	-034.0	1577	
84.6	-046.7	1619	
82.7	-049.4	1647	
82.1	-050.3	1655	
80.3	-052.7	1676	
68.5	-065.1	1738	
51.7	-070.7	1647	
46.7	-072.8	1603	
37.4	-072.1	1517	


