
Integration time [ms]:  60.000
Averaging Nr. [scans]: 20
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1701237U1
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
 540.81;   90.700;    3.000;    0.000
 541.40;  107.100;   83.000;    0.000
 541.99;   96.750;   62.000;    0.000
 542.57;  105.650;   76.000;    0.000
 543.16;  100.350;   83.000;    0.000
 543.75;   95.050;   63.000;    0.000
 544.33;   93.800;    2.000;    0.000
 544.92;  109.750;   50.000;    0.000
 545.51;  101.200;   75.000;    0.000
 546.09;  108.700;   23.000;    0.000
 546.68;  111.250;   36.000;    0.000
 547.27;  116.600;   42.000;    0.000
 547.85;  111.650;   30.000;    0.000
 548.44;  104.500;   15.000;    0.000
 549.03;  129.200;   88.000;    0.000
 549.61;  117.300;   43.000;    0.000
 550.20;  136.300;   36.000;    0.000
 550.78;  119.150;   10.000;    0.000
 551.37;  135.600;   60.000;    0.000
 551.96;  131.100;   51.000;    0.000
 552.54;  132.350;   36.000;    0.000
 553.13;  134.400;   49.000;    0.000
 553.72;  140.250;   24.000;    0.000
 554.30;  141.950;    9.000;    0.000
 554.89;  150.750;   80.000;    0.000
 555.47;  149.700;   25.000;    0.000
 556.06;  162.800;   27.000;    0.000
 556.65;  158.250;   81.000;    0.000
 557.23;  162.100;   19.000;    0.000
 557.82;  165.450;   31.000;    0.000
 558.40;  167.300;   27.000;    0.000
 558.99;  159.550;   57.000;    0.000
 559.58;  179.450;  -21.000;    0.000
 560.16;  161.350;   51.000;    0.000
 560.75;  173.400;   78.000;    0.000
 561.33;  188.300;   35.000;    0.000
 561.92;  175.050;   23.000;    0.000
 562.50;  173.800;   73.000;    0.000
 563.09;  186.750;   72.000;    0.000
 563.68;  196.700;   70.000;    0.000
 564.26;  195.550;   68.000;    0.000
 564.85;  184.850;   75.000;    0.000
 565.43;  194.250;   83.000;    0.000
 566.02;  209.450;   49.000;    0.000
 566.60;  214.300;   24.000;    0.000
 567.19;  201.850;   93.000;    0.000
 567.77;  207.000;   46.000;    0.000
 568.36;  221.800;    1.000;    0.000
 568.94;  217.200;   37.000;    0.000
 569.53;  221.650;   -3.000;    0.000
 570.11;  229.550;   -3.000;    0.000
 570.70;  228.200;   30.000;    0.000
 571.28;  227.000;    1.000;    0.000
 571.87;  233.700;  100.000;    0.000
 572.45;  234.650;   55.000;    0.000
 573.04;  234.900;   18.000;    0.000
 573.62;  244.600;   40.000;    0.000
 574.21;  250.300;   62.000;    0.000
 574.79;  250.450;   71.000;    0.000
 575.38;  244.750;   99.000;    0.000
 575.96;  255.100;   24.000;    0.000
 576.55;  268.800;   59.000;    0.000
 577.13;  262.000;   14.000;    0.000
 577.72;  259.550;  111.000;    0.000
 578.30;  269.500;   92.000;    0.000
 578.89;  280.350;   81.000;    0.000
 579.47;  277.900;   68.000;    0.000
 580.06;  291.250;   32.000;    0.000
 580.64;  276.500;   40.000;    0.000
 581.23;  289.150;   45.000;    0.000
 581.81;  287.200;    7.000;    0.000
 582.39;  280.300;   91.000;    0.000
 582.98;  302.200;   35.000;    0.000
 583.56;  300.350;   57.000;    0.000
 584.15;  294.900;   87.000;    0.000
 584.73;  314.400;   71.000;    0.000
 585.32;  315.300;   64.000;    0.000
 585.90;  311.550;   89.000;    0.000
 586.48;  313.350;   45.000;    0.000
 587.07;  315.100;   27.000;    0.000
 587.65;  326.500;   20.000;    0.000
 588.24;  334.200;   43.000;    0.000
 588.82;  318.650;   39.000;    0.000
 589.41;  418.000;   66.000;    0.000
 589.99;  333.500;   90.000;    0.000
 590.57;  321.600;   47.000;    0.000
 591.16;  344.950;   92.000;    0.000
 591.74;  330.700;   15.000;    0.000
 592.32;  339.000;   84.000;    0.000
 592.91;  360.700;   48.000;    0.000
 593.49;  347.600;   38.000;    0.000
 594.08;  351.500;   33.000;    0.000
 594.66;  354.100;   70.000;    0.000
 595.24;  357.250;  115.000;    0.000
 595.83;  351.600;   61.000;    0.000
 596.41;  354.600;   92.000;    0.000
 596.99;  350.950;    7.000;    0.000
 597.58;  360.750;   70.000;    0.000
 598.16;  378.300;   54.000;    0.000
 598.74;  411.400;   48.000;    0.000
 599.33;  380.600;   41.000;    0.000
 599.91;  391.150;   91.000;    0.000
 600.49;  385.300;   74.000;    0.000
 601.08;  381.900;   44.000;    0.000
 601.66;  387.100;   23.000;    0.000
 602.24;  401.650;   74.000;    0.000
 602.83;  399.750;   86.000;    0.000
 603.41;  414.400;   66.000;    0.000
 603.99;  395.600;   11.000;    0.000
 604.58;  400.850;   33.000;    0.000
 605.16;  401.550;  100.000;    0.000
 605.74;  426.700;   64.000;    0.000
 606.33;  424.150;   22.000;    0.000
 606.91;  444.850;   13.000;    0.000
 607.49;  445.950;   23.000;    0.000
 608.07;  453.000;   29.000;    0.000
 608.66;  445.550;   83.000;    0.000
 609.24;  457.250;   30.000;    0.000
 609.82;  439.150;   47.000;    0.000
 610.41;  467.800;   45.000;    0.000
 610.99;  447.550;   51.000;    0.000
 611.57;  472.500;   -7.000;    0.000
 612.15;  447.600;   58.000;    0.000
 612.74;  469.300;   29.000;    0.000
 613.32;  466.650;   55.000;    0.000
 613.90;  467.950;   31.000;    0.000
 614.48;  459.700;   51.000;    0.000
 615.07;  450.400;   36.000;    0.000
 615.65;  460.200;   75.000;    0.000
 616.23;  448.350;   63.000;    0.000
 616.81;  448.200;   44.000;    0.000
 617.40;  453.150;   47.000;    0.000
 617.98;  480.200;   -5.000;    0.000
 618.56;  490.450;  -11.000;    0.000
 619.14;  508.350;   52.000;    0.000
 619.72;  511.950;    1.000;    0.000
 620.31;  536.300;   42.000;    0.000
 620.89;  526.000;   75.000;    0.000
 621.47;  547.450;   57.000;    0.000
 622.05;  541.650;   71.000;    0.000
 622.63;  547.000;   49.000;    0.000
 623.22;  556.000;   84.000;    0.000
 623.80;  563.750;   72.000;    0.000
 624.38;  594.000;  -20.000;    0.000
 624.96;  571.150;   64.000;    0.000
 625.54;  570.500;   52.000;    0.000
 626.13;  592.400;   25.000;    0.000
 626.71;  624.600;  -23.000;    0.000
 627.29;  600.050;    9.000;    0.000
 627.87;  599.500;   53.000;    0.000
 628.45;  617.000;   35.000;    0.000
 629.03;  633.800;   42.000;    0.000
 629.62;  602.050;  -35.000;    0.000
 630.20;  613.900;   62.000;    0.000
 630.78;  625.500;   35.000;    0.000
 631.36;  625.900;   17.000;    0.000
 631.94;  640.950;    8.000;    0.000
 632.52;  633.800;   32.000;    0.000
 633.10;  635.400;   56.000;    0.000
 633.68;  649.100;   47.000;    0.000
 634.27;  638.150;   27.000;    0.000
 634.85;  659.200;    1.000;    0.000
 635.43;  684.050;    5.000;    0.000
 636.01;  649.600;   23.000;    0.000
 636.59;  678.150;   -8.000;    0.000
 637.17;  700.450;   39.000;    0.000
 637.75;  671.000;   41.000;    0.000
 638.33;  667.800;    0.000;    0.000
 638.91;  685.050;    4.000;    0.000
 639.50;  701.900;   13.000;    0.000
 640.08;  687.500;   60.000;    0.000
 640.66;  685.050;   18.000;    0.000
 641.24;  706.450;   13.000;    0.000
 641.82;  717.500;   17.000;    0.000
 642.40;  703.800;   -5.000;    0.000
 642.98;  709.850;   35.000;    0.000
 643.56;  724.750;  -28.000;    0.000
 644.14;  733.600;   30.000;    0.000
 644.72;  743.600;    7.000;    0.000
 645.30;  741.450;   33.000;    0.000
 645.88;  738.850;   26.000;    0.000
 646.46;  743.800;   59.000;    0.000
 647.04;  742.700;  -14.000;    0.000
 647.62;  756.350;   57.000;    0.000
 648.20;  756.500;    5.000;    0.000
 648.78;  749.200;   82.000;    0.000
 649.36;  745.000;   10.000;    0.000
 649.94;  757.250;   12.000;    0.000
 650.52;  757.950;  -15.000;    0.000
 651.11;  762.000;   32.000;    0.000
 651.69;  773.150;   44.000;    0.000
 652.27;  783.350;   70.000;    0.000
 652.85;  782.650;   25.000;    0.000
 653.43;  796.250;  -26.000;    0.000
 654.01;  789.500;  -17.000;    0.000
 654.59;  807.050;   37.000;    0.000
 655.17;  818.700;  -44.000;    0.000
 655.74;  841.250;  -60.000;    0.000
 656.32;  844.900;   -2.000;    0.000
 656.90;  851.950;   27.000;    0.000
 657.48;  868.500;   27.000;    0.000
 658.06;  882.850;  -15.000;    0.000
 658.64;  887.900;   21.000;    0.000
 659.22;  898.550;   38.000;    0.000
 659.80;  913.600;  -32.000;    0.000
 660.38;  927.550;   -1.000;    0.000
 660.96;  943.450;  -39.000;    0.000
 661.54;  945.650;  -28.000;    0.000
 662.12;  940.700;    8.000;    0.000
 662.70;  956.300;   23.000;    0.000
 663.28;  926.200;  -18.000;    0.000
 663.86;  905.050;   10.000;    0.000
 664.44;  927.850;    5.000;    0.000
 665.02;  904.650;   53.000;    0.000
 665.60;  909.700;  -16.000;    0.000
 666.18;  928.450;  -34.000;    0.000
 666.75;  922.900;  -48.000;    0.000
 667.33;  922.250;   46.000;    0.000
 667.91;  954.400;  -53.000;    0.000
 668.49;  930.100;  -19.000;    0.000
 669.07;  930.400;  -24.000;    0.000
 669.65;  939.600;  -17.000;    0.000
 670.23;  947.100;  -14.000;    0.000
 670.81;  956.600;  -37.000;    0.000
 671.39;  958.800;  -47.000;    0.000
 671.97;  966.900;   -1.000;    0.000
 672.54;  992.900;  -14.000;    0.000
 673.12;  994.700;    0.000;    0.000
 673.70; 1019.650;  -22.000;    0.000
 674.28; 1008.400;   12.000;    0.000
 674.86; 1029.800;  -56.000;    0.000
 675.44; 1038.800;  -56.000;    0.000
 676.02; 1031.400;   47.000;    0.000
 676.59; 1052.700;  -10.000;    0.000
 677.17; 1054.600;   29.000;    0.000
 677.75; 1057.400;   -9.000;    0.000
 678.33; 1075.100;  -57.000;    0.000
 678.91; 1075.550;    9.000;    0.000
 679.49; 1100.200;   10.000;    0.000
 680.06; 1113.700;  -30.000;    0.000
 680.64; 1106.700;   -8.000;    0.000
 681.22; 1123.050;   -7.000;    0.000
 681.80; 1124.200;   31.000;    0.000
 682.38; 1143.050;   18.000;    0.000
 682.96; 1163.850;  -60.000;    0.000
 683.53; 1152.050;  -41.000;    0.000
 684.11; 1174.650;  -11.000;    0.000
 684.69; 1156.250;   21.000;    0.000
 685.27; 1195.650;  -34.000;    0.000
 685.85; 1206.450;  -21.000;    0.000
 686.42; 1191.900;  -46.000;    0.000
 687.00; 1218.350;  -18.000;    0.000
 687.58; 1218.650;  -63.000;    0.000
 688.16; 1235.800;  -38.000;    0.000
 688.73; 1237.250;  -86.000;    0.000
 689.31; 1221.450;  -38.000;    0.000
 689.89; 1242.950;  -24.000;    0.000
 690.47; 1234.750;  -22.000;    0.000
 691.04; 1237.950;    4.000;    0.000
 691.62; 1258.500;  -10.000;    0.000
 692.20; 1236.750;  -66.000;    0.000
 692.78; 1263.850;   51.000;    0.000
 693.35; 1267.200;  -14.000;    0.000
 693.93; 1277.600;   -1.000;    0.000
 694.51; 1262.350;  -12.000;    0.000
 695.09; 1267.500;   -6.000;    0.000
 695.66; 1261.350;  -42.000;    0.000
 696.24; 1265.700;    6.000;    0.000
 696.82; 1251.650;  -78.000;    0.000
 697.39; 1263.250;   37.000;    0.000
 697.97; 1244.250;  -34.000;    0.000
 698.55; 1241.050;  -36.000;    0.000
 699.13; 1246.700;  -12.000;    0.000
 699.70; 1244.050;   -4.000;    0.000
 700.28; 1250.050;   13.000;    0.000
 700.86; 1254.750;   28.000;    0.000
 701.43; 1236.750;    5.000;    0.000
 702.01; 1237.250;  -11.000;    0.000
 702.59; 1230.500;  -17.000;    0.000
 703.16; 1247.850;  -40.000;    0.000
 703.74; 1268.150;  -21.000;    0.000
 704.32; 1257.200;   -2.000;    0.000
 704.89; 1213.350;    1.000;    0.000
 705.47; 1237.450;   -5.000;    0.000
 706.05; 1243.950;   -3.000;    0.000
 706.62; 1229.400;  -67.000;    0.000
 707.20; 1250.650;  -20.000;    0.000
 707.78; 1253.450;   -8.000;    0.000
 708.35; 1264.900;  -18.000;    0.000
 708.93; 1261.600;  -18.000;    0.000
 709.51; 1241.200;  -31.000;    0.000
 710.08; 1263.250;   -9.000;    0.000
 710.66; 1237.800;    5.000;    0.000
 711.23; 1263.050;  -18.000;    0.000
 711.81; 1248.500;  -38.000;    0.000
 712.39; 1273.450;  -38.000;    0.000
 712.96; 1260.750;    0.000;    0.000
 713.54; 1267.900;    8.000;    0.000
 714.11; 1271.950;  -44.000;    0.000
 714.69; 1255.950;  -26.000;    0.000
 715.27; 1260.500;   -6.000;    0.000
 715.84; 1255.550;  -57.000;    0.000
 716.42; 1258.350;  -59.000;    0.000
 716.99; 1274.050;  -49.000;    0.000
 717.57; 1297.950;  -48.000;    0.000
 718.15; 1262.050;  -14.000;    0.000
 718.72; 1299.000;  -18.000;    0.000
 719.30; 1304.700;   14.000;    0.000
 719.87; 1302.950;  -16.000;    0.000
 720.45; 1287.150;   -1.000;    0.000
 721.02; 1307.750;   20.000;    0.000
 721.60; 1327.600;   18.000;    0.000
 722.17; 1308.700;  -36.000;    0.000
 722.75; 1311.600;   -3.000;    0.000
 723.33; 1319.550;  -10.000;    0.000
 723.90; 1314.000;  -51.000;    0.000
 724.48; 1321.900;   10.000;    0.000
 725.05; 1330.800;  -43.000;    0.000
 725.63; 1336.750;   19.000;    0.000
 726.20; 1349.150;   42.000;    0.000
 726.78; 1306.450;  -37.000;    0.000
 727.35; 1352.550;   10.000;    0.000
 727.93; 1370.650;  -37.000;    0.000
 728.50; 1364.650;  -13.000;    0.000
 729.08; 1335.350;  -50.000;    0.000
 729.65; 1337.400;  -11.000;    0.000
 730.23; 1370.650;  -68.000;    0.000
 730.80; 1398.550;   25.000;    0.000
 731.38; 1384.600;  -62.000;    0.000
 731.95; 1373.000;  -42.000;    0.000
 732.53; 1383.050;  -37.000;    0.000
 733.10; 1400.000;  -59.000;    0.000
 733.68; 1358.000;  -41.000;    0.000
 734.25; 1399.000;  -42.000;    0.000
 734.82; 1412.500;   16.000;    0.000
 735.40; 1392.800;    5.000;    0.000
 735.97; 1410.100;   -3.000;    0.000
 736.55; 1409.350;  -55.000;    0.000
 737.12; 1429.150;  -40.000;    0.000
 737.70; 1421.200;   -5.000;    0.000
 738.27; 1435.700;  -15.000;    0.000
 738.85; 1413.200;  -44.000;    0.000
 739.42; 1444.600;  -23.000;    0.000
 739.99; 1440.750;  -21.000;    0.000
 740.57; 1477.350;  -52.000;    0.000
 741.14; 1455.650;   -2.000;    0.000
 741.72; 1457.950;    5.000;    0.000
 742.29; 1514.200;   -4.000;    0.000
 742.87; 1492.050;  -40.000;    0.000
 743.44; 1505.950;  -17.000;    0.000
 744.01; 1512.150;  -68.000;    0.000
 744.59; 1513.200;  -54.000;    0.000
 745.16; 1515.450;    9.000;    0.000
 745.73; 1516.550;  -13.000;    0.000
 746.31; 1522.950;  -32.000;    0.000
 746.88; 1551.000;   -1.000;    0.000
 747.46; 1542.450;  -30.000;    0.000
 748.03; 1562.650;  -44.000;    0.000
 748.60; 1583.750;    6.000;    0.000
 749.18; 1590.600;  -11.000;    0.000
 749.75; 1573.100;  -54.000;    0.000
 750.32; 1586.150;  -32.000;    0.000
 750.90; 1576.000;   15.000;    0.000
 751.47; 1601.800;    8.000;    0.000
 752.04; 1588.950;  -19.000;    0.000
 752.62; 1583.700;   36.000;    0.000
 753.19; 1575.500;  -11.000;    0.000
 753.76; 1594.300;    1.000;    0.000
 754.34; 1588.750;  -11.000;    0.000
 754.91; 1577.700;  -44.000;    0.000
 755.48; 1606.350;  -45.000;    0.000
 756.06; 1620.450;    8.000;    0.000
 756.63; 1656.300;  -43.000;    0.000
 757.20; 1616.600;   46.000;    0.000
 757.78; 1601.450;  -39.000;    0.000
 758.35; 1651.350;  -61.000;    0.000
 758.92; 1609.100;  -21.000;    0.000
 759.50; 1615.800;  -20.000;    0.000
 760.07; 1619.250;  -22.000;    0.000
 760.64; 1608.550;   -4.000;    0.000
 761.21; 1618.800;    2.000;    0.000
 761.79; 1644.400;    3.000;    0.000
 762.36; 1628.200;  -21.000;    0.000
 762.93; 1681.950;  -22.000;    0.000
 763.50; 1672.950;  -23.000;    0.000
 764.08; 1663.950;  -14.000;    0.000
 764.65; 1670.150;   -8.000;    0.000
 765.22; 1680.250;  -59.000;    0.000
 765.79; 1674.150;  -24.000;    0.000
 766.37; 1658.900;  -18.000;    0.000
 766.94; 1643.600;  -16.000;    0.000
 767.51; 1649.450;  -17.000;    0.000
 768.08; 1648.400;  -11.000;    0.000
 768.66; 1656.350;    3.000;    0.000
 769.23; 1660.450;  -12.000;    0.000
 769.80; 1617.200;   15.000;    0.000
 770.37; 1651.150;  -44.000;    0.000
 770.94; 1652.200;  -64.000;    0.000
 771.52; 1637.150;  -28.000;    0.000
 772.09; 1654.900;  -29.000;    0.000
 772.66; 1622.750;  -62.000;    0.000
 773.23; 1623.500;  -55.000;    0.000
 773.80; 1634.050;  -49.000;    0.000
 774.38; 1610.000;  -23.000;    0.000
 774.95; 1619.700;  -38.000;    0.000
 775.52; 1615.300;    8.000;    0.000
 776.09; 1623.000;  -15.000;    0.000
 776.66; 1616.900;  -85.000;    0.000
 777.24; 1632.250;  -41.000;    0.000
 777.81; 1616.350;   -2.000;    0.000
 778.38; 1639.750;  -61.000;    0.000
 778.95; 1624.000;  -26.000;    0.000
 779.52; 1591.000;  -34.000;    0.000
 780.09; 1601.350;  -17.000;    0.000
 780.66; 1631.050;  -38.000;    0.000
 781.24; 1606.100;  -25.000;    0.000
 781.81; 1579.250;  -56.000;    0.000
 782.38; 1553.950;  -24.000;    0.000
 782.95; 1556.850;  -32.000;    0.000
 783.52; 1562.200;  -36.000;    0.000
 784.09; 1560.200;  -24.000;    0.000
 784.66; 1547.200;  -21.000;    0.000
 785.23; 1586.000;  -17.000;    0.000
 785.80; 1554.100;  -23.000;    0.000
 786.38; 1560.800;  -17.000;    0.000
 786.95; 1581.700;  -33.000;    0.000
 787.52; 1545.650; -104.000;    0.000
 788.09; 1538.700;  -15.000;    0.000
 788.66; 1562.750;  -17.000;    0.000
 789.23; 1563.550;  -23.000;    0.000
 789.80; 1537.500;  -38.000;    0.000
 790.37; 1553.500;  -23.000;    0.000
 790.94; 1547.200;  -37.000;    0.000
 791.51; 1547.200;   -9.000;    0.000
 792.08; 1515.000;  -31.000;    0.000
 792.65; 1506.550;   -6.000;    0.000
 793.22; 1515.400;  -67.000;    0.000
 793.80; 1541.050;   21.000;    0.000
 794.37; 1488.750;  -68.000;    0.000
 794.94; 1501.450;  -66.000;    0.000
 795.51; 1523.300;  -28.000;    0.000
 796.08; 1523.200;  -16.000;    0.000
 796.65; 1551.500;  -15.000;    0.000
 797.22; 1524.100;   19.000;    0.000
 797.79; 1559.350;  -18.000;    0.000
 798.36; 1538.550;    1.000;    0.000
 798.93; 1505.750;  -49.000;    0.000
 799.50; 1519.450;  -22.000;    0.000
 800.07; 1550.800;  -78.000;    0.000
 800.64; 1534.150;  -60.000;    0.000
 801.21; 1530.800;   23.000;    0.000
 801.78; 1544.650;    1.000;    0.000
 802.35; 1527.350;    8.000;    0.000
 802.92; 1519.000;  -44.000;    0.000
 803.49; 1502.000;  -23.000;    0.000
 804.06; 1545.350;  -31.000;    0.000
 804.63; 1552.550;   -5.000;    0.000
 805.20; 1556.500;  -13.000;    0.000
 805.77; 1546.050;   -7.000;    0.000
 806.34; 1565.100;   26.000;    0.000
 806.91; 1572.150;  -49.000;    0.000
 807.47; 1512.600;  -19.000;    0.000
 808.04; 1528.600;  -14.000;    0.000
 808.61; 1544.100;  -40.000;    0.000
 809.18; 1539.000;  -38.000;    0.000
 809.75; 1543.750;  -37.000;    0.000
 810.32; 1550.600;   -5.000;    0.000
 810.89; 1531.500;   18.000;    0.000
 811.46; 1554.100;  -37.000;    0.000
 812.03; 1550.550;   24.000;    0.000
 812.60; 1544.700;   -8.000;    0.000
 813.17; 1538.750;   -7.000;    0.000
 813.74; 1534.100;  -36.000;    0.000
 814.31; 1533.200;   51.000;    0.000
 814.87; 1526.950;  -11.000;    0.000
 815.44; 1509.050;  -39.000;    0.000
 816.01; 1530.300;  -49.000;    0.000
 816.58; 1541.350;  -55.000;    0.000
 817.15; 1514.600;  -38.000;    0.000
 817.72; 1525.550;    4.000;    0.000
 818.29; 1550.150;   -9.000;    0.000
 818.86; 1523.100;  -53.000;    0.000
 819.42; 1541.700;  -77.000;    0.000
 819.99; 1552.800;  -46.000;    0.000
 820.56; 1513.850;  -39.000;    0.000
 821.13; 1515.800;   -3.000;    0.000
 821.70; 1517.450;  -20.000;    0.000
 822.27; 1525.300;  -35.000;    0.000
 822.84; 1545.350;   10.000;    0.000
 823.40; 1519.850;   36.000;    0.000
 823.97; 1541.100;    7.000;    0.000
 824.54; 1542.300;  -35.000;    0.000
 825.11; 1522.350;  -29.000;    0.000
 825.68; 1532.600;  -24.000;    0.000
 826.24; 1525.300;  -15.000;    0.000
 826.81; 1545.850;    7.000;    0.000
 827.38; 1563.550;  -57.000;    0.000
 827.95; 1556.600;  -51.000;    0.000
 828.52; 1547.850;   -5.000;    0.000
 829.08; 1567.450;   26.000;    0.000
 829.65; 1559.000;  -52.000;    0.000
 830.22; 1559.900;   -7.000;    0.000
 830.79; 1586.550;  -11.000;    0.000
 831.36; 1585.050;  -43.000;    0.000
 831.92; 1579.800;  -82.000;    0.000
 832.49; 1586.900;  -33.000;    0.000
 833.06; 1553.100;  -91.000;    0.000
 833.63; 1580.650;   16.000;    0.000
 834.19; 1561.400;   15.000;    0.000
 834.76; 1540.400;  -34.000;    0.000
 835.33; 1529.200;  -32.000;    0.000
 835.90; 1567.650;  -20.000;    0.000
 836.46; 1577.450;   -3.000;    0.000
 837.03; 1612.500;  -17.000;    0.000
 837.60; 1585.650;  -18.000;    0.000
 838.17; 1603.650;  -63.000;    0.000
 838.73; 1602.950;  -45.000;    0.000
 839.30; 1617.250;  -18.000;    0.000
 839.87; 1636.300;    2.000;    0.000
 840.43; 1621.650;  -42.000;    0.000
 841.00; 1626.750;   19.000;    0.000
 841.57; 1654.150;  -81.000;    0.000
 842.14; 1627.750;  -42.000;    0.000
 842.70; 1611.500;  -32.000;    0.000
 843.27; 1588.150;  -42.000;    0.000
 843.84; 1605.700;  -59.000;    0.000
 844.40; 1626.450;  -24.000;    0.000
 844.97; 1640.700;  -28.000;    0.000
 845.54; 1640.000;  -49.000;    0.000
 846.10; 1652.300;  -34.000;    0.000
 846.67; 1621.150;  -85.000;    0.000
 847.24; 1644.350;    9.000;    0.000
 847.80; 1641.800;  -79.000;    0.000
 848.37; 1676.000;   -3.000;    0.000
 848.94; 1665.300;  -70.000;    0.000
 849.50; 1676.850;   23.000;    0.000
 850.07; 1667.350;  -45.000;    0.000
 850.63; 1665.150;    6.000;    0.000
 851.20; 1636.300;  -13.000;    0.000
 851.77; 1649.950;   -4.000;    0.000
 852.33; 1655.100;  -48.000;    0.000
 852.90; 1640.950;  -61.000;    0.000
 853.47; 1693.650;  -64.000;    0.000
 854.03; 1653.600;  -51.000;    0.000
 854.60; 1659.050;  -27.000;    0.000
 855.16; 1701.800;   -3.000;    0.000
 855.73; 1666.950;  -70.000;    0.000
 856.30; 1660.800;  -13.000;    0.000
 856.86; 1681.100;  -55.000;    0.000
 857.43; 1702.300;   -2.000;    0.000
 857.99; 1657.250;  -47.000;    0.000
 858.56; 1660.200;  -34.000;    0.000
 859.12; 1695.500;  -34.000;    0.000
 859.69; 1669.000;    0.000;    0.000
 860.26; 1663.950;  -30.000;    0.000
 860.82; 1680.200;  -28.000;    0.000
 861.39; 1688.300;  -44.000;    0.000
 861.95; 1660.000;   12.000;    0.000
 862.52; 1658.600;  -19.000;    0.000
 863.08; 1660.800;   28.000;    0.000
 863.65; 1651.400;   -5.000;    0.000
 864.21; 1639.950;    1.000;    0.000
 864.78; 1664.600;    3.000;    0.000
 865.34; 1641.000;  -10.000;    0.000
 865.91; 1646.750;  -43.000;    0.000
 866.47; 1619.350;  -47.000;    0.000
 867.04; 1670.250;    5.000;    0.000
 867.61; 1616.900;  -31.000;    0.000
 868.17; 1654.100;  -64.000;    0.000
 868.74; 1672.500;   28.000;    0.000
 869.30; 1670.550;  -45.000;    0.000
 869.86; 1642.000;  -44.000;    0.000
 870.43; 1648.300;  -27.000;    0.000
 870.99; 1655.750;  -23.000;    0.000
 871.56; 1666.250;  -63.000;    0.000
 872.12; 1672.200;   -9.000;    0.000
 872.69; 1631.800;  -43.000;    0.000
 873.25; 1659.850;  -38.000;    0.000
 873.82; 1652.950;  -55.000;    0.000
 874.38; 1666.400;  -30.000;    0.000
 874.95; 1660.850;  -16.000;    0.000
 875.51; 1643.150;  -64.000;    0.000
 876.08; 1597.450;  -18.000;    0.000
 876.64; 1615.700;  -86.000;    0.000
 877.20; 1604.550;  -50.000;    0.000
 877.77; 1607.650;  -41.000;    0.000
 878.33; 1611.850;   -9.000;    0.000
 878.90; 1577.000;  -40.000;    0.000
 879.46; 1590.300;  -62.000;    0.000
 880.03; 1590.800;    2.000;    0.000
 880.59; 1610.500;  -42.000;    0.000
 881.15; 1604.200;   -9.000;    0.000
 881.72; 1628.800;  -71.000;    0.000
 882.28; 1629.050;    4.000;    0.000
 882.85; 1599.750;  -12.000;    0.000
 883.41; 1614.050;  -52.000;    0.000
 883.97; 1619.400;  -40.000;    0.000
 884.54; 1562.450;  -12.000;    0.000
 885.10; 1548.400;   -5.000;    0.000
 885.66; 1571.450;  -27.000;    0.000
 886.23; 1535.400;   -7.000;    0.000
 886.79; 1548.950;  -39.000;    0.000
 887.36; 1547.750;  -17.000;    0.000
 887.92; 1520.350;  -33.000;    0.000
 888.48; 1528.800;  -11.000;    0.000
 889.05; 1520.900;  -70.000;    0.000
 889.61; 1509.050;  -57.000;    0.000
 890.17; 1490.850;  -91.000;    0.000
 890.74; 1480.400;  -36.000;    0.000
 891.30; 1482.700;  -14.000;    0.000
 891.86; 1527.200;  -46.000;    0.000
 892.43; 1511.400;   11.000;    0.000
 892.99; 1523.850;  -25.000;    0.000
 893.55; 1512.550;  -23.000;    0.000
 894.11; 1500.850;  -26.000;    0.000
 894.68; 1494.900;  -34.000;    0.000
 895.24; 1518.300;  -96.000;    0.000
 895.80; 1506.600;  -17.000;    0.000
 896.37; 1488.900;  -43.000;    0.000
 896.93; 1534.250;  -20.000;    0.000
 897.49; 1512.300;  -34.000;    0.000
 898.05; 1512.700;  -35.000;    0.000
 898.62; 1548.300;  -24.000;    0.000
 899.18; 1550.300;  -36.000;    0.000
 899.74; 1555.150;  -83.000;    0.000
 900.31; 1571.100;  -44.000;    0.000
 900.87; 1561.200;  -37.000;    0.000
 901.43; 1568.000;  -29.000;    0.000
 901.99; 1583.150;  -53.000;    0.000
 902.56; 1574.200;  -10.000;    0.000
 903.12; 1599.950;  -13.000;    0.000
 903.68; 1559.900;  -21.000;    0.000
 904.24; 1589.800;  -28.000;    0.000
 904.80; 1570.250;  -41.000;    0.000
 905.37; 1598.000;  -28.000;    0.000
 905.93; 1611.600;  -53.000;    0.000
 906.49; 1653.600;  -58.000;    0.000
 907.05; 1643.400;  -49.000;    0.000
 907.61; 1643.900;    6.000;    0.000
 908.18; 1665.500;  -55.000;    0.000
 908.74; 1641.550;  -82.000;    0.000
 909.30; 1656.100;   28.000;    0.000
 909.86; 1586.950;  -50.000;    0.000
 910.42; 1601.250;   26.000;    0.000
 910.99; 1595.300;  -19.000;    0.000
 911.55; 1587.050;  -46.000;    0.000
 912.11; 1563.600;  -25.000;    0.000
 912.67; 1553.050;  -28.000;    0.000
 913.23; 1573.350;  -58.000;    0.000
 913.79; 1536.400;    0.000;    0.000
 914.36; 1553.700;  -66.000;    0.000
 914.92; 1551.250;  -21.000;    0.000
 915.48; 1546.900;  -77.000;    0.000
