
Integration time [ms]:   1.050
Averaging Nr. [scans]: 20
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1701237U1
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
 557.82;10258.650;   31.000;    0.000
 558.40;10360.450;   27.000;    0.000
 558.99;10365.350;   57.000;    0.000
 559.58;10551.400;  -21.000;    0.000
 560.16;10590.300;   51.000;    0.000
 560.75;10702.950;   78.000;    0.000
 561.33;10808.750;   35.000;    0.000
 561.92;10843.300;   23.000;    0.000
 562.50;10838.100;   73.000;    0.000
 563.09;10994.100;   72.000;    0.000
 563.68;11099.200;   70.000;    0.000
 564.26;11244.700;   68.000;    0.000
 564.85;11260.950;   75.000;    0.000
 565.43;11355.000;   83.000;    0.000
 566.02;11358.350;   49.000;    0.000
 566.60;11554.600;   24.000;    0.000
 567.19;11566.100;   93.000;    0.000
 567.77;11704.100;   46.000;    0.000
 568.36;11746.250;    1.000;    0.000
 568.94;11809.800;   37.000;    0.000
 569.53;11977.800;   -3.000;    0.000
 570.11;11951.550;   -3.000;    0.000
 570.70;12016.400;   30.000;    0.000
 571.28;12093.100;    1.000;    0.000
 571.87;12172.650;  100.000;    0.000
 572.45;12275.500;   55.000;    0.000
 573.04;12432.900;   18.000;    0.000
 573.62;12481.850;   40.000;    0.000
 574.21;12507.600;   62.000;    0.000
 574.79;12549.850;   71.000;    0.000
 575.38;12528.000;   99.000;    0.000
 575.96;12622.900;   24.000;    0.000
 576.55;12686.250;   59.000;    0.000
 577.13;12757.750;   14.000;    0.000
 577.72;12771.900;  111.000;    0.000
 578.30;12829.950;   92.000;    0.000
 578.89;12865.100;   81.000;    0.000
 579.47;12955.900;   68.000;    0.000
 580.06;13026.550;   32.000;    0.000
 580.64;13083.400;   40.000;    0.000
 581.23;13302.600;   45.000;    0.000
 581.81;13255.850;    7.000;    0.000
 582.39;13196.550;   91.000;    0.000
 582.98;13311.550;   35.000;    0.000
 583.56;13273.250;   57.000;    0.000
 584.15;13288.950;   87.000;    0.000
 584.73;13431.950;   71.000;    0.000
 585.32;13467.750;   64.000;    0.000
 585.90;13405.850;   89.000;    0.000
 586.48;13421.250;   45.000;    0.000
 587.07;13475.050;   27.000;    0.000
 587.65;13472.900;   20.000;    0.000
 588.24;13405.100;   43.000;    0.000
 588.82;13390.350;   39.000;    0.000
 589.41;13392.350;   66.000;    0.000
 589.99;13336.600;   90.000;    0.000
 590.57;13500.350;   47.000;    0.000
 591.16;13576.250;   92.000;    0.000
 591.74;13566.900;   15.000;    0.000
 592.32;13459.550;   84.000;    0.000
 592.91;13509.450;   48.000;    0.000
 593.49;13481.650;   38.000;    0.000
 594.08;13660.950;   33.000;    0.000
 594.66;13690.750;   70.000;    0.000
 595.24;13670.300;  115.000;    0.000
 595.83;13580.900;   61.000;    0.000
 596.41;13579.050;   92.000;    0.000
 596.99;13522.650;    7.000;    0.000
 597.58;13650.850;   70.000;    0.000
 598.16;13626.950;   54.000;    0.000
 598.74;13668.850;   48.000;    0.000
 599.33;13691.150;   41.000;    0.000
 599.91;13845.150;   91.000;    0.000
 600.49;13905.900;   74.000;    0.000
 601.08;13909.400;   44.000;    0.000
 601.66;13861.150;   23.000;    0.000
 602.24;13844.700;   74.000;    0.000
 602.83;13950.450;   86.000;    0.000
 603.41;13922.950;   66.000;    0.000
 603.99;13965.550;   11.000;    0.000
 604.58;14068.250;   33.000;    0.000
 605.16;14138.650;  100.000;    0.000
 605.74;14129.150;   64.000;    0.000
 606.33;14313.200;   22.000;    0.000
 606.91;14313.550;   13.000;    0.000
 607.49;14345.050;   23.000;    0.000
 608.07;14358.700;   29.000;    0.000
 608.66;14276.800;   83.000;    0.000
 609.24;14272.750;   30.000;    0.000
 609.82;14437.400;   47.000;    0.000
 610.41;14338.700;   45.000;    0.000
 610.99;14340.850;   51.000;    0.000
 611.57;14312.150;   -7.000;    0.000
 612.15;14308.750;   58.000;    0.000
 612.74;14213.350;   29.000;    0.000
 613.32;14104.200;   55.000;    0.000
 613.90;14019.600;   31.000;    0.000
 614.48;13958.250;   51.000;    0.000
 615.07;13676.650;   36.000;    0.000
 615.65;13667.300;   75.000;    0.000
 616.23;13535.350;   63.000;    0.000
 616.81;13401.700;   44.000;    0.000
 617.40;13476.750;   47.000;    0.000
 617.98;13617.550;   -5.000;    0.000
 618.56;13983.250;  -11.000;    0.000
 619.14;14447.100;   52.000;    0.000
 619.72;14411.850;    1.000;    0.000
 620.31;14487.350;   42.000;    0.000
 620.89;14723.950;   75.000;    0.000
 621.47;14833.800;   57.000;    0.000
 622.05;15010.750;   71.000;    0.000
 622.63;15147.250;   49.000;    0.000
 623.22;15281.350;   84.000;    0.000
 623.80;15138.650;   72.000;    0.000
 624.38;15266.800;  -20.000;    0.000
 624.96;15231.600;   64.000;    0.000
 625.54;15289.550;   52.000;    0.000
 626.13;15212.500;   25.000;    0.000
 626.71;15227.300;  -23.000;    0.000
 627.29;15294.650;    9.000;    0.000
 627.87;15212.800;   53.000;    0.000
 628.45;15111.950;   35.000;    0.000
 629.03;15358.650;   42.000;    0.000
 629.62;15417.400;  -35.000;    0.000
 630.20;15493.400;   62.000;    0.000
 630.78;15552.950;   35.000;    0.000
 631.36;15489.400;   17.000;    0.000
 631.94;15560.000;    8.000;    0.000
 632.52;15499.750;   32.000;    0.000
 633.10;15609.850;   56.000;    0.000
 633.68;15665.000;   47.000;    0.000
 634.27;15705.500;   27.000;    0.000
 634.85;15805.650;    1.000;    0.000
 635.43;15867.250;    5.000;    0.000
 636.01;15683.900;   23.000;    0.000
 636.59;15722.850;   -8.000;    0.000
 637.17;15748.000;   39.000;    0.000
 637.75;15624.600;   41.000;    0.000
 638.33;15686.450;    0.000;    0.000
 638.91;15794.550;    4.000;    0.000
 639.50;15732.450;   13.000;    0.000
 640.08;15657.250;   60.000;    0.000
 640.66;15428.150;   18.000;    0.000
 641.24;15561.600;   13.000;    0.000
 641.82;15563.750;   17.000;    0.000
 642.40;15530.250;   -5.000;    0.000
 642.98;15629.500;   35.000;    0.000
 643.56;15489.050;  -28.000;    0.000
 644.14;15388.950;   30.000;    0.000
 644.72;15547.650;    7.000;    0.000
 645.30;15576.650;   33.000;    0.000
 645.88;15638.200;   26.000;    0.000
 646.46;15497.750;   59.000;    0.000
 647.04;15618.700;  -14.000;    0.000
 647.62;15436.950;   57.000;    0.000
 648.20;15429.600;    5.000;    0.000
 648.78;15286.350;   82.000;    0.000
 649.36;15377.850;   10.000;    0.000
 649.94;15346.900;   12.000;    0.000
 650.52;15369.150;  -15.000;    0.000
 651.11;15509.050;   32.000;    0.000
 651.69;15556.500;   44.000;    0.000
 652.27;15363.400;   70.000;    0.000
 652.85;15359.050;   25.000;    0.000
 653.43;15283.550;  -26.000;    0.000
 654.01;15499.200;  -17.000;    0.000
 654.59;15635.650;   37.000;    0.000
 655.17;15682.550;  -44.000;    0.000
 655.74;15702.350;  -60.000;    0.000
 656.32;15772.550;   -2.000;    0.000
 656.90;16053.450;   27.000;    0.000
 657.48;16161.700;   27.000;    0.000
 658.06;16358.950;  -15.000;    0.000
 658.64;16780.400;   21.000;    0.000
 659.22;16695.550;   38.000;    0.000
 659.80;16797.000;  -32.000;    0.000
 660.38;16933.000;   -1.000;    0.000
 660.96;16931.100;  -39.000;    0.000
 661.54;16987.100;  -28.000;    0.000
 662.12;17031.550;    8.000;    0.000
 662.70;16854.450;   23.000;    0.000
 663.28;16236.450;  -18.000;    0.000
 663.86;15834.650;   10.000;    0.000
 664.44;15869.150;    5.000;    0.000
 665.02;15725.900;   53.000;    0.000
 665.60;15645.350;  -16.000;    0.000
 666.18;15503.800;  -34.000;    0.000
 666.75;15506.950;  -48.000;    0.000
 667.33;15545.450;   46.000;    0.000
 667.91;15647.850;  -53.000;    0.000
 668.49;15588.300;  -19.000;    0.000
 669.07;15446.650;  -24.000;    0.000
 669.65;15376.850;  -17.000;    0.000
 670.23;15421.100;  -14.000;    0.000
 670.81;15659.450;  -37.000;    0.000
 671.39;15667.700;  -47.000;    0.000
 671.97;15750.300;   -1.000;    0.000
 672.54;15750.900;  -14.000;    0.000
 673.12;15849.850;    0.000;    0.000
 673.70;15967.700;  -22.000;    0.000
 674.28;15895.950;   12.000;    0.000
 674.86;16027.300;  -56.000;    0.000
 675.44;16035.200;  -56.000;    0.000
 676.02;15953.600;   47.000;    0.000
 676.59;16223.650;  -10.000;    0.000
 677.17;16254.050;   29.000;    0.000
 677.75;16144.300;   -9.000;    0.000
 678.33;16138.350;  -57.000;    0.000
 678.91;16257.000;    9.000;    0.000
 679.49;16413.000;   10.000;    0.000
 680.06;16546.850;  -30.000;    0.000
 680.64;16553.200;   -8.000;    0.000
 681.22;16579.000;   -7.000;    0.000
 681.80;16792.050;   31.000;    0.000
 682.38;16803.650;   18.000;    0.000
 682.96;17024.950;  -60.000;    0.000
 683.53;16982.150;  -41.000;    0.000
 684.11;17003.400;  -11.000;    0.000
 684.69;16868.750;   21.000;    0.000
 685.27;16874.100;  -34.000;    0.000
 685.85;16942.000;  -21.000;    0.000
 686.42;16839.550;  -46.000;    0.000
 687.00;16815.500;  -18.000;    0.000
 687.58;17088.900;  -63.000;    0.000
 688.16;16851.050;  -38.000;    0.000
 688.73;17014.000;  -86.000;    0.000
 689.31;16965.700;  -38.000;    0.000
 689.89;16745.500;  -24.000;    0.000
 690.47;16492.350;  -22.000;    0.000
 691.04;16394.650;    4.000;    0.000
 691.62;16657.900;  -10.000;    0.000
 692.20;16506.650;  -66.000;    0.000
 692.78;16489.650;   51.000;    0.000
 693.35;16502.350;  -14.000;    0.000
 693.93;16392.650;   -1.000;    0.000
 694.51;16141.150;  -12.000;    0.000
 695.09;16136.200;   -6.000;    0.000
 695.66;16100.900;  -42.000;    0.000
 696.24;15804.950;    6.000;    0.000
 696.82;15958.500;  -78.000;    0.000
 697.39;15908.050;   37.000;    0.000
 697.97;15820.100;  -34.000;    0.000
 698.55;15692.350;  -36.000;    0.000
 699.13;15692.550;  -12.000;    0.000
 699.70;15545.150;   -4.000;    0.000
 700.28;15451.650;   13.000;    0.000
 700.86;15382.650;   28.000;    0.000
 701.43;15265.450;    5.000;    0.000
 702.01;15111.450;  -11.000;    0.000
 702.59;15104.300;  -17.000;    0.000
 703.16;14955.800;  -40.000;    0.000
 703.74;14921.300;  -21.000;    0.000
 704.32;14875.750;   -2.000;    0.000
 704.89;14790.750;    1.000;    0.000
 705.47;14702.550;   -5.000;    0.000
 706.05;14636.000;   -3.000;    0.000
 706.62;14530.950;  -67.000;    0.000
 707.20;14357.550;  -20.000;    0.000
 707.78;14327.000;   -8.000;    0.000
 708.35;14224.900;  -18.000;    0.000
 708.93;14207.350;  -18.000;    0.000
 709.51;14084.750;  -31.000;    0.000
 710.08;14082.100;   -9.000;    0.000
 710.66;14061.400;    5.000;    0.000
 711.23;13938.300;  -18.000;    0.000
 711.81;13891.250;  -38.000;    0.000
 712.39;13946.800;  -38.000;    0.000
 712.96;13980.150;    0.000;    0.000
 713.54;13710.050;    8.000;    0.000
 714.11;13745.750;  -44.000;    0.000
 714.69;13698.050;  -26.000;    0.000
 715.27;13721.700;   -6.000;    0.000
 715.84;13711.800;  -57.000;    0.000
 716.42;13483.300;  -59.000;    0.000
 716.99;13638.500;  -49.000;    0.000
 717.57;13494.400;  -48.000;    0.000
 718.15;13438.200;  -14.000;    0.000
 718.72;13385.100;  -18.000;    0.000
 719.30;13400.850;   14.000;    0.000
 719.87;13458.250;  -16.000;    0.000
 720.45;13406.350;   -1.000;    0.000
 721.02;13263.400;   20.000;    0.000
 721.60;13200.250;   18.000;    0.000
 722.17;13125.400;  -36.000;    0.000
 722.75;13230.450;   -3.000;    0.000
 723.33;13321.300;  -10.000;    0.000
 723.90;13264.900;  -51.000;    0.000
 724.48;13144.600;   10.000;    0.000
 725.05;13074.850;  -43.000;    0.000
 725.63;13083.300;   19.000;    0.000
 726.20;13123.950;   42.000;    0.000
 726.78;13117.400;  -37.000;    0.000
 727.35;13185.550;   10.000;    0.000
 727.93;13202.000;  -37.000;    0.000
 728.50;13028.600;  -13.000;    0.000
 729.08;12989.700;  -50.000;    0.000
 729.65;12990.850;  -11.000;    0.000
 730.23;12933.350;  -68.000;    0.000
 730.80;12982.350;   25.000;    0.000
 731.38;12899.550;  -62.000;    0.000
 731.95;13073.000;  -42.000;    0.000
 732.53;12927.200;  -37.000;    0.000
 733.10;12821.400;  -59.000;    0.000
 733.68;12818.400;  -41.000;    0.000
 734.25;12751.850;  -42.000;    0.000
 734.82;12791.000;   16.000;    0.000
 735.40;12641.800;    5.000;    0.000
 735.97;12648.300;   -3.000;    0.000
 736.55;12719.350;  -55.000;    0.000
 737.12;12769.800;  -40.000;    0.000
 737.70;12730.200;   -5.000;    0.000
 738.27;12713.350;  -15.000;    0.000
 738.85;12741.800;  -44.000;    0.000
 739.42;12762.100;  -23.000;    0.000
 739.99;12773.200;  -21.000;    0.000
 740.57;12856.000;  -52.000;    0.000
 741.14;12950.650;   -2.000;    0.000
 741.72;12891.400;    5.000;    0.000
 742.29;12972.900;   -4.000;    0.000
 742.87;12843.200;  -40.000;    0.000
 743.44;12879.800;  -17.000;    0.000
 744.01;12757.850;  -68.000;    0.000
 744.59;12826.400;  -54.000;    0.000
 745.16;12837.200;    9.000;    0.000
 745.73;12911.900;  -13.000;    0.000
 746.31;12853.550;  -32.000;    0.000
 746.88;12647.100;   -1.000;    0.000
 747.46;12831.350;  -30.000;    0.000
 748.03;12759.850;  -44.000;    0.000
 748.60;12705.300;    6.000;    0.000
 749.18;12767.900;  -11.000;    0.000
 749.75;12749.050;  -54.000;    0.000
 750.32;12884.450;  -32.000;    0.000
 750.90;12848.150;   15.000;    0.000
 751.47;12761.750;    8.000;    0.000
 752.04;12813.750;  -19.000;    0.000
 752.62;12708.300;   36.000;    0.000
 753.19;12611.050;  -11.000;    0.000
 753.76;12453.100;    1.000;    0.000
 754.34;12346.650;  -11.000;    0.000
 754.91;12444.650;  -44.000;    0.000
 755.48;12465.300;  -45.000;    0.000
 756.06;12517.850;    8.000;    0.000
 756.63;12475.300;  -43.000;    0.000
 757.20;12536.250;   46.000;    0.000
 757.78;12494.950;  -39.000;    0.000
 758.35;12385.400;  -61.000;    0.000
 758.92;12366.500;  -21.000;    0.000
 759.50;12385.750;  -20.000;    0.000
 760.07;12298.400;  -22.000;    0.000
 760.64;12219.350;   -4.000;    0.000
 761.21;12228.650;    2.000;    0.000
 761.79;12076.500;    3.000;    0.000
 762.36;12082.250;  -21.000;    0.000
 762.93;12037.900;  -22.000;    0.000
 763.50;11898.700;  -23.000;    0.000
 764.08;11945.950;  -14.000;    0.000
 764.65;11784.250;   -8.000;    0.000
 765.22;11813.900;  -59.000;    0.000
 765.79;11831.550;  -24.000;    0.000
 766.37;11697.400;  -18.000;    0.000
 766.94;11707.100;  -16.000;    0.000
 767.51;11784.750;  -17.000;    0.000
 768.08;11748.550;  -11.000;    0.000
 768.66;11594.750;    3.000;    0.000
 769.23;11443.000;  -12.000;    0.000
 769.80;11305.300;   15.000;    0.000
 770.37;11330.250;  -44.000;    0.000
 770.94;11195.250;  -64.000;    0.000
 771.52;11213.200;  -28.000;    0.000
 772.09;11192.850;  -29.000;    0.000
 772.66;11037.050;  -62.000;    0.000
 773.23;11060.500;  -55.000;    0.000
 773.80;10996.150;  -49.000;    0.000
 774.38;10884.550;  -23.000;    0.000
 774.95;10790.350;  -38.000;    0.000
 775.52;10799.200;    8.000;    0.000
 776.09;10744.450;  -15.000;    0.000
 776.66;10761.050;  -85.000;    0.000
 777.24;10523.900;  -41.000;    0.000
 777.81;10445.850;   -2.000;    0.000
 778.38;10460.150;  -61.000;    0.000
 778.95;10403.700;  -26.000;    0.000
 779.52;10425.050;  -34.000;    0.000
 780.09;10206.350;  -17.000;    0.000
 780.66;10204.000;  -38.000;    0.000
 781.24;10101.000;  -25.000;    0.000
 781.81;10044.700;  -56.000;    0.000
 782.38; 9950.400;  -24.000;    0.000
 782.95; 9906.750;  -32.000;    0.000
 783.52; 9859.100;  -36.000;    0.000
 784.09; 9844.150;  -24.000;    0.000
 784.66; 9939.450;  -21.000;    0.000
 785.23; 9916.150;  -17.000;    0.000
 785.80; 9749.850;  -23.000;    0.000
 786.38; 9656.950;  -17.000;    0.000
 786.95; 9504.350;  -33.000;    0.000
 787.52; 9471.800; -104.000;    0.000
 788.09; 9429.100;  -15.000;    0.000
 788.66; 9396.950;  -17.000;    0.000
 789.23; 9343.250;  -23.000;    0.000
 789.80; 9253.050;  -38.000;    0.000
 790.37; 9182.650;  -23.000;    0.000
 790.94; 9105.050;  -37.000;    0.000
 791.51; 9095.350;   -9.000;    0.000
 792.08; 9055.750;  -31.000;    0.000
 792.65; 9073.550;   -6.000;    0.000
 793.22; 9020.250;  -67.000;    0.000
 793.80; 8940.700;   21.000;    0.000
 794.37; 8758.400;  -68.000;    0.000
 794.94; 8692.150;  -66.000;    0.000
 795.51; 8816.500;  -28.000;    0.000
 796.08; 8779.550;  -16.000;    0.000
 796.65; 8811.900;  -15.000;    0.000
 797.22; 8692.750;   19.000;    0.000
 797.79; 8630.100;  -18.000;    0.000
 798.36; 8598.550;    1.000;    0.000
 798.93; 8516.450;  -49.000;    0.000
 799.50; 8485.050;  -22.000;    0.000
 800.07; 8396.200;  -78.000;    0.000
 800.64; 8393.200;  -60.000;    0.000
 801.21; 8480.150;   23.000;    0.000
 801.78; 8442.800;    1.000;    0.000
 802.35; 8407.700;    8.000;    0.000
 802.92; 8433.550;  -44.000;    0.000
 803.49; 8344.950;  -23.000;    0.000
 804.06; 8335.750;  -31.000;    0.000
 804.63; 8373.250;   -5.000;    0.000
 805.20; 8414.250;  -13.000;    0.000
 805.77; 8363.650;   -7.000;    0.000
 806.34; 8303.700;   26.000;    0.000
 806.91; 8266.800;  -49.000;    0.000
 807.47; 8094.750;  -19.000;    0.000
 808.04; 8056.650;  -14.000;    0.000
 808.61; 8174.000;  -40.000;    0.000
 809.18; 8146.400;  -38.000;    0.000
 809.75; 8123.600;  -37.000;    0.000
 810.32; 8029.800;   -5.000;    0.000
 810.89; 8077.500;   18.000;    0.000
 811.46; 8045.750;  -37.000;    0.000
 812.03; 7986.600;   24.000;    0.000
 812.60; 7788.100;   -8.000;    0.000
 813.17; 7732.200;   -7.000;    0.000
 813.74; 7728.350;  -36.000;    0.000
 814.31; 7714.950;   51.000;    0.000
 814.87; 7757.750;  -11.000;    0.000
 815.44; 7683.650;  -39.000;    0.000
 816.01; 7676.300;  -49.000;    0.000
 816.58; 7672.600;  -55.000;    0.000
 817.15; 7646.450;  -38.000;    0.000
 817.72; 7576.450;    4.000;    0.000
 818.29; 7510.750;   -9.000;    0.000
 818.86; 7497.900;  -53.000;    0.000
 819.42; 7529.400;  -77.000;    0.000
 819.99; 7577.650;  -46.000;    0.000
 820.56; 7359.800;  -39.000;    0.000
 821.13; 7390.550;   -3.000;    0.000
 821.70; 7337.700;  -20.000;    0.000
 822.27; 7226.600;  -35.000;    0.000
 822.84; 7295.250;   10.000;    0.000
 823.40; 7280.650;   36.000;    0.000
 823.97; 7283.300;    7.000;    0.000
 824.54; 7281.650;  -35.000;    0.000
 825.11; 7288.550;  -29.000;    0.000
 825.68; 7126.400;  -24.000;    0.000
 826.24; 7137.700;  -15.000;    0.000
 826.81; 7185.000;    7.000;    0.000
 827.38; 7148.900;  -57.000;    0.000
 827.95; 7114.550;  -51.000;    0.000
 828.52; 7235.400;   -5.000;    0.000
 829.08; 7204.200;   26.000;    0.000
 829.65; 7243.650;  -52.000;    0.000
 830.22; 7204.900;   -7.000;    0.000
 830.79; 7189.600;  -11.000;    0.000
 831.36; 7121.400;  -43.000;    0.000
 831.92; 7022.500;  -82.000;    0.000
 832.49; 7035.850;  -33.000;    0.000
 833.06; 7064.150;  -91.000;    0.000
 833.63; 7098.700;   16.000;    0.000
 834.19; 7084.200;   15.000;    0.000
 834.76; 7015.450;  -34.000;    0.000
 835.33; 6977.750;  -32.000;    0.000
 835.90; 6976.600;  -20.000;    0.000
 836.46; 6865.450;   -3.000;    0.000
 837.03; 6902.950;  -17.000;    0.000
 837.60; 6907.050;  -18.000;    0.000
 838.17; 6930.250;  -63.000;    0.000
 838.73; 6915.700;  -45.000;    0.000
 839.30; 6894.000;  -18.000;    0.000
 839.87; 6846.750;    2.000;    0.000
 840.43; 6890.900;  -42.000;    0.000
 841.00; 6833.050;   19.000;    0.000
 841.57; 6907.850;  -81.000;    0.000
 842.14; 6756.950;  -42.000;    0.000
 842.70; 6726.450;  -32.000;    0.000
 843.27; 6776.450;  -42.000;    0.000
 843.84; 6728.500;  -59.000;    0.000
 844.40; 6788.150;  -24.000;    0.000
 844.97; 6705.700;  -28.000;    0.000
 845.54; 6777.400;  -49.000;    0.000
 846.10; 6791.650;  -34.000;    0.000
 846.67; 6730.800;  -85.000;    0.000
 847.24; 6719.050;    9.000;    0.000
 847.80; 6670.900;  -79.000;    0.000
 848.37; 6664.150;   -3.000;    0.000
 848.94; 6589.550;  -70.000;    0.000
 849.50; 6646.650;   23.000;    0.000
 850.07; 6676.200;  -45.000;    0.000
 850.63; 6622.350;    6.000;    0.000
 851.20; 6638.200;  -13.000;    0.000
 851.77; 6588.300;   -4.000;    0.000
 852.33; 6620.250;  -48.000;    0.000
 852.90; 6609.950;  -61.000;    0.000
 853.47; 6604.600;  -64.000;    0.000
 854.03; 6533.450;  -51.000;    0.000
 854.60; 6458.700;  -27.000;    0.000
 855.16; 6490.550;   -3.000;    0.000
 855.73; 6502.450;  -70.000;    0.000
 856.30; 6494.400;  -13.000;    0.000
 856.86; 6431.950;  -55.000;    0.000
 857.43; 6408.100;   -2.000;    0.000
 857.99; 6381.450;  -47.000;    0.000
 858.56; 6342.250;  -34.000;    0.000
 859.12; 6291.450;  -34.000;    0.000
 859.69; 6277.800;    0.000;    0.000
 860.26; 6239.000;  -30.000;    0.000
 860.82; 6335.300;  -28.000;    0.000
 861.39; 6278.550;  -44.000;    0.000
 861.95; 6332.800;   12.000;    0.000
 862.52; 6269.000;  -19.000;    0.000
 863.08; 6223.450;   28.000;    0.000
 863.65; 6185.600;   -5.000;    0.000
 864.21; 6133.350;    1.000;    0.000
 864.78; 6073.450;    3.000;    0.000
 865.34; 6153.400;  -10.000;    0.000
 865.91; 6129.650;  -43.000;    0.000
 866.47; 6056.050;  -47.000;    0.000
 867.04; 6009.300;    5.000;    0.000
 867.61; 5970.300;  -31.000;    0.000
 868.17; 6021.050;  -64.000;    0.000
 868.74; 5911.250;   28.000;    0.000
 869.30; 5938.350;  -45.000;    0.000
 869.86; 6009.600;  -44.000;    0.000
 870.43; 5969.800;  -27.000;    0.000
 870.99; 5857.650;  -23.000;    0.000
 871.56; 5874.200;  -63.000;    0.000
 872.12; 5861.900;   -9.000;    0.000
 872.69; 5860.100;  -43.000;    0.000
 873.25; 5828.400;  -38.000;    0.000
 873.82; 5819.900;  -55.000;    0.000
 874.38; 5833.250;  -30.000;    0.000
 874.95; 5821.450;  -16.000;    0.000
 875.51; 5665.550;  -64.000;    0.000
 876.08; 5739.650;  -18.000;    0.000
 876.64; 5662.000;  -86.000;    0.000
 877.20; 5598.050;  -50.000;    0.000
 877.77; 5515.250;  -41.000;    0.000
 878.33; 5418.050;   -9.000;    0.000
 878.90; 5366.650;  -40.000;    0.000
 879.46; 5355.050;  -62.000;    0.000
 880.03; 5413.900;    2.000;    0.000
 880.59; 5418.850;  -42.000;    0.000
 881.15; 5394.000;   -9.000;    0.000
 881.72; 5389.000;  -71.000;    0.000
 882.28; 5379.700;    4.000;    0.000
 882.85; 5363.800;  -12.000;    0.000
 883.41; 5344.250;  -52.000;    0.000
 883.97; 5383.250;  -40.000;    0.000
 884.54; 5291.350;  -12.000;    0.000
 885.10; 5363.400;   -5.000;    0.000
 885.66; 5356.850;  -27.000;    0.000
 886.23; 5184.550;   -7.000;    0.000
 886.79; 5121.000;  -39.000;    0.000
 887.36; 5070.200;  -17.000;    0.000
 887.92; 4961.000;  -33.000;    0.000
 888.48; 4940.250;  -11.000;    0.000
 889.05; 4951.700;  -70.000;    0.000
 889.61; 4960.950;  -57.000;    0.000
 890.17; 4923.050;  -91.000;    0.000
 890.74; 4822.200;  -36.000;    0.000
 891.30; 4750.650;  -14.000;    0.000
 891.86; 4742.350;  -46.000;    0.000
 892.43; 4759.000;   11.000;    0.000
 892.99; 4742.550;  -25.000;    0.000
 893.55; 4684.200;  -23.000;    0.000
 894.11; 4645.350;  -26.000;    0.000
 894.68; 4640.900;  -34.000;    0.000
 895.24; 4687.850;  -96.000;    0.000
 895.80; 4696.500;  -17.000;    0.000
 896.37; 4664.100;  -43.000;    0.000
 896.93; 4668.200;  -20.000;    0.000
 897.49; 4587.600;  -34.000;    0.000
 898.05; 4580.550;  -35.000;    0.000
 898.62; 4656.050;  -24.000;    0.000
 899.18; 4581.950;  -36.000;    0.000
 899.74; 4626.000;  -83.000;    0.000
 900.31; 4811.600;  -44.000;    0.000
 900.87; 4752.300;  -37.000;    0.000
 901.43; 4862.950;  -29.000;    0.000
 901.99; 4832.400;  -53.000;    0.000
 902.56; 4831.750;  -10.000;    0.000
 903.12; 4772.550;  -13.000;    0.000
 903.68; 4726.450;  -21.000;    0.000
 904.24; 4732.550;  -28.000;    0.000
 904.80; 4712.950;  -41.000;    0.000
 905.37; 4765.350;  -28.000;    0.000
 905.93; 4695.000;  -53.000;    0.000
 906.49; 4804.500;  -58.000;    0.000
 907.05; 4801.800;  -49.000;    0.000
 907.61; 4779.300;    6.000;    0.000
 908.18; 4772.100;  -55.000;    0.000
 908.74; 4692.050;  -82.000;    0.000
 909.30; 4646.900;   28.000;    0.000
 909.86; 4561.550;  -50.000;    0.000
 910.42; 4579.300;   26.000;    0.000
 910.99; 4462.200;  -19.000;    0.000
 911.55; 4449.100;  -46.000;    0.000
 912.11; 4398.500;  -25.000;    0.000
 912.67; 4427.900;  -28.000;    0.000
 913.23; 4380.700;  -58.000;    0.000
 913.79; 4386.400;    0.000;    0.000
 914.36; 4411.250;  -66.000;    0.000
 914.92; 4417.500;  -21.000;    0.000
 915.48; 4297.750;  -77.000;    0.000
 916.04; 4303.900;   34.000;    0.000
 916.60; 4240.450;   11.000;    0.000
 917.16; 4271.050;  -78.000;    0.000
 917.72; 4251.050;  -32.000;    0.000
 918.28; 4164.500;   -1.000;    0.000
 918.85; 4103.800;  -22.000;    0.000
 919.41; 4070.900;  -13.000;    0.000
 919.97; 4013.550;  -34.000;    0.000
 920.53; 3956.450;  -29.000;    0.000
 921.09; 3960.200;  -74.000;    0.000
 921.65; 3959.150;  -70.000;    0.000
 922.21; 3916.000;  -24.000;    0.000
 922.77; 3859.600;   16.000;    0.000
 923.33; 3846.850;  -16.000;    0.000
 923.89; 3786.400;  -24.000;    0.000
 924.45; 3790.750;   -4.000;    0.000
 925.01; 3735.450;  -89.000;    0.000
 925.58; 3796.750;  -15.000;    0.000
 926.14; 3743.550;  -19.000;    0.000
 926.70; 3664.300;  -45.000;    0.000
 927.26; 3582.250;  -51.000;    0.000
 927.82; 3569.700;   10.000;    0.000
 928.38; 3496.800;   -4.000;    0.000
 928.94; 3494.600;  -21.000;    0.000
 929.50; 3448.950;  -57.000;    0.000
 930.06; 3453.200;   19.000;    0.000
 930.62; 3493.200;  -62.000;    0.000
 931.18; 3496.600;  -59.000;    0.000
 931.74; 3385.200;   -9.000;    0.000
 932.30; 3442.700;   -6.000;    0.000
 932.86; 3426.700;  -23.000;    0.000
 933.42; 3386.750;  -58.000;    0.000
 933.98; 3401.850;  -72.000;    0.000
 934.54; 3355.000;  -68.000;    0.000
 935.10; 3305.250;  -34.000;    0.000
