LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
0.0,2.200000,2.200000,3.464913000000e-07,8.728155169717e-10,3,3.454743000000e-07;3.476056000000e-07;3.463940000000e-07
0.0,2.300000,2.300000,3.533191666667e-07,7.958760763391e-10,3,3.544309000000e-07;3.526111000000e-07;3.529155000000e-07
0.0,2.400000,2.400000,3.622183000000e-07,6.233783174499e-10,3,3.615981000000e-07;3.619858000000e-07;3.630710000000e-07
0.0,2.500000,2.500000,3.695303666667e-07,1.524049943043e-09,3,3.674081000000e-07;3.702658000000e-07;3.709172000000e-07
0.0,2.600000,2.600000,3.782534333333e-07,6.897208388584e-10,3,3.773023000000e-07;3.785417000000e-07;3.789163000000e-07
0.0,2.700000,2.700000,3.849074000000e-07,4.244899998822e-10,3,3.843176000000e-07;3.851054000000e-07;3.852992000000e-07
0.0,2.800000,2.800000,3.938299000000e-07,7.449905413270e-10,3,3.940605000000e-07;3.946049000000e-07;3.928243000000e-07
0.0,2.900000,2.900000,3.989625000000e-07,1.034987024073e-09,3,4.000024000000e-07;3.975505000000e-07;3.993346000000e-07
0.0,3.000000,3.000000,4.037670666667e-07,1.613120591345e-09,3,4.015525000000e-07;4.053487000000e-07;4.044000000000e-07
0.0,3.100000,3.100000,4.067101000000e-07,3.826041383293e-10,3,4.072334000000e-07;4.065676000000e-07;4.063293000000e-07
0.0,3.200000,3.200000,4.101605000000e-07,1.270482123710e-09,3,4.110965000000e-07;4.083643000000e-07;4.110207000000e-07
0.0,3.300000,3.300000,4.167932666667e-07,9.601841119748e-10,3,4.154822000000e-07;4.177550000000e-07;4.171426000000e-07
0.0,3.400000,3.400000,4.198500000000e-07,1.982607638104e-09,3,4.213203000000e-07;4.211824000000e-07;4.170473000000e-07
0.0,3.500000,3.500000,4.206250333333e-07,5.004304302853e-10,3,4.207179000000e-07;4.199710000000e-07;4.211862000000e-07
0.0,3.600000,3.600000,4.190667666667e-07,3.587923382063e-09,3,4.237841000000e-07;4.183267000000e-07;4.150895000000e-07
0.0,3.700000,3.700000,4.296838666667e-07,1.440039891423e-10,3,4.298515000000e-07;4.294999000000e-07;4.297002000000e-07
0.0,3.800000,3.800000,4.350212000000e-07,1.238886865968e-10,3,4.349248000000e-07;4.349427000000e-07;4.351961000000e-07
0.0,3.900000,3.900000,4.362787666667e-07,2.290704622794e-09,3,4.348537000000e-07;4.395108000000e-07;4.344718000000e-07
0.0,4.000000,4.000000,4.401032666667e-07,1.684739410776e-09,3,4.417476000000e-07;4.407743000000e-07;4.377879000000e-07
3.2,-2.000000,-2.000000,-1.274148666667e-09,1.369196834750e-10,3,-1.430528000000e-09;-1.097067000000e-09;-1.294851000000e-09
3.2,-1.900000,-1.900000,-1.123162666667e-09,1.219389864162e-10,3,-1.062263000000e-09;-1.293334000000e-09;-1.013891000000e-09
3.2,-1.800000,-1.800000,-1.089566900000e-09,1.175148195731e-10,3,-1.045409000000e-09;-1.250398000000e-09;-9.728937000000e-10
3.2,-1.700000,-1.700000,-1.152981000000e-09,6.636105827969e-11,3,-1.243783000000e-09;-1.087039000000e-09;-1.128121000000e-09
3.2,-1.600000,-1.600000,-9.637779000000e-10,1.511890737521e-10,3,-8.317388000000e-10;-1.175439000000e-09;-8.841559000000e-10
3.2,-1.500000,-1.500000,-9.966156666667e-10,5.159136212806e-11,3,-1.061841000000e-09;-9.356879000000e-10;-9.923181000000e-10
3.2,-1.400000,-1.400000,-8.697315000000e-10,1.308379793788e-10,3,-7.975249000000e-10;-1.053373000000e-09;-7.582966000000e-10
3.2,-1.300000,-1.300000,-9.022879666667e-10,1.162843575230e-10,3,-9.407015000000e-10;-7.446024000000e-10;-1.021560000000e-09
