LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
4.0,1.300000,1.300000,2.893177100000e-07,5.190290315474e-09,10,2.872268000000e-07;2.841495000000e-07;2.868137000000e-07;2.825448000000e-07;2.843150000000e-07;2.889084000000e-07;2.907798000000e-07;2.928208000000e-07;2.967244000000e-07;2.988939000000e-07
4.0,1.400000,1.400000,3.281109000000e-07,5.928513188650e-09,10,3.208721000000e-07;3.198749000000e-07;3.202159000000e-07;3.243451000000e-07;3.301832000000e-07;3.315963000000e-07;3.336336000000e-07;3.309923000000e-07;3.372186000000e-07;3.321770000000e-07
4.0,1.500000,1.500000,3.590981100000e-07,4.830647527289e-09,10,3.538294000000e-07;3.549235000000e-07;3.565382000000e-07;3.528984000000e-07;3.614023000000e-07;3.563744000000e-07;3.636777000000e-07;3.629314000000e-07;3.595843000000e-07;3.688215000000e-07
4.0,1.600000,1.600000,3.893174400000e-07,5.127094423199e-09,10,3.833618000000e-07;3.856776000000e-07;3.845436000000e-07;3.899673000000e-07;3.894719000000e-07;3.844838000000e-07;3.861734000000e-07;3.951136000000e-07;3.974100000000e-07;3.969714000000e-07
4.0,1.700000,1.700000,4.152131600000e-07,2.940320840725e-09,10,4.132971000000e-07;4.104517000000e-07;4.164608000000e-07;4.181823000000e-07;4.160546000000e-07;4.148891000000e-07;4.118186000000e-07;4.134856000000e-07;4.209206000000e-07;4.165712000000e-07
4.0,1.800000,1.800000,4.391413100000e-07,4.495365138773e-09,10,4.383814000000e-07;4.307646000000e-07;4.408451000000e-07;4.338270000000e-07;4.399848000000e-07;4.376157000000e-07;4.367104000000e-07;4.456624000000e-07;4.454092000000e-07;4.422125000000e-07
4.0,1.900000,1.900000,4.407528500000e-07,1.084026064966e-08,10,4.494961000000e-07;4.573286000000e-07;4.514818000000e-07;4.436447000000e-07;4.421337000000e-07;4.434628000000e-07;4.373314000000e-07;4.376622000000e-07;4.237446000000e-07;4.212426000000e-07
4.0,2.000000,2.000000,4.227639600000e-07,3.759912132271e-09,10,4.298537000000e-07;4.266230000000e-07;4.244644000000e-07;4.255035000000e-07;4.245533000000e-07;4.179755000000e-07;4.189213000000e-07;4.197361000000e-07;4.205147000000e-07;4.194941000000e-07
4.0,2.100000,2.100000,4.304822800000e-07,2.643263048128e-09,10,4.317249000000e-07;4.336366000000e-07;4.324024000000e-07;4.272224000000e-07;4.305533000000e-07;4.327127000000e-07;4.292924000000e-07;4.315912000000e-07;4.311982000000e-07;4.244887000000e-07
4.0,2.200000,2.200000,4.309638900000e-07,4.731168277381e-09,10,4.380483000000e-07;4.374270000000e-07;4.328590000000e-07;4.356709000000e-07;4.314056000000e-07;4.247895000000e-07;4.280903000000e-07;4.244249000000e-07;4.269996000000e-07;4.299238000000e-07
4.0,2.300000,2.300000,4.261832300000e-07,2.586156171251e-09,10,4.267780000000e-07;4.253802000000e-07;4.283467000000e-07;4.234045000000e-07;4.290373000000e-07;4.296545000000e-07;4.265703000000e-07;4.205363000000e-07;4.252815000000e-07;4.268430000000e-07
4.0,2.400000,2.400000,4.255682400000e-07,3.775716277000e-09,10,4.302005000000e-07;4.202680000000e-07;4.290597000000e-07;4.273797000000e-07;4.296852000000e-07;4.267154000000e-07;4.280890000000e-07;4.221923000000e-07;4.216057000000e-07;4.204869000000e-07
4.0,2.500000,2.500000,4.303870500000e-07,3.205755549711e-09,10,4.343595000000e-07;4.344322000000e-07;4.276359000000e-07;4.288805000000e-07;4.331555000000e-07;4.272467000000e-07;4.341087000000e-07;4.286683000000e-07;4.301334000000e-07;4.252498000000e-07
4.0,2.600000,2.600000,4.374500600000e-07,2.462708173211e-09,10,4.425150000000e-07;4.342877000000e-07;4.363159000000e-07;4.357300000000e-07;4.370809000000e-07;4.344630000000e-07;4.396747000000e-07;4.374753000000e-07;4.399996000000e-07;4.369585000000e-07
4.0,2.700000,2.700000,4.484738300000e-07,2.997401221075e-09,10,4.456481000000e-07;4.479578000000e-07;4.441812000000e-07;4.521947000000e-07;4.514687000000e-07;4.485320000000e-07;4.505044000000e-07;4.521395000000e-07;4.437005000000e-07;4.484114000000e-07
4.0,2.800000,2.800000,4.521156300000e-07,3.136798090107e-09,10,4.507890000000e-07;4.554445000000e-07;4.472118000000e-07;4.554074000000e-07;4.496421000000e-07;4.489233000000e-07;4.560930000000e-07;4.544058000000e-07;4.541500000000e-07;4.490894000000e-07
4.0,2.900000,2.900000,4.542106200000e-07,3.074427462407e-09,10,4.568477000000e-07;4.549119000000e-07;4.585200000000e-07;4.571453000000e-07;4.495144000000e-07;4.532911000000e-07;4.522752000000e-07;4.488880000000e-07;4.564265000000e-07;4.542861000000e-07
4.0,3.000000,3.000000,4.547419000000e-07,3.806054210071e-09,10,4.542275000000e-07;4.522708000000e-07;4.544701000000e-07;4.535829000000e-07;4.605846000000e-07;4.605269000000e-07;4.513115000000e-07;4.527403000000e-07;4.487477000000e-07;4.589567000000e-07
4.0,3.100000,3.100000,4.574021200000e-07,4.149151366195e-09,10,4.571951000000e-07;4.538236000000e-07;4.622514000000e-07;4.588305000000e-07;4.613812000000e-07;4.552793000000e-07;4.632347000000e-07;4.546004000000e-07;4.584197000000e-07;4.490053000000e-07
4.0,3.200000,3.200000,4.561041400000e-07,4.209032557536e-09,10,4.607176000000e-07;4.608153000000e-07;4.584510000000e-07;4.519690000000e-07;4.540724000000e-07;4.615082000000e-07;4.585129000000e-07;4.517568000000e-07;4.541498000000e-07;4.490884000000e-07
4.0,3.300000,3.300000,4.535797500000e-07,3.446466492874e-09,10,4.555866000000e-07;4.546097000000e-07;4.585525000000e-07;4.517119000000e-07;4.554484000000e-07;4.579181000000e-07;4.541546000000e-07;4.479774000000e-07;4.483950000000e-07;4.514433000000e-07
4.0,3.400000,3.400000,4.524581500000e-07,2.947805859703e-09,10,4.495385000000e-07;4.525270000000e-07;4.562252000000e-07;4.532459000000e-07;4.482384000000e-07;4.516629000000e-07;4.496184000000e-07;4.512317000000e-07;4.581884000000e-07;4.541051000000e-07
4.0,3.500000,3.500000,4.610548600000e-07,4.581053859146e-09,10,4.523573000000e-07;4.621843000000e-07;4.571095000000e-07;4.608053000000e-07;4.675085000000e-07;4.598632000000e-07;4.683071000000e-07;4.601897000000e-07;4.578800000000e-07;4.643437000000e-07
4.0,3.600000,3.600000,4.757025100000e-07,6.753411211891e-09,10,4.637966000000e-07;4.740238000000e-07;4.695989000000e-07;4.756280000000e-07;4.783489000000e-07;4.721603000000e-07;4.751393000000e-07;4.752718000000e-07;4.833832000000e-07;4.896743000000e-07
4.0,3.700000,3.700000,4.950801500000e-07,5.490535605066e-09,10,4.847826000000e-07;4.936305000000e-07;4.963670000000e-07;4.961058000000e-07;4.877775000000e-07;5.005405000000e-07;4.946573000000e-07;4.948585000000e-07;4.967878000000e-07;5.052940000000e-07
4.0,3.800000,3.800000,5.179159000000e-07,5.822670376382e-09,10,5.059966000000e-07;5.086211000000e-07;5.185962000000e-07;5.198362000000e-07;5.220764000000e-07;5.152548000000e-07;5.216187000000e-07;5.211252000000e-07;5.212878000000e-07;5.247460000000e-07
4.0,3.900000,3.900000,5.491364300000e-07,1.118764309308e-08,10,5.421379000000e-07;5.324787000000e-07;5.368986000000e-07;5.417036000000e-07;5.431535000000e-07;5.499837000000e-07;5.527888000000e-07;5.640057000000e-07;5.648085000000e-07;5.634053000000e-07
4.0,4.000000,4.000000,5.744469300000e-07,5.784281491084e-09,10,5.649147000000e-07;5.645948000000e-07;5.776301000000e-07;5.780865000000e-07;5.719484000000e-07;5.753329000000e-07;5.772844000000e-07;5.807514000000e-07;5.716817000000e-07;5.822444000000e-07
4.0,4.100000,4.100000,5.867319500000e-07,3.962830464264e-09,10,5.869070000000e-07;5.839138000000e-07;5.889798000000e-07;5.895557000000e-07;5.807915000000e-07;5.839107000000e-07;5.811617000000e-07;5.890041000000e-07;5.938083000000e-07;5.892869000000e-07
4.0,4.200000,4.200000,5.959938100000e-07,4.433367473253e-09,10,5.878965000000e-07;5.996835000000e-07;5.947587000000e-07;5.975895000000e-07;5.895963000000e-07;5.957987000000e-07;5.946969000000e-07;5.995769000000e-07;6.035557000000e-07;5.967854000000e-07
4.0,4.300000,4.300000,6.226148900000e-07,6.564450025166e-09,10,6.098642000000e-07;6.178329000000e-07;6.160209000000e-07;6.225362000000e-07;6.209065000000e-07;6.255601000000e-07;6.236181000000e-07;6.293328000000e-07;6.264960000000e-07;6.339812000000e-07
4.0,4.400000,4.400000,6.405447000000e-07,5.625306819366e-09,10,6.371297000000e-07;6.383008000000e-07;6.433559000000e-07;6.331647000000e-07;6.330509000000e-07;6.353671000000e-07;6.449830000000e-07;6.450543000000e-07;6.504408000000e-07;6.445998000000e-07
4.0,4.500000,4.500000,6.565549200000e-07,8.749804779971e-09,10,6.508713000000e-07;6.475227000000e-07;6.465497000000e-07;6.752770000000e-07;6.487863000000e-07;6.536706000000e-07;6.609371000000e-07;6.604884000000e-07;6.551109000000e-07;6.663352000000e-07
4.0,4.600000,4.600000,6.678569800000e-07,5.679745517151e-09,10,6.717006000000e-07;6.614837000000e-07;6.619777000000e-07;6.628837000000e-07;6.666589000000e-07;6.637475000000e-07;6.765067000000e-07;6.752339000000e-07;6.638595000000e-07;6.745176000000e-07
4.0,4.700000,4.700000,6.707539000000e-07,4.364573462550e-09,10,6.763101000000e-07;6.678183000000e-07;6.654077000000e-07;6.641142000000e-07;6.755804000000e-07;6.659087000000e-07;6.744386000000e-07;6.708418000000e-07;6.746176000000e-07;6.725016000000e-07
4.0,4.800000,4.800000,6.751098200000e-07,1.226393019711e-08,10,6.622810000000e-07;6.735073000000e-07;6.689160000000e-07;6.668600000000e-07;6.678882000000e-07;6.945281000000e-07;6.666183000000e-07;6.667928000000e-07;6.988990000000e-07;6.848075000000e-07
4.0,4.900000,4.900000,6.978146100000e-07,1.416799591752e-08,10,6.755673000000e-07;6.857851000000e-07;6.843120000000e-07;6.985435000000e-07;6.919996000000e-07;6.895025000000e-07;7.232529000000e-07;7.081683000000e-07;7.088658000000e-07;7.121491000000e-07
4.0,5.000000,5.000000,7.170689200000e-07,4.587663789730e-09,10,7.130265000000e-07;7.107771000000e-07;7.093208000000e-07;7.189740000000e-07;7.240577000000e-07;7.161275000000e-07;7.205622000000e-07;7.169381000000e-07;7.187167000000e-07;7.221886000000e-07
3.5,-2.000000,-2.000000,-2.147081666667e-09,1.233670918663e-11,3,-2.136688000000e-09;-2.164414000000e-09;-2.140143000000e-09
3.5,-1.900000,-1.900000,-2.145396666667e-09,3.278891282465e-11,3,-2.190538000000e-09;-2.113641000000e-09;-2.132011000000e-09
3.5,-1.800000,-1.800000,-2.100199000000e-09,2.180085215460e-11,3,-2.078541000000e-09;-2.130031000000e-09;-2.092025000000e-09
3.5,-1.700000,-1.700000,-2.133289333333e-09,2.569313146003e-11,3,-2.132264000000e-09;-2.102347000000e-09;-2.165257000000e-09
3.5,-1.600000,-1.600000,-2.110831000000e-09,3.321727069864e-11,3,-2.084314000000e-09;-2.157671000000e-09;-2.090508000000e-09
3.5,-1.500000,-1.500000,-2.100943666667e-09,3.802547021259e-11,3,-2.148487000000e-09;-2.055409000000e-09;-2.098935000000e-09
3.5,-1.400000,-1.400000,-2.080520666667e-09,2.644542988033e-11,3,-2.043694000000e-09;-2.093287000000e-09;-2.104581000000e-09
3.5,-1.300000,-1.300000,-2.045913333333e-09,1.674810887500e-11,3,-2.067079000000e-09;-2.044537000000e-09;-2.026124000000e-09
3.5,-1.200000,-1.200000,-1.991249333333e-09,2.786703567937e-11,3,-1.991278000000e-09;-1.957105000000e-09;-2.025365000000e-09
3.5,-1.100000,-1.100000,-1.938678000000e-09,3.699923870388e-11,3,-1.942189000000e-09;-1.982135000000e-09;-1.891710000000e-09
3.5,-1.000000,-1.000000,-1.764785000000e-09,2.585631233181e-11,10,-1.786708000000e-09;-1.736524000000e-09;-1.798591000000e-09;-1.786371000000e-09;-1.789363000000e-09;-1.724474000000e-09;-1.782284000000e-09;-1.732269000000e-09;-1.751314000000e-09;-1.759952000000e-09
3.5,-0.990000,-0.990000,-1.721203500000e-09,3.728063000071e-11,10,-1.713139000000e-09;-1.702141000000e-09;-1.750260000000e-09;-1.682843000000e-09;-1.786876000000e-09;-1.687815000000e-09;-1.754011000000e-09;-1.680779000000e-09;-1.765471000000e-09;-1.688700000000e-09
3.5,-0.980000,-0.980000,-1.683710900000e-09,3.024912585001e-11,10,-1.706607000000e-09;-1.677618000000e-09;-1.746889000000e-09;-1.659331000000e-09;-1.686256000000e-09;-1.630890000000e-09;-1.710274000000e-09;-1.665482000000e-09;-1.683012000000e-09;-1.670750000000e-09
3.5,-0.970000,-0.970000,-1.643471700000e-09,1.130965598106e-11,10,-1.656467000000e-09;-1.637547000000e-09;-1.662028000000e-09;-1.646565000000e-09;-1.653348000000e-09;-1.621198000000e-09;-1.639485000000e-09;-1.645722000000e-09;-1.636495000000e-09;-1.635862000000e-09
3.5,-0.960000,-0.960000,-1.581523700000e-09,2.139514715561e-11,10,-1.621030000000e-09;-1.575776000000e-09;-1.580960000000e-09;-1.585594000000e-09;-1.579190000000e-09;-1.603628000000e-09;-1.548977000000e-09;-1.589134000000e-09;-1.544975000000e-09;-1.585973000000e-09
3.5,-0.950000,-0.950000,-1.532342700000e-09,1.583067882341e-11,10,-1.531576000000e-09;-1.554877000000e-09;-1.528331000000e-09;-1.540214000000e-09;-1.529468000000e-09;-1.507179000000e-09;-1.562377000000e-09;-1.529090000000e-09;-1.514301000000e-09;-1.526014000000e-09
3.5,-0.940000,-0.940000,-1.473331900000e-09,1.887065060590e-11,10,-1.480170000000e-09;-1.498163000000e-09;-1.479243000000e-09;-1.492263000000e-09;-1.489904000000e-09;-1.472291000000e-09;-1.477137000000e-09;-1.461041000000e-09;-1.446209000000e-09;-1.436898000000e-09
3.5,-0.930000,-0.930000,-1.399817100000e-09,2.605732232771e-11,10,-1.449495000000e-09;-1.408581000000e-09;-1.419031000000e-09;-1.403188000000e-09;-1.410562000000e-09;-1.389873000000e-09;-1.398258000000e-09;-1.390590000000e-09;-1.387092000000e-09;-1.341501000000e-09
3.5,-0.920000,-0.920000,-1.317905100000e-09,1.303545485551e-11,10,-1.308636000000e-09;-1.333116000000e-09;-1.325911000000e-09;-1.340911000000e-09;-1.323762000000e-09;-1.325447000000e-09;-1.299366000000e-09;-1.304295000000e-09;-1.309983000000e-09;-1.307624000000e-09
3.5,-0.910000,-0.910000,-1.238921300000e-09,1.529209393151e-11,10,-1.240207000000e-09;-1.252552000000e-09;-1.246400000000e-09;-1.224574000000e-09;-1.222804000000e-09;-1.263297000000e-09;-1.234897000000e-09;-1.209532000000e-09;-1.245347000000e-09;-1.249603000000e-09
3.5,-0.900000,-0.900000,-1.157321100000e-09,3.228049560168e-11,10,-1.199503000000e-09;-1.182902000000e-09;-1.137901000000e-09;-1.143673000000e-09;-1.187326000000e-09;-1.160233000000e-09;-1.182607000000e-09;-1.085441000000e-09;-1.162424000000e-09;-1.131201000000e-09
3.5,-0.890000,-0.890000,-1.123692800000e-09,1.324782620508e-11,10,-1.119108000000e-09;-1.136847000000e-09;-1.098673000000e-09;-1.133139000000e-09;-1.132676000000e-09;-1.134867000000e-09;-1.110934000000e-09;-1.136427000000e-09;-1.106426000000e-09;-1.127831000000e-09
3.5,-0.880000,-0.880000,-1.056443900000e-09,2.414960267354e-11,10,-1.056917000000e-09;-1.063026000000e-09;-1.060708000000e-09;-1.105414000000e-09;-1.035890000000e-09;-1.088222000000e-09;-1.032772000000e-09;-1.045370000000e-09;-1.055104000000e-09;-1.021016000000e-09
3.5,-0.870000,-0.870000,-9.919128200000e-10,2.789292786223e-11,10,-1.026493000000e-09;-9.618994000000e-10;-1.016929000000e-09;-9.775319000000e-10;-1.030201000000e-09;-9.655655000000e-10;-1.013095000000e-09;-9.717167000000e-10;-1.004668000000e-09;-9.510287000000e-10
3.5,-0.860000,-0.860000,-9.420662700000e-10,3.385414763358e-11,10,-9.693998000000e-10;-9.458877000000e-10;-9.510287000000e-10;-8.812516000000e-10;-9.731921000000e-10;-8.882463000000e-10;-9.710008000000e-10;-9.494696000000e-10;-9.128955000000e-10;-9.782906000000e-10
3.5,-0.850000,-0.850000,-8.716193600000e-10,2.550938915875e-11,10,-8.683157000000e-10;-9.138226000000e-10;-8.445513000000e-10;-9.017296000000e-10;-8.447623000000e-10;-8.836952000000e-10;-8.331749000000e-10;-8.906902000000e-10;-8.547483000000e-10;-8.807035000000e-10
3.5,-0.840000,-0.840000,-8.101897800000e-10,2.754758752976e-11,10,-7.573726000000e-10;-8.395794000000e-10;-7.848452000000e-10;-8.231469000000e-10;-8.073036000000e-10;-8.364191000000e-10;-7.950415000000e-10;-8.320373000000e-10;-7.838759000000e-10;-8.422763000000e-10
3.5,-0.830000,-0.830000,-7.523119800000e-10,2.691039664140e-11,10,-7.288044000000e-10;-7.729206000000e-10;-7.159953000000e-10;-7.977384000000e-10;-7.441841000000e-10;-7.748590000000e-10;-7.182283000000e-10;-7.698449000000e-10;-7.299001000000e-10;-7.706447000000e-10
3.5,-0.820000,-0.820000,-6.865083600000e-10,1.813995526506e-11,10,-6.957274000000e-10;-6.646315000000e-10;-6.859522000000e-10;-6.842247000000e-10;-6.846038000000e-10;-6.936210000000e-10;-7.219361000000e-10;-6.638309000000e-10;-6.641258000000e-10;-7.064302000000e-10
3.5,-0.810000,-0.810000,-6.041034900000e-10,2.185036221322e-11,10,-6.276783000000e-10;-5.982676000000e-10;-6.234651000000e-10;-5.804441000000e-10;-6.192090000000e-10;-5.947706000000e-10;-5.920737000000e-10;-5.799385000000e-10;-6.447016000000e-10;-5.804864000000e-10
3.5,-0.800000,-0.800000,-5.182054100000e-10,2.962526952790e-11,10,-4.760739000000e-10;-5.704158000000e-10;-4.984058000000e-10;-5.375501000000e-10;-5.171984000000e-10;-5.080547000000e-10;-5.415529000000e-10;-4.909057000000e-10;-5.533510000000e-10;-4.885458000000e-10
3.5,-0.790000,-0.790000,-4.247355000000e-10,2.505672089269e-11,10,-4.571548000000e-10;-4.051171000000e-10;-4.385729000000e-10;-4.086986000000e-10;-4.670146000000e-10;-4.142605000000e-10;-4.470420000000e-10;-3.939932000000e-10;-4.231934000000e-10;-3.923079000000e-10
3.5,-0.780000,-0.780000,-3.210309000000e-10,3.409823876358e-11,10,-3.500878000000e-10;-3.021372000000e-10;-3.700602000000e-10;-2.752967000000e-10;-3.482338000000e-10;-2.835974000000e-10;-3.585149000000e-10;-2.911397000000e-10;-3.423769000000e-10;-2.888644000000e-10
3.5,-0.770000,-0.770000,-2.196352600000e-10,2.453716237266e-11,10,-2.062782000000e-10;-2.428521000000e-10;-2.002949000000e-10;-2.222898000000e-10;-1.918677000000e-10;-2.444111000000e-10;-1.992837000000e-10;-2.504366000000e-10;-1.863480000000e-10;-2.522905000000e-10
3.5,-0.760000,-0.760000,-1.008031580000e-10,2.483408808664e-11,10,-7.524163000000e-11;-1.278646000000e-10;-7.043861000000e-11;-1.172894000000e-10;-8.467922000000e-11;-1.223453000000e-10;-7.431473000000e-11;-1.282859000000e-10;-7.743249000000e-11;-1.301397000000e-10
3.5,-0.750000,-0.750000,2.601858280000e-11,2.849750859008e-11,10,6.425765000000e-11;-1.288615000000e-11;5.001707000000e-11;1.607270000000e-12;7.512778000000e-11;-7.872522000000e-12;2.705502000000e-11;2.330520000000e-11;7.000150000000e-12;3.257436000000e-11
3.5,-0.740000,-0.740000,1.677424600000e-10,2.639592527123e-11,10,1.829437000000e-10;1.478056000000e-10;1.614142000000e-10;1.444770000000e-10;1.671440000000e-10;2.139951000000e-10;1.435501000000e-10;1.962998000000e-10;1.275400000000e-10;1.922551000000e-10
3.5,-0.730000,-0.730000,3.201551800000e-10,2.450958156831e-11,10,3.606569000000e-10;3.019247000000e-10;3.416974000000e-10;2.999866000000e-10;3.495337000000e-10;2.880212000000e-10;3.382424000000e-10;2.938353000000e-10;3.229905000000e-10;3.046631000000e-10
3.5,-0.720000,-0.720000,4.932801700000e-10,2.711578019719e-11,10,5.025998000000e-10;4.646390000000e-10;5.150706000000e-10;5.102679000000e-10;5.138070000000e-10;4.708742000000e-10;5.318394000000e-10;4.592880000000e-10;5.127957000000e-10;4.516201000000e-10
3.5,-0.710000,-0.710000,6.732853500000e-10,5.717016564858e-11,10,6.759311000000e-10;7.063928000000e-10;6.881501000000e-10;6.929106000000e-10;5.640284000000e-10;7.095101000000e-10;6.648506000000e-10;7.066457000000e-10;7.524852000000e-10;5.719489000000e-10
3.5,-0.700000,-0.700000,8.319715100000e-10,9.883142504896e-11,10,5.485241000000e-10;8.557927000000e-10;9.002424000000e-10;8.132816000000e-10;8.859177000000e-10;8.332522000000e-10;9.096799000000e-10;8.370020000000e-10;8.775752000000e-10;8.584473000000e-10
3.5,-0.690000,-0.690000,1.078878100000e-09,2.824234751025e-11,10,1.084233000000e-09;1.059375000000e-09;1.134286000000e-09;1.052549000000e-09;1.095736000000e-09;1.034602000000e-09;1.104035000000e-09;1.054278000000e-09;1.073658000000e-09;1.096029000000e-09
3.5,-0.680000,-0.680000,1.319342500000e-09,2.793242172190e-11,10,1.300286000000e-09;1.272984000000e-09;1.338584000000e-09;1.299907000000e-09;1.350297000000e-09;1.296410000000e-09;1.337826000000e-09;1.313136000000e-09;1.370731000000e-09;1.313264000000e-09
3.5,-0.670000,-0.670000,1.599790100000e-09,2.234377642857e-11,10,1.592262000000e-09;1.622343000000e-09;1.570689000000e-09;1.633171000000e-09;1.585267000000e-09;1.640292000000e-09;1.584719000000e-09;1.594157000000e-09;1.582318000000e-09;1.592683000000e-09
3.5,-0.660000,-0.660000,1.885880000000e-09,2.815524497141e-11,10,1.895234000000e-09;1.918490000000e-09;1.897593000000e-09;1.869576000000e-09;1.917184000000e-09;1.846782000000e-09;1.913139000000e-09;1.830098000000e-09;1.887522000000e-09;1.883182000000e-09
3.5,-0.650000,-0.650000,2.143833300000e-09,1.684603558141e-11,10,2.140188000000e-09;2.155653000000e-09;2.166732000000e-09;2.172630000000e-09;2.138125000000e-09;2.142549000000e-09;2.137197000000e-09;2.110401000000e-09;2.142590000000e-09;2.132268000000e-09
3.5,-0.640000,-0.640000,2.448486200000e-09,2.684911018190e-11,10,2.419018000000e-09;2.485207000000e-09;2.431912000000e-09;2.474340000000e-09;2.406000000000e-09;2.482217000000e-09;2.456095000000e-09;2.465364000000e-09;2.421337000000e-09;2.443372000000e-09
3.5,-0.630000,-0.630000,2.816923000000e-09,2.912219000693e-11,10,2.780470000000e-09;2.821212000000e-09;2.782071000000e-09;2.846281000000e-09;2.783799000000e-09;2.842025000000e-09;2.797029000000e-09;2.844216000000e-09;2.809077000000e-09;2.863050000000e-09
3.5,-0.620000,-0.620000,3.181441100000e-09,3.659340351061e-11,10,3.132822000000e-09;3.242364000000e-09;3.195428000000e-09;3.189825000000e-09;3.131979000000e-09;3.189067000000e-09;3.206552000000e-09;3.175584000000e-09;3.131767000000e-09;3.219023000000e-09
3.5,-0.610000,-0.610000,3.558557400000e-09,3.364972311981e-11,10,3.604659000000e-09;3.525073000000e-09;3.608829000000e-09;3.578158000000e-09;3.552624000000e-09;3.525196000000e-09;3.599056000000e-09;3.526208000000e-09;3.535351000000e-09;3.530420000000e-09
3.5,-0.600000,-0.600000,4.008442800000e-09,5.976752093035e-11,10,3.997411000000e-09;4.001499000000e-09;3.998087000000e-09;3.868278000000e-09;4.079274000000e-09;4.020880000000e-09;3.976430000000e-09;4.028718000000e-09;4.104304000000e-09;4.009547000000e-09
3.5,-0.590000,-0.590000,4.404004200000e-09,9.029439140367e-11,10,4.343949000000e-09;4.500554000000e-09;4.470469000000e-09;4.575845000000e-09;4.292254000000e-09;4.351069000000e-09;4.269672000000e-09;4.409885000000e-09;4.389536000000e-09;4.436809000000e-09
3.5,-0.580000,-0.580000,4.913828700000e-09,4.098012667147e-11,10,4.864956000000e-09;4.963377000000e-09;4.879281000000e-09;4.933126000000e-09;4.878478000000e-09;4.921412000000e-09;4.864238000000e-09;4.974331000000e-09;4.894449000000e-09;4.964639000000e-09
3.5,-0.570000,-0.570000,5.416080300000e-09,8.022423924607e-11,10,5.442965000000e-09;5.399190000000e-09;5.349556000000e-09;5.469126000000e-09;5.375974000000e-09;5.504142000000e-09;5.392029000000e-09;5.522846000000e-09;5.236982000000e-09;5.467993000000e-09
3.5,-0.560000,-0.560000,5.936297200000e-09,4.430105827810e-11,10,5.970414000000e-09;5.948589000000e-09;5.892853000000e-09;6.005429000000e-09;5.950825000000e-09;5.980569000000e-09;5.881183000000e-09;5.910880000000e-09;5.863569000000e-09;5.958661000000e-09
