LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
4.0,-0.870000,-0.870000,-5.020935500000e-10,6.959338696780e-12,10,-4.955835000000e-10;-4.901901000000e-10;-4.951621000000e-10;-5.169042000000e-10;-5.032523000000e-10;-5.036315000000e-10;-5.009769000000e-10;-5.045165000000e-10;-5.047692000000e-10;-5.059492000000e-10
4.0,-0.860000,-0.860000,-4.778528100000e-10,1.177116211276e-11,10,-4.957100000000e-10;-4.704705000000e-10;-4.912857000000e-10;-4.738836000000e-10;-4.821001000000e-10;-4.689538000000e-10;-4.809625000000e-10;-4.553017000000e-10;-4.897266000000e-10;-4.701336000000e-10
4.0,-0.850000,-0.850000,-4.472325800000e-10,1.507631827986e-11,10,-4.387422000000e-10;-4.615378000000e-10;-4.250901000000e-10;-4.569028000000e-10;-4.349079000000e-10;-4.652035000000e-10;-4.343600000000e-10;-4.565235000000e-10;-4.311578000000e-10;-4.679002000000e-10
4.0,-0.840000,-0.840000,-4.170000800000e-10,1.817991917616e-11,10,-4.253009000000e-10;-4.268178000000e-10;-4.421973000000e-10;-3.977860000000e-10;-4.217613000000e-10;-3.932775000000e-10;-4.197811000000e-10;-4.103848000000e-10;-4.437144000000e-10;-3.889797000000e-10
4.0,-0.830000,-0.830000,-4.004195700000e-10,1.248043111035e-11,10,-4.134608000000e-10;-3.777294000000e-10;-4.082779000000e-10;-3.907495000000e-10;-4.151039000000e-10;-3.861564000000e-10;-4.142611000000e-10;-3.945837000000e-10;-4.077724000000e-10;-3.961006000000e-10
4.0,-0.820000,-0.820000,-3.719778100000e-10,1.335316920880e-11,10,-3.581362000000e-10;-3.749906000000e-10;-3.617598000000e-10;-3.899489000000e-10;-3.673218000000e-10;-3.784457000000e-10;-3.493719000000e-10;-3.724202000000e-10;-3.713246000000e-10;-3.960584000000e-10
4.0,-0.810000,-0.810000,-3.405275800000e-10,1.049397536473e-11,10,-3.368997000000e-10;-3.218572000000e-10;-3.407762000000e-10;-3.372368000000e-10;-3.421667000000e-10;-3.261550000000e-10;-3.421667000000e-10;-3.525742000000e-10;-3.588103000000e-10;-3.466330000000e-10
4.0,-0.800000,-0.800000,-3.157010900000e-10,9.253063206793e-12,10,-3.215621000000e-10;-2.979240000000e-10;-3.159580000000e-10;-3.225735000000e-10;-3.194555000000e-10;-3.230791000000e-10;-3.107754000000e-10;-3.300737000000e-10;-3.036544000000e-10;-3.119552000000e-10
4.0,-0.790000,-0.790000,-2.755161000000e-10,1.186081227387e-11,10,-2.729795000000e-10;-2.680917000000e-10;-2.869265000000e-10;-2.647630000000e-10;-2.827550000000e-10;-2.553667000000e-10;-2.819545000000e-10;-2.776566000000e-10;-2.981769000000e-10;-2.664906000000e-10
4.0,-0.780000,-0.780000,-2.437203000000e-10,8.904530274080e-12,10,-2.466024000000e-10;-2.449169000000e-10;-2.629933000000e-10;-2.316863000000e-10;-2.388494000000e-10;-2.387230000000e-10;-2.343830000000e-10;-2.548189000000e-10;-2.409562000000e-10;-2.432736000000e-10
4.0,-0.770000,-0.770000,-2.055072600000e-10,1.826238665001e-11,10,-1.817974000000e-10;-2.179921000000e-10;-2.029918000000e-10;-2.302115000000e-10;-2.066997000000e-10;-2.314335000000e-10;-1.941432000000e-10;-2.179921000000e-10;-1.742129000000e-10;-1.975984000000e-10
4.0,-0.760000,-0.760000,-1.689038100000e-10,1.912900254077e-11,10,-1.503640000000e-10;-1.890026000000e-10;-1.551254000000e-10;-1.778366000000e-10;-1.435380000000e-10;-1.772889000000e-10;-1.555889000000e-10;-2.094807000000e-10;-1.590861000000e-10;-1.717269000000e-10
4.0,-0.750000,-0.750000,-1.236262780000e-10,2.151199258398e-11,10,-1.019954000000e-10;-1.412205000000e-10;-9.656038000000e-11;-1.451813000000e-10;-9.946750000000e-11;-1.450128000000e-10;-1.086102000000e-10;-1.531028000000e-10;-1.065036000000e-10;-1.386083000000e-10
4.0,-0.740000,-0.740000,-7.442410700000e-11,1.327857931749e-11,10,-8.130850000000e-11;-7.368257000000e-11;-9.972027000000e-11;-7.288207000000e-11;-8.025522000000e-11;-4.890886000000e-11;-6.605665000000e-11;-8.585879000000e-11;-6.074802000000e-11;-7.482012000000e-11
4.0,-0.730000,-0.730000,-1.292376250000e-11,2.203154684825e-11,10,-4.290901000000e-12;5.778628000000e-12;-4.549613000000e-11;1.155082000000e-11;-3.302501000000e-11;5.122430000000e-13;-4.452712000000e-11;-1.425915000000e-12;-3.180316000000e-11;1.348892000000e-11
4.0,-0.720000,-0.720000,3.546506870000e-11,2.367877089116e-11,10,1.037111000000e-11;6.606991000000e-11;2.507522000000e-11;6.960893000000e-11;1.787075000000e-11;5.081809000000e-11;6.789846000000e-12;6.130897000000e-11;8.559431000000e-12;3.817843000000e-11
4.0,-0.710000,-0.710000,6.773410430000e-11,2.958138276746e-11,10,4.689972000000e-11;8.460799000000e-11;4.618343000000e-11;8.759948000000e-11;5.574756000000e-11;1.051265000000e-10;5.439922000000e-11;8.119533000000e-11;7.421813000000e-12;1.081600000000e-10
4.0,-0.700000,-0.700000,1.268286490000e-10,2.144388090970e-11,10,1.195778000000e-10;1.648698000000e-10;1.233274000000e-10;1.355457000000e-10;1.264031000000e-10;1.523145000000e-10;1.052949000000e-10;1.304899000000e-10;8.342829000000e-11;1.270351000000e-10
4.0,-0.690000,-0.690000,1.727990500000e-10,1.648871114170e-11,10,1.412758000000e-10;1.733805000000e-10;1.627210000000e-10;1.663864000000e-10;1.818069000000e-10;1.876632000000e-10;2.012299000000e-10;1.662601000000e-10;1.882533000000e-10;1.590134000000e-10
4.0,-0.680000,-0.680000,2.415082300000e-10,2.138029037198e-11,10,2.662818000000e-10;2.420560000000e-10;2.694419000000e-10;2.221276000000e-10;2.689787000000e-10;2.313122000000e-10;2.544848000000e-10;2.105410000000e-10;2.364522000000e-10;2.134061000000e-10
4.0,-0.670000,-0.670000,3.075461600000e-10,1.029917556149e-11,10,3.121219000000e-10;2.913504000000e-10;3.196211000000e-10;3.126692000000e-10;3.267837000000e-10;3.017571000000e-10;3.080772000000e-10;2.979654000000e-10;2.970804000000e-10;3.080352000000e-10
4.0,-0.660000,-0.660000,3.761542200000e-10,1.012795802260e-11,10,3.743931000000e-10;3.624274000000e-10;3.905297000000e-10;3.814291000000e-10;3.784379000000e-10;3.839994000000e-10;3.537062000000e-10;3.802074000000e-10;3.767524000000e-10;3.796596000000e-10
4.0,-0.650000,-0.650000,4.393354900000e-10,1.580458598600e-11,10,4.190953000000e-10;4.383915000000e-10;4.351898000000e-10;4.370436000000e-10;4.247407000000e-10;4.365381000000e-10;4.262158000000e-10;4.434895000000e-10;4.563820000000e-10;4.762686000000e-10
4.0,-0.640000,-0.640000,6.020712700000e-10,2.044171383852e-11,10,5.723299000000e-10;5.579209000000e-10;5.998846000000e-10;6.121872000000e-10;6.182125000000e-10;5.960087000000e-10;6.207402000000e-10;6.142938000000e-10;6.226358000000e-10;6.064991000000e-10
4.0,-0.630000,-0.630000,7.336961200000e-10,7.356213252727e-12,10,7.395106000000e-10;7.457039000000e-10;7.361819000000e-10;7.219412000000e-10;7.373612000000e-10;7.308731000000e-10;7.218567000000e-10;7.399323000000e-10;7.341595000000e-10;7.294408000000e-10
4.0,-0.620000,-0.620000,8.541435600000e-10,1.474676633443e-11,10,8.553317000000e-10;8.573964000000e-10;8.692774000000e-10;8.725635000000e-10;8.471581000000e-10;8.465260000000e-10;8.338442000000e-10;8.268926000000e-10;8.707522000000e-10;8.616935000000e-10
4.0,-0.610000,-0.610000,9.536807100000e-10,7.490370905029e-12,10,9.425034000000e-10;9.592303000000e-10;9.595663000000e-10;9.577549000000e-10;9.657599000000e-10;9.421234000000e-10;9.460421000000e-10;9.563643000000e-10;9.558589000000e-10;9.516036000000e-10
4.0,-0.600000,-0.600000,1.075746100000e-09,2.799895880011e-11,10,1.059209000000e-09;1.030266000000e-09;1.023649000000e-09;1.065318000000e-09;1.101047000000e-09;1.100667000000e-09;1.091271000000e-09;1.091820000000e-09;1.097971000000e-09;1.096243000000e-09
4.0,-0.590000,-0.590000,1.244721000000e-09,1.593706924751e-11,10,1.246234000000e-09;1.265236000000e-09;1.245602000000e-09;1.235448000000e-09;1.263676000000e-09;1.253816000000e-09;1.231739000000e-09;1.262707000000e-09;1.219649000000e-09;1.223103000000e-09
4.0,-0.580000,-0.580000,1.410136400000e-09,2.048453724740e-11,10,1.422642000000e-09;1.397573000000e-09;1.398162000000e-09;1.395634000000e-09;1.377854000000e-09;1.398668000000e-09;1.400817000000e-09;1.433933000000e-09;1.446530000000e-09;1.429551000000e-09
4.0,-0.570000,-0.570000,1.610588600000e-09,3.394501960583e-11,10,1.561972000000e-09;1.577520000000e-09;1.566775000000e-09;1.583376000000e-09;1.659508000000e-09;1.628752000000e-09;1.615775000000e-09;1.629847000000e-09;1.626813000000e-09;1.655548000000e-09
4.0,-0.560000,-0.560000,1.988092500000e-09,5.525024769040e-11,10,1.919126000000e-09;1.912680000000e-09;1.939770000000e-09;1.944618000000e-09;1.980385000000e-09;2.022014000000e-09;2.043417000000e-09;1.994501000000e-09;2.045481000000e-09;2.078933000000e-09
4.0,-0.550000,-0.550000,2.291587500000e-09,2.406998682696e-11,10,2.308891000000e-09;2.266843000000e-09;2.314663000000e-09;2.235455000000e-09;2.291914000000e-09;2.293217000000e-09;2.325997000000e-09;2.292333000000e-09;2.291617000000e-09;2.294945000000e-09
4.0,-0.540000,-0.540000,2.568505200000e-09,3.435543259748e-11,10,2.506239000000e-09;2.597412000000e-09;2.601413000000e-09;2.619743000000e-09;2.547948000000e-09;2.591430000000e-09;2.557092000000e-09;2.541966000000e-09;2.533667000000e-09;2.588142000000e-09
4.0,-0.530000,-0.530000,2.856520700000e-09,2.325665997967e-11,10,2.865078000000e-09;2.828298000000e-09;2.883236000000e-09;2.852858000000e-09;2.879487000000e-09;2.824884000000e-09;2.883699000000e-09;2.819660000000e-09;2.857914000000e-09;2.870093000000e-09
4.0,-0.520000,-0.520000,3.077667500000e-09,7.755924253144e-11,10,3.148837000000e-09;3.097309000000e-09;3.175548000000e-09;3.173864000000e-09;3.147912000000e-09;2.955240000000e-09;3.038704000000e-09;3.002006000000e-09;3.048056000000e-09;2.989199000000e-09
4.0,-0.510000,-0.510000,3.306078600000e-09,5.495013815306e-11,10,3.230658000000e-09;3.235459000000e-09;3.331987000000e-09;3.281005000000e-09;3.314584000000e-09;3.280163000000e-09;3.264786000000e-09;3.349723000000e-09;3.408835000000e-09;3.363586000000e-09
4.0,-0.500000,-0.500000,3.645904400000e-09,1.455680774127e-10,10,3.697357000000e-09;3.731440000000e-09;3.745007000000e-09;3.790637000000e-09;3.807195000000e-09;3.754446000000e-09;3.596957000000e-09;3.498365000000e-09;3.473928000000e-09;3.363712000000e-09
4.0,-0.490000,-0.490000,3.429720100000e-09,6.407959338893e-11,10,3.514419000000e-09;3.541510000000e-09;3.508436000000e-09;3.422948000000e-09;3.384777000000e-09;3.395352000000e-09;3.418905000000e-09;3.396408000000e-09;3.367461000000e-09;3.346985000000e-09
4.0,-0.480000,-0.480000,3.575038000000e-09,3.481696139815e-11,10,3.615283000000e-09;3.589370000000e-09;3.574960000000e-09;3.549472000000e-09;3.621055000000e-09;3.535317000000e-09;3.559587000000e-09;3.531733000000e-09;3.544627000000e-09;3.628976000000e-09
4.0,-0.470000,-0.470000,3.842471600000e-09,3.483784675091e-11,10,3.845997000000e-09;3.764978000000e-09;3.820424000000e-09;3.868457000000e-09;3.892132000000e-09;3.827502000000e-09;3.838034000000e-09;3.873972000000e-09;3.871321000000e-09;3.821899000000e-09
4.0,-0.460000,-0.460000,3.963466600000e-09,6.012920670057e-11,10,4.008627000000e-09;4.015413000000e-09;4.062220000000e-09;4.003445000000e-09;4.007489000000e-09;3.938058000000e-09;3.904057000000e-09;3.908649000000e-09;3.916989000000e-09;3.869719000000e-09
4.0,-0.450000,-0.450000,4.279108700000e-09,9.088150701221e-11,10,4.225567000000e-09;4.136667000000e-09;4.204376000000e-09;4.249413000000e-09;4.226074000000e-09;4.217057000000e-09;4.345560000000e-09;4.376778000000e-09;4.424263000000e-09;4.385332000000e-09
4.0,-0.440000,-0.440000,4.833769100000e-09,8.234956385610e-11,10,4.718852000000e-09;4.767932000000e-09;4.706505000000e-09;4.835471000000e-09;4.837033000000e-09;4.824981000000e-09;4.831805000000e-09;4.921922000000e-09;4.965998000000e-09;4.927192000000e-09
4.0,-0.430000,-0.430000,5.337142700000e-09,6.394836105492e-11,10,5.237200000000e-09;5.292435000000e-09;5.283294000000e-09;5.280347000000e-09;5.293913000000e-09;5.360269000000e-09;5.386474000000e-09;5.423253000000e-09;5.387950000000e-09;5.426292000000e-09
4.0,-0.420000,-0.420000,5.941980200000e-09,6.557243576351e-11,10,5.921511000000e-09;5.861222000000e-09;5.865770000000e-09;5.886923000000e-09;5.954840000000e-09;5.965795000000e-09;5.949995000000e-09;5.906848000000e-09;6.040494000000e-09;6.066404000000e-09
4.0,-0.410000,-0.410000,6.766540200000e-09,1.550748978905e-10,10,6.519370000000e-09;6.536263000000e-09;6.718356000000e-09;6.822293000000e-09;6.695230000000e-09;6.751010000000e-09;6.761462000000e-09;6.987750000000e-09;6.871086000000e-09;7.002582000000e-09
4.0,-0.400000,-0.400000,7.539054000000e-09,9.930710943633e-11,10,7.590407000000e-09;7.611393000000e-09;7.679139000000e-09;7.445814000000e-09;7.428032000000e-09;7.430182000000e-09;7.408063000000e-09;7.522616000000e-09;7.610417000000e-09;7.664477000000e-09
4.0,-0.390000,-0.390000,7.994708800000e-09,8.755048813319e-11,10,8.047208000000e-09;8.152073000000e-09;8.021211000000e-09;7.987793000000e-09;7.908882000000e-09;7.896119000000e-09;7.849865000000e-09;8.013669000000e-09;7.977310000000e-09;8.092958000000e-09
4.0,-0.380000,-0.380000,8.852009500000e-09,1.286654199024e-10,10,8.541705000000e-09;8.828672000000e-09;8.851677000000e-09;8.869878000000e-09;8.862262000000e-09;8.779669000000e-09;8.806176000000e-09;8.996231000000e-09;8.969435000000e-09;9.014390000000e-09
4.0,-0.370000,-0.370000,9.728506600000e-09,1.064389496305e-10,10,9.630281000000e-09;9.788491000000e-09;9.583260000000e-09;9.662766000000e-09;9.831038000000e-09;9.961770000000e-09;9.754997000000e-09;9.706030000000e-09;9.730088000000e-09;9.636345000000e-09
4.0,-0.360000,-0.360000,1.062555400000e-08,1.681991604735e-10,10,1.020163000000e-08;1.052533000000e-08;1.064377000000e-08;1.061251000000e-08;1.069942000000e-08;1.071796000000e-08;1.053292000000e-08;1.075592000000e-08;1.082473000000e-08;1.074135000000e-08
4.0,-0.350000,-0.350000,1.185647900000e-08,1.481041854540e-10,10,1.161243000000e-08;1.158282000000e-08;1.196630000000e-08;1.193836000000e-08;1.193238000000e-08;1.200670000000e-08;1.175635000000e-08;1.196216000000e-08;1.182566000000e-08;1.198163000000e-08
4.0,-0.340000,-0.340000,1.292552000000e-08,1.299583388629e-10,10,1.286358000000e-08;1.279554000000e-08;1.272232000000e-08;1.275514000000e-08;1.291187000000e-08;1.301197000000e-08;1.308490000000e-08;1.297111000000e-08;1.304383000000e-08;1.309494000000e-08
4.0,-0.330000,-0.330000,1.389618800000e-08,1.004889241459e-10,10,1.387046000000e-08;1.382626000000e-08;1.395084000000e-08;1.389814000000e-08;1.410496000000e-08;1.397773000000e-08;1.375342000000e-08;1.379470000000e-08;1.381687000000e-08;1.396850000000e-08
4.0,-0.320000,-0.320000,1.470929700000e-08,8.199798315203e-11,10,1.480803000000e-08;1.469811000000e-08;1.469583000000e-08;1.474756000000e-08;1.482117000000e-08;1.452797000000e-08;1.462736000000e-08;1.470990000000e-08;1.476640000000e-08;1.469064000000e-08
4.0,-0.310000,-0.310000,1.544968400000e-08,1.255311099449e-10,10,1.551858000000e-08;1.565631000000e-08;1.541181000000e-08;1.557660000000e-08;1.545067000000e-08;1.526398000000e-08;1.534041000000e-08;1.539868000000e-08;1.558717000000e-08;1.529263000000e-08
4.0,-0.300000,-0.300000,1.633929800000e-08,1.325502108486e-10,10,1.623513000000e-08;1.628181000000e-08;1.651910000000e-08;1.639376000000e-08;1.628396000000e-08;1.619257000000e-08;1.661486000000e-08;1.639742000000e-08;1.626445000000e-08;1.620992000000e-08
4.0,-0.290000,-0.290000,1.737756500000e-08,8.843930079439e-11,10,1.734627000000e-08;1.736793000000e-08;1.749483000000e-08;1.743763000000e-08;1.732711000000e-08;1.750857000000e-08;1.728114000000e-08;1.724344000000e-08;1.746404000000e-08;1.730469000000e-08
4.0,-0.280000,-0.280000,1.831114000000e-08,1.509145609277e-10,10,1.823236000000e-08;1.817767000000e-08;1.809324000000e-08;1.843818000000e-08;1.819436000000e-08;1.858498000000e-08;1.819858000000e-08;1.829288000000e-08;1.845836000000e-08;1.844079000000e-08
4.0,-0.270000,-0.270000,1.944753400000e-08,1.650412200755e-10,10,1.935136000000e-08;1.924960000000e-08;1.929506000000e-08;1.948959000000e-08;1.975308000000e-08;1.949461000000e-08;1.936620000000e-08;1.945095000000e-08;1.972258000000e-08;1.930231000000e-08
4.0,-0.260000,-0.260000,2.028394400000e-08,2.373319875280e-10,10,2.044366000000e-08;2.069390000000e-08;2.040907000000e-08;2.033775000000e-08;2.050168000000e-08;2.000650000000e-08;2.032266000000e-08;2.008698000000e-08;1.986751000000e-08;2.016973000000e-08
4.0,-0.250000,-0.250000,2.080363300000e-08,2.133926633251e-10,10,2.074372000000e-08;2.077793000000e-08;2.113219000000e-08;2.095300000000e-08;2.074818000000e-08;2.108362000000e-08;2.094983000000e-08;2.052666000000e-08;2.045297000000e-08;2.066823000000e-08
4.0,-0.240000,-0.240000,2.181164300000e-08,1.466050192217e-10,10,2.182956000000e-08;2.207615000000e-08;2.170486000000e-08;2.170924000000e-08;2.180120000000e-08;2.154798000000e-08;2.168825000000e-08;2.189082000000e-08;2.196248000000e-08;2.190589000000e-08
4.0,-0.230000,-0.230000,2.231852600000e-08,3.031387107646e-10,10,2.244250000000e-08;2.283487000000e-08;2.251956000000e-08;2.254564000000e-08;2.239464000000e-08;2.245687000000e-08;2.226762000000e-08;2.197681000000e-08;2.191997000000e-08;2.182678000000e-08
4.0,-0.220000,-0.220000,2.217836400000e-08,3.378762555789e-10,10,2.236924000000e-08;2.244532000000e-08;2.246345000000e-08;2.246336000000e-08;2.251735000000e-08;2.228742000000e-08;2.217944000000e-08;2.178802000000e-08;2.160512000000e-08;2.166492000000e-08
4.0,-0.210000,-0.210000,2.229529700000e-08,2.629346982446e-10,10,2.260028000000e-08;2.272596000000e-08;2.221462000000e-08;2.244040000000e-08;2.233038000000e-08;2.248425000000e-08;2.226053000000e-08;2.201717000000e-08;2.203158000000e-08;2.184780000000e-08
4.0,-0.200000,-0.200000,2.278407200000e-08,2.426265869520e-10,10,2.278849000000e-08;2.315635000000e-08;2.304427000000e-08;2.263601000000e-08;2.298335000000e-08;2.262889000000e-08;2.255028000000e-08;2.266163000000e-08;2.302083000000e-08;2.237062000000e-08
4.0,-0.190000,-0.190000,2.473404800000e-08,3.939269574375e-10,10,2.393752000000e-08;2.410595000000e-08;2.463101000000e-08;2.475278000000e-08;2.489489000000e-08;2.471157000000e-08;2.499788000000e-08;2.504155000000e-08;2.510264000000e-08;2.516469000000e-08
4.0,-0.180000,-0.180000,2.625262800000e-08,1.741184435262e-10,10,2.608910000000e-08;2.599734000000e-08;2.619765000000e-08;2.614806000000e-08;2.639718000000e-08;2.622074000000e-08;2.617903000000e-08;2.665302000000e-08;2.631961000000e-08;2.632455000000e-08
4.0,-0.170000,-0.170000,2.803381000000e-08,3.517445695387e-10,10,2.764676000000e-08;2.771401000000e-08;2.777040000000e-08;2.766419000000e-08;2.817757000000e-08;2.839565000000e-08;2.788092000000e-08;2.815464000000e-08;2.813963000000e-08;2.879433000000e-08
4.0,-0.160000,-0.160000,2.919262300000e-08,3.139024008207e-10,10,2.985348000000e-08;2.926605000000e-08;2.914252000000e-08;2.924608000000e-08;2.895557000000e-08;2.862386000000e-08;2.910481000000e-08;2.916961000000e-08;2.902337000000e-08;2.954088000000e-08
4.0,-0.150000,-0.150000,3.138575800000e-08,6.175146296858e-10,10,3.048632000000e-08;3.060176000000e-08;3.124373000000e-08;3.090407000000e-08;3.096515000000e-08;3.145346000000e-08;3.197314000000e-08;3.189034000000e-08;3.242163000000e-08;3.191798000000e-08
4.0,-0.140000,-0.140000,3.462695300000e-08,4.131522817570e-10,10,3.419688000000e-08;3.401903000000e-08;3.464376000000e-08;3.408087000000e-08;3.485221000000e-08;3.434605000000e-08;3.494318000000e-08;3.524945000000e-08;3.500590000000e-08;3.493220000000e-08
4.0,-0.130000,-0.130000,3.774355700000e-08,6.634241983083e-10,10,3.713196000000e-08;3.663680000000e-08;3.686871000000e-08;3.755324000000e-08;3.787083000000e-08;3.770414000000e-08;3.830822000000e-08;3.868094000000e-08;3.853159000000e-08;3.814914000000e-08
4.0,-0.120000,-0.120000,4.091724100000e-08,5.077086290866e-10,10,4.052013000000e-08;4.016553000000e-08;4.018768000000e-08;4.092206000000e-08;4.081334000000e-08;4.122955000000e-08;4.148163000000e-08;4.089150000000e-08;4.111953000000e-08;4.184146000000e-08
4.0,-0.110000,-0.110000,4.355549400000e-08,4.256878140657e-10,10,4.346323000000e-08;4.283872000000e-08;4.328486000000e-08;4.294150000000e-08;4.362520000000e-08;4.408937000000e-08;4.371295000000e-08;4.425834000000e-08;4.371795000000e-08;4.362282000000e-08
4.0,-0.100000,-0.100000,4.594441600000e-08,3.207785900649e-10,10,4.605348000000e-08;4.601098000000e-08;4.520862000000e-08;4.573647000000e-08;4.583245000000e-08;4.567270000000e-08;4.627104000000e-08;4.615804000000e-08;4.628444000000e-08;4.621594000000e-08
4.0,-0.090000,-0.090000,4.844147500000e-08,5.328802576048e-10,10,4.746932000000e-08;4.851822000000e-08;4.849116000000e-08;4.883023000000e-08;4.835738000000e-08;4.802624000000e-08;4.791898000000e-08;4.832690000000e-08;4.923658000000e-08;4.923974000000e-08
4.0,-0.080000,-0.080000,5.070604800000e-08,2.563983862586e-10,10,5.081918000000e-08;5.069294000000e-08;5.076875000000e-08;5.054410000000e-08;5.035444000000e-08;5.033408000000e-08;5.048348000000e-08;5.104706000000e-08;5.105202000000e-08;5.096443000000e-08
4.0,-0.070000,-0.070000,5.274987600000e-08,3.629266650496e-10,10,5.309839000000e-08;5.232560000000e-08;5.226670000000e-08;5.245876000000e-08;5.270473000000e-08;5.243555000000e-08;5.328947000000e-08;5.289903000000e-08;5.328195000000e-08;5.273858000000e-08
4.0,-0.060000,-0.060000,5.432911600000e-08,3.881959458366e-10,10,5.407969000000e-08;5.401181000000e-08;5.397847000000e-08;5.458194000000e-08;5.504710000000e-08;5.406632000000e-08;5.482020000000e-08;5.406401000000e-08;5.468209000000e-08;5.395953000000e-08
4.0,-0.050000,-0.050000,5.584425300000e-08,3.970398680246e-10,10,5.565515000000e-08;5.650594000000e-08;5.559024000000e-08;5.571058000000e-08;5.571555000000e-08;5.578477000000e-08;5.627293000000e-08;5.535471000000e-08;5.645710000000e-08;5.539556000000e-08
4.0,-0.040000,-0.040000,5.735250400000e-08,4.134569413421e-10,10,5.752940000000e-08;5.691229000000e-08;5.763366000000e-08;5.800384000000e-08;5.682270000000e-08;5.781892000000e-08;5.717847000000e-08;5.713539000000e-08;5.680792000000e-08;5.768245000000e-08
4.0,-0.030000,-0.030000,5.851947800000e-08,3.437507497243e-10,10,5.847609000000e-08;5.871667000000e-08;5.828788000000e-08;5.839355000000e-08;5.805399000000e-08;5.815746000000e-08;5.823372000000e-08;5.877257000000e-08;5.912888000000e-08;5.897397000000e-08
4.0,-0.020000,-0.020000,5.985311000000e-08,5.367827655765e-10,10,5.999276000000e-08;5.926138000000e-08;6.032838000000e-08;6.043832000000e-08;6.040285000000e-08;6.032415000000e-08;5.922718000000e-08;5.944776000000e-08;6.013915000000e-08;5.896917000000e-08
4.0,-0.010000,-0.010000,6.042202000000e-08,4.874846393683e-10,10,6.044052000000e-08;6.063989000000e-08;6.113356000000e-08;6.013543000000e-08;6.100059000000e-08;5.991885000000e-08;6.037059000000e-08;6.095100000000e-08;6.007234000000e-08;5.955743000000e-08
4.0,0.000000,0.000000,6.182881200000e-08,4.529795611901e-10,10,6.226901000000e-08;6.129012000000e-08;6.210185000000e-08;6.217824000000e-08;6.147519000000e-08;6.150734000000e-08;6.195486000000e-08;6.139199000000e-08;6.141574000000e-08;6.270378000000e-08
4.0,0.100000,0.100000,7.728517000000e-08,5.691059513131e-10,10,7.676537000000e-08;7.632771000000e-08;7.715938000000e-08;7.682894000000e-08;7.785376000000e-08;7.814670000000e-08;7.729606000000e-08;7.811961000000e-08;7.703110000000e-08;7.732307000000e-08
4.0,0.200000,0.200000,9.323458800000e-08,7.685841698838e-10,10,9.188074000000e-08;9.186594000000e-08;9.342107000000e-08;9.407939000000e-08;9.352803000000e-08;9.363013000000e-08;9.406585000000e-08;9.348360000000e-08;9.271910000000e-08;9.367203000000e-08
4.0,0.300000,0.300000,1.083063900000e-07,7.838434109566e-10,10,1.094970000000e-07;1.093082000000e-07;1.073646000000e-07;1.076039000000e-07;1.077949000000e-07;1.085148000000e-07;1.077462000000e-07;1.074585000000e-07;1.084827000000e-07;1.092931000000e-07
4.0,0.400000,0.400000,1.240847400000e-07,9.732541848870e-10,10,1.251628000000e-07;1.238344000000e-07;1.232100000000e-07;1.258796000000e-07;1.229487000000e-07;1.244126000000e-07;1.236603000000e-07;1.233181000000e-07;1.231948000000e-07;1.252261000000e-07
4.0,0.500000,0.500000,1.398474400000e-07,1.005017285622e-09,10,1.410292000000e-07;1.384841000000e-07;1.410761000000e-07;1.384730000000e-07;1.393121000000e-07;1.388791000000e-07;1.412512000000e-07;1.399195000000e-07;1.403280000000e-07;1.397221000000e-07
4.0,0.600000,0.600000,1.564417200000e-07,1.202778150616e-09,10,1.561081000000e-07;1.550094000000e-07;1.568839000000e-07;1.569206000000e-07;1.551551000000e-07;1.582731000000e-07;1.553495000000e-07;1.553899000000e-07;1.585536000000e-07;1.567740000000e-07
4.0,0.700000,0.700000,1.712854600000e-07,1.266772030162e-09,10,1.695387000000e-07;1.693837000000e-07;1.726971000000e-07;1.731329000000e-07;1.702971000000e-07;1.714195000000e-07;1.717671000000e-07;1.714671000000e-07;1.727038000000e-07;1.704476000000e-07
4.0,0.800000,0.800000,1.860571700000e-07,1.611686010394e-09,10,1.859247000000e-07;1.841853000000e-07;1.841123000000e-07;1.851747000000e-07;1.881586000000e-07;1.854687000000e-07;1.854763000000e-07;1.878819000000e-07;1.890065000000e-07;1.851827000000e-07
4.0,0.900000,0.900000,2.104172800000e-07,4.814305663707e-09,10,2.042411000000e-07;2.045876000000e-07;2.044510000000e-07;2.093875000000e-07;2.108191000000e-07;2.101273000000e-07;2.133523000000e-07;2.122736000000e-07;2.150902000000e-07;2.198431000000e-07
4.0,1.000000,1.000000,2.379710400000e-07,1.621637698254e-09,10,2.370077000000e-07;2.364495000000e-07;2.410030000000e-07;2.365377000000e-07;2.377381000000e-07;2.410430000000e-07;2.376144000000e-07;2.379843000000e-07;2.378346000000e-07;2.364981000000e-07
4.0,1.100000,1.100000,2.531787100000e-07,1.710938626865e-09,10,2.542800000000e-07;2.503384000000e-07;2.536490000000e-07;2.558868000000e-07;2.523980000000e-07;2.509083000000e-07;2.542243000000e-07;2.515813000000e-07;2.548471000000e-07;2.536739000000e-07
4.0,1.200000,1.200000,2.702643500000e-07,2.430741152097e-09,10,2.670605000000e-07;2.671617000000e-07;2.666571000000e-07;2.718565000000e-07;2.722624000000e-07;2.702955000000e-07;2.739104000000e-07;2.711024000000e-07;2.725867000000e-07;2.697503000000e-07
