LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
0.0,-0.970000,-0.970000,-1.905464400000e-10,2.195144840685e-11,10,-2.099523000000e-10;-1.621646000000e-10;-1.998806000000e-10;-1.662523000000e-10;-2.097416000000e-10;-1.667579000000e-10;-2.293792000000e-10;-1.751440000000e-10;-2.046425000000e-10;-1.815494000000e-10
0.0,-0.960000,-0.960000,-1.843770200000e-10,2.652573060079e-11,10,-1.668844000000e-10;-2.191811000000e-10;-1.566020000000e-10;-2.083509000000e-10;-1.534836000000e-10;-2.077189000000e-10;-1.582455000000e-10;-2.140821000000e-10;-1.565598000000e-10;-2.026619000000e-10
0.0,-0.950000,-0.950000,-1.837912600000e-10,1.882469806107e-11,10,-1.578241000000e-10;-2.008077000000e-10;-1.730369000000e-10;-2.074660000000e-10;-1.690757000000e-10;-1.932645000000e-10;-1.832772000000e-10;-1.689914000000e-10;-2.169898000000e-10;-1.671793000000e-10
0.0,-0.940000,-0.940000,-1.865219800000e-10,1.611761850037e-11,10,-1.936859000000e-10;-1.790209000000e-10;-2.135764000000e-10;-1.825186000000e-10;-2.124386000000e-10;-1.737533000000e-10;-1.900618000000e-10;-1.616589000000e-10;-1.885026000000e-10;-1.700028000000e-10
0.0,-0.930000,-0.930000,-1.918569900000e-10,1.801526079087e-11,10,-2.181697000000e-10;-1.738797000000e-10;-1.989114000000e-10;-1.775460000000e-10;-2.142085000000e-10;-1.790209000000e-10;-2.150934000000e-10;-1.787259000000e-10;-1.953715000000e-10;-1.676429000000e-10
0.0,-0.920000,-0.920000,-1.829610500000e-10,1.989418548975e-11,10,-1.674322000000e-10;-2.158098000000e-10;-1.645244000000e-10;-1.958772000000e-10;-1.567284000000e-10;-1.859741000000e-10;-1.628810000000e-10;-1.979842000000e-10;-1.729105000000e-10;-2.094887000000e-10
0.0,-0.910000,-0.910000,-1.843306300000e-10,1.484001726253e-11,10,-1.877019000000e-10;-1.815915000000e-10;-1.880390000000e-10;-1.696235000000e-10;-2.010184000000e-10;-1.612796000000e-10;-2.036732000000e-10;-1.669686000000e-10;-2.051061000000e-10;-1.783045000000e-10
0.0,-0.900000,-0.900000,-1.848826700000e-10,1.907588864436e-11,10,-1.641873000000e-10;-2.008077000000e-10;-1.669265000000e-10;-2.037997000000e-10;-1.564334000000e-10;-1.957508000000e-10;-1.678114000000e-10;-2.035047000000e-10;-1.787680000000e-10;-2.108372000000e-10
0.0,-0.890000,-0.890000,-1.864924300000e-10,1.177381686447e-11,10,-1.881654000000e-10;-2.038839000000e-10;-1.792737000000e-10;-1.929695000000e-10;-1.703820000000e-10;-1.986163000000e-10;-1.733319000000e-10;-1.882497000000e-10;-1.708877000000e-10;-1.991642000000e-10
0.0,-0.880000,-0.880000,-1.883929900000e-10,1.554552406845e-11,10,-2.059067000000e-10;-1.747225000000e-10;-2.030833000000e-10;-1.748068000000e-10;-1.964250000000e-10;-1.688228000000e-10;-2.035468000000e-10;-1.804958000000e-10;-2.078452000000e-10;-1.682750000000e-10
0.0,-0.870000,-0.870000,-1.847478300000e-10,1.585934069021e-11,10,-2.018191000000e-10;-1.947394000000e-10;-2.073816000000e-10;-1.611110000000e-10;-1.986163000000e-10;-1.722784000000e-10;-1.810437000000e-10;-1.850892000000e-10;-1.585405000000e-10;-1.868591000000e-10
0.0,-0.860000,-0.860000,-1.926154900000e-10,8.972564318126e-12,10,-1.917895000000e-10;-1.895561000000e-10;-2.048953000000e-10;-1.857634000000e-10;-1.777145000000e-10;-1.858477000000e-10;-2.032940000000e-10;-2.068759000000e-10;-1.906939000000e-10;-1.897246000000e-10
0.0,-0.850000,-0.850000,-1.837701100000e-10,1.117185264452e-11,10,-1.629231000000e-10;-1.953293000000e-10;-1.828135000000e-10;-1.900617000000e-10;-1.957086000000e-10;-1.947394000000e-10;-1.850891000000e-10;-1.784730000000e-10;-1.871119000000e-10;-1.654515000000e-10
