LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A,Wavelength_nm,Comment
4.1,-2.500000,-2.500000,-1.200442000000e-08,9.943684763038e-12,3,-1.200101000000e-08;-1.201794000000e-08;-1.199431000000e-08,550,RCA 929  green 4.1V
4.1,-2.480000,-2.480000,-1.199561666667e-08,5.449656462160e-12,3,-1.199511000000e-08;-1.200253000000e-08;-1.198921000000e-08,550,RCA 929  green 4.1V
4.1,-2.460000,-2.460000,-1.198989666667e-08,7.079832075849e-12,3,-1.198204000000e-08;-1.199920000000e-08;-1.198845000000e-08,550,RCA 929  green 4.1V
4.1,-2.440000,-2.440000,-1.198197333333e-08,1.008614341009e-11,3,-1.197109000000e-08;-1.199540000000e-08;-1.197943000000e-08,550,RCA 929  green 4.1V
4.1,-2.420000,-2.420000,-1.197731000000e-08,8.470068870243e-12,3,-1.197062000000e-08;-1.198926000000e-08;-1.197205000000e-08,550,RCA 929  green 4.1V
4.1,-2.400000,-2.400000,-1.197358333333e-08,8.960987048807e-12,3,-1.196691000000e-08;-1.198625000000e-08;-1.196759000000e-08,550,RCA 929  green 4.1V
4.1,-2.380000,-2.380000,-1.196944333333e-08,1.100807683274e-11,3,-1.195735000000e-08;-1.198398000000e-08;-1.196700000000e-08,550,RCA 929  green 4.1V
4.1,-2.360000,-2.360000,-1.196235000000e-08,1.154653194687e-11,3,-1.197681000000e-08;-1.194855000000e-08;-1.196169000000e-08,550,RCA 929  green 4.1V
4.1,-2.340000,-2.340000,-1.195906666667e-08,9.314971223192e-12,3,-1.195204000000e-08;-1.197223000000e-08;-1.195293000000e-08,550,RCA 929  green 4.1V
4.1,-2.320000,-2.320000,-1.196260333333e-08,4.243790234632e-12,3,-1.195680000000e-08;-1.196683000000e-08;-1.196418000000e-08,550,RCA 929  green 4.1V
4.1,-2.300000,-2.300000,-1.194209333333e-08,3.272566101531e-12,3,-1.193784000000e-08;-1.194264000000e-08;-1.194580000000e-08,550,RCA 929  green 4.1V
4.1,-2.280000,-2.280000,-1.194195000000e-08,1.365489167539e-11,3,-1.193414000000e-08;-1.196115000000e-08;-1.193056000000e-08,550,RCA 929  green 4.1V
4.1,-2.260000,-2.260000,-1.193487333333e-08,4.334868958676e-12,3,-1.193093000000e-08;-1.194091000000e-08;-1.193278000000e-08,550,RCA 929  green 4.1V
4.1,-2.240000,-2.240000,-1.192912000000e-08,7.218439351180e-12,3,-1.192318000000e-08;-1.193928000000e-08;-1.192490000000e-08,550,RCA 929  green 4.1V
4.1,-2.220000,-2.220000,-1.193299666667e-08,1.239141190054e-11,3,-1.193700000000e-08;-1.191622000000e-08;-1.194577000000e-08,550,RCA 929  green 4.1V
4.1,-2.200000,-2.200000,-1.190709333333e-08,1.140510217208e-11,3,-1.189928000000e-08;-1.192322000000e-08;-1.189878000000e-08,550,RCA 929  green 4.1V
4.1,-2.180000,-2.180000,-1.192297666667e-08,1.293883645808e-11,3,-1.193358000000e-08;-1.190476000000e-08;-1.193059000000e-08,550,RCA 929  green 4.1V
4.1,-2.160000,-2.160000,-1.191114333333e-08,5.410695169959e-12,3,-1.190797000000e-08;-1.190670000000e-08;-1.191876000000e-08,550,RCA 929  green 4.1V
4.1,-2.140000,-2.140000,-1.190237666667e-08,3.085562653535e-11,3,-1.192339000000e-08;-1.185875000000e-08;-1.192499000000e-08,550,RCA 929  green 4.1V
4.1,-2.120000,-2.120000,-1.190025333333e-08,9.911371695628e-12,3,-1.191188000000e-08;-1.188766000000e-08;-1.190122000000e-08,550,RCA 929  green 4.1V
4.1,-2.100000,-2.100000,-1.189409333333e-08,1.956917019759e-11,3,-1.190553000000e-08;-1.186655000000e-08;-1.191020000000e-08,550,RCA 929  green 4.1V
4.1,-2.080000,-2.080000,-1.189152666667e-08,2.010330376386e-11,3,-1.190329000000e-08;-1.186323000000e-08;-1.190806000000e-08,550,RCA 929  green 4.1V
4.1,-2.060000,-2.060000,-1.188788000000e-08,2.425170921811e-11,3,-1.190064000000e-08;-1.185393000000e-08;-1.190907000000e-08,550,RCA 929  green 4.1V
4.1,-2.040000,-2.040000,-1.188000333333e-08,1.839925058860e-11,3,-1.189794000000e-08;-1.185471000000e-08;-1.188736000000e-08,550,RCA 929  green 4.1V
4.1,-2.020000,-2.020000,-1.185375666667e-08,2.302345808566e-11,3,-1.183360000000e-08;-1.188598000000e-08;-1.184169000000e-08,550,RCA 929  green 4.1V
4.1,-2.000000,-2.000000,-1.185788333333e-08,2.216658195473e-11,3,-1.186748000000e-08;-1.182724000000e-08;-1.187893000000e-08,550,RCA 929  green 4.1V
4.1,-1.980000,-1.980000,-1.185269666667e-08,3.742105764881e-12,3,-1.185786000000e-08;-1.185112000000e-08;-1.184911000000e-08,550,RCA 929  green 4.1V
4.1,-1.960000,-1.960000,-1.183184333333e-08,2.000844877101e-11,3,-1.182404000000e-08;-1.185930000000e-08;-1.181219000000e-08,550,RCA 929  green 4.1V
4.1,-1.940000,-1.940000,-1.183434333333e-08,2.020871814067e-11,3,-1.180612000000e-08;-1.185235000000e-08;-1.184456000000e-08,550,RCA 929  green 4.1V
4.1,-1.920000,-1.920000,-1.183661333333e-08,2.352111439159e-11,3,-1.186356000000e-08;-1.180625000000e-08;-1.184003000000e-08,550,RCA 929  green 4.1V
4.1,-1.900000,-1.900000,-1.181965666667e-08,7.221340288032e-12,3,-1.182912000000e-08;-1.181160000000e-08;-1.181825000000e-08,550,RCA 929  green 4.1V
4.1,-1.880000,-1.880000,-1.180267000000e-08,7.627507238060e-12,3,-1.179905000000e-08;-1.181328000000e-08;-1.179568000000e-08,550,RCA 929  green 4.1V
4.1,-1.860000,-1.860000,-1.181011333333e-08,2.093012236520e-11,3,-1.183250000000e-08;-1.178215000000e-08;-1.181569000000e-08,550,RCA 929  green 4.1V
