LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A,Wavelength_nm,Comment
3.1,-2.820000,-2.820000,-2.957607000000e-07,1.220682868999e-11,3,-2.957776000000e-07;-2.957553000000e-07;-2.957492000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.800000,-2.800000,-2.957589000000e-07,2.536230799172e-11,3,-2.957235000000e-07;-2.957816000000e-07;-2.957716000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.780000,-2.780000,-2.957296000000e-07,1.314559495294e-11,3,-2.957457000000e-07;-2.957296000000e-07;-2.957135000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.760000,-2.760000,-2.956894666667e-07,1.623788437233e-11,3,-2.957116000000e-07;-2.956837000000e-07;-2.956731000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.740000,-2.740000,-2.956179333333e-07,1.377687273013e-11,3,-2.956075000000e-07;-2.956089000000e-07;-2.956374000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.720000,-2.720000,-2.955877333333e-07,1.274528235161e-11,3,-2.955775000000e-07;-2.955800000000e-07;-2.956057000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.700000,-2.700000,-2.955721000000e-07,6.731022705854e-12,3,-2.955781000000e-07;-2.955627000000e-07;-2.955755000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.680000,-2.680000,-2.955248333333e-07,1.626003963369e-11,3,-2.955420000000e-07;-2.955030000000e-07;-2.955295000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.660000,-2.660000,-2.954665000000e-07,1.930336758185e-11,3,-2.954772000000e-07;-2.954829000000e-07;-2.954394000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.640000,-2.640000,-2.954833666667e-07,1.992156843445e-11,3,-2.954635000000e-07;-2.955106000000e-07;-2.954760000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.620000,-2.620000,-2.954423666667e-07,7.045250567254e-12,3,-2.954485000000e-07;-2.954461000000e-07;-2.954325000000e-07,402,RCA 929 3.09V 23 mA
