LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
4.0,-2.000000,-2.000000,-2.129935000000e-10,4.459197959551e-11,3,-2.093978000000e-10;-2.693163000000e-10;-1.602664000000e-10
4.0,-1.900000,-1.900000,-1.784694666667e-10,3.127499194056e-11,3,-1.758991000000e-10;-2.179938000000e-10;-1.415155000000e-10
4.0,-1.800000,-1.800000,-2.042716000000e-10,5.340254115870e-11,3,-2.419275000000e-10;-1.287491000000e-10;-2.421382000000e-10
4.0,-1.700000,-1.700000,-1.806746000000e-10,1.172267805694e-11,3,-1.641008000000e-10;-1.892986000000e-10;-1.886244000000e-10
4.0,-1.600000,-1.600000,-1.636379666667e-10,4.840942274877e-11,3,-1.395352000000e-10;-2.311826000000e-10;-1.201961000000e-10
4.0,-1.500000,-1.500000,-1.989904333333e-10,5.012411319251e-11,3,-2.410005000000e-10;-1.285384000000e-10;-2.274324000000e-10
4.0,-1.400000,-1.400000,-1.955634000000e-10,4.998675732852e-11,3,-2.338793000000e-10;-1.249571000000e-10;-2.278538000000e-10
4.0,-1.300000,-1.300000,-1.855209000000e-10,4.468538192168e-11,3,-2.095243000000e-10;-1.228926000000e-10;-2.241458000000e-10
4.0,-1.200000,-1.200000,-1.955489000000e-10,2.939562183863e-11,3,-1.979367000000e-10;-1.584123000000e-10;-2.302977000000e-10
4.0,-1.100000,-1.100000,-1.736380000000e-10,5.297858225837e-11,3,-1.328360000000e-10;-2.484586000000e-10;-1.396194000000e-10
4.0,-1.000000,-1.000000,-1.864052000000e-10,3.883063410281e-11,3,-2.363654000000e-10;-1.416840000000e-10;-1.811662000000e-10
4.0,-0.990000,-0.990000,-2.034288333333e-10,5.257493759529e-11,3,-2.395678000000e-10;-1.290862000000e-10;-2.416325000000e-10
4.0,-0.980000,-0.980000,-1.499864333333e-10,4.966333921290e-11,3,-1.277800000000e-10;-2.187943000000e-10;-1.033850000000e-10
4.0,-0.970000,-0.970000,-1.943421666667e-10,6.734562823784e-11,3,-2.507340000000e-10;-9.967730000000e-11;-2.326152000000e-10
4.0,-0.960000,-0.960000,-1.951417666667e-10,4.453195716706e-11,3,-2.153391000000e-10;-1.333837000000e-10;-2.367025000000e-10
4.0,-0.950000,-0.950000,-1.608574000000e-10,5.587778036435e-11,3,-1.291283000000e-10;-2.393992000000e-10;-1.140447000000e-10
4.0,-0.940000,-0.940000,-1.747754666667e-10,1.900193341186e-11,3,-1.890458000000e-10;-1.873603000000e-10;-1.479203000000e-10
4.0,-0.930000,-0.930000,-1.892283333333e-10,2.889588829128e-11,3,-1.743822000000e-10;-1.636794000000e-10;-2.296234000000e-10
4.0,-0.920000,-0.920000,-1.579497666667e-10,4.674446011999e-11,3,-1.221342000000e-10;-2.239772000000e-10;-1.277379000000e-10
4.0,-0.910000,-0.910000,-1.498319333333e-10,4.800957292883e-11,3,-1.213758000000e-10;-2.174460000000e-10;-1.106740000000e-10
4.0,-0.900000,-0.900000,-1.685394333333e-10,4.507510549341e-11,3,-1.345213000000e-10;-2.322360000000e-10;-1.388610000000e-10
4.0,-0.890000,-0.890000,-1.622189666667e-10,3.780315960360e-11,3,-1.314456000000e-10;-2.154655000000e-10;-1.397458000000e-10
4.0,-0.880000,-0.880000,-1.665874000000e-10,3.629691577871e-11,3,-1.223027000000e-10;-2.112097000000e-10;-1.662498000000e-10
4.0,-0.870000,-0.870000,-1.670504666667e-10,2.927184062660e-11,3,-1.369229000000e-10;-2.067010000000e-10;-1.575275000000e-10
4.0,-0.860000,-0.860000,-1.978103666667e-10,4.315198388775e-11,3,-2.318147000000e-10;-1.369229000000e-10;-2.246935000000e-10
4.0,-0.850000,-0.850000,-1.497472333333e-10,3.783585944412e-11,3,-1.151823000000e-10;-2.024031000000e-10;-1.316563000000e-10
4.0,-0.840000,-0.840000,-1.748176000000e-10,3.652041656946e-11,3,-1.493951000000e-10;-2.264632000000e-10;-1.485945000000e-10
4.0,-0.830000,-0.830000,-1.920094000000e-10,2.745847618350e-11,3,-2.176988000000e-10;-1.539458000000e-10;-2.043836000000e-10
4.0,-0.820000,-0.820000,-1.861945666667e-10,3.298203663535e-11,3,-2.007177000000e-10;-1.405464000000e-10;-2.173196000000e-10
4.0,-0.810000,-0.810000,-1.602386666667e-10,2.977470824400e-11,3,-1.549150000000e-10;-1.990743000000e-10;-1.267267000000e-10
4.0,-0.800000,-0.800000,-1.771913000000e-10,1.138170735610e-11,3,-1.836523000000e-10;-1.867282000000e-10;-1.611934000000e-10
4.0,-0.790000,-0.790000,-1.706039000000e-10,1.915713615827e-11,3,-1.799021000000e-10;-1.439173000000e-10;-1.879923000000e-10
4.0,-0.780000,-0.780000,-1.631599666667e-10,3.277376377301e-11,3,-1.341843000000e-10;-2.089765000000e-10;-1.463191000000e-10
4.0,-0.770000,-0.770000,-1.853377333333e-10,2.287538039791e-11,3,-1.896357000000e-10;-1.554206000000e-10;-2.109569000000e-10
4.0,-0.760000,-0.760000,-1.618682000000e-10,3.707999762199e-11,3,-1.202804000000e-10;-2.103249000000e-10;-1.549993000000e-10
4.0,-0.750000,-0.750000,-1.610530000000e-10,2.501300062621e-11,3,-1.492687000000e-10;-1.958298000000e-10;-1.380605000000e-10
4.0,-0.740000,-0.740000,-1.858012333333e-10,2.139632140569e-11,3,-2.013919000000e-10;-1.555470000000e-10;-2.004648000000e-10
4.0,-0.730000,-0.730000,-1.674296000000e-10,2.335943922971e-11,3,-1.509541000000e-10;-2.004648000000e-10;-1.508699000000e-10
4.0,-0.720000,-0.720000,-1.786239333333e-10,1.857851236103e-11,3,-1.688201000000e-10;-2.046364000000e-10;-1.624153000000e-10
4.0,-0.710000,-0.710000,-1.851973000000e-10,3.313825177837e-11,3,-1.990743000000e-10;-1.394930000000e-10;-2.170246000000e-10
4.0,-0.700000,-0.700000,-1.553786333333e-10,2.375325216545e-11,3,-1.360381000000e-10;-1.888351000000e-10;-1.412627000000e-10
4.0,-0.690000,-0.690000,-1.823741666667e-10,3.044969627537e-11,3,-2.029931000000e-10;-1.393245000000e-10;-2.048049000000e-10
4.0,-0.680000,-0.680000,-1.616851333333e-10,2.404340428507e-11,3,-1.345635000000e-10;-1.930066000000e-10;-1.574853000000e-10
4.0,-0.670000,-0.670000,-1.860681333333e-10,1.484484023588e-11,3,-2.070382000000e-10;-1.747193000000e-10;-1.764469000000e-10
4.0,-0.660000,-0.660000,-1.586792000000e-10,1.792778187674e-11,3,-1.457713000000e-10;-1.840315000000e-10;-1.462348000000e-10
4.0,-0.650000,-0.650000,-1.869248666667e-10,2.905482788584e-11,3,-2.122210000000e-10;-1.462348000000e-10;-2.023188000000e-10
4.0,-0.640000,-0.640000,-1.881611000000e-10,3.852957903637e-11,3,-2.146649000000e-10;-1.336787000000e-10;-2.161397000000e-10
4.0,-0.630000,-0.630000,-1.640025666667e-10,2.234258124245e-11,3,-1.372178000000e-10;-1.919111000000e-10;-1.628788000000e-10
4.0,-0.620000,-0.620000,-1.685400333333e-10,4.473819224424e-11,3,-2.225445000000e-10;-1.129914000000e-10;-1.700842000000e-10
4.0,-0.610000,-0.610000,-1.885541666667e-10,3.477320921690e-11,3,-2.084286000000e-10;-1.396616000000e-10;-2.175723000000e-10
4.0,-0.600000,-0.600000,-1.576684333333e-10,3.564130449767e-11,3,-1.419790000000e-10;-2.069961000000e-10;-1.240302000000e-10
4.0,-0.590000,-0.590000,-1.808574000000e-10,3.311816379813e-11,3,-2.079652000000e-10;-1.342264000000e-10;-2.003806000000e-10
4.0,-0.580000,-0.580000,-1.731321000000e-10,3.039401050646e-12,3,-1.721489000000e-10;-1.772475000000e-10;-1.699999000000e-10
4.0,-0.570000,-0.570000,-1.555475000000e-10,3.227111215478e-11,3,-1.290019000000e-10;-2.009705000000e-10;-1.366701000000e-10
4.0,-0.560000,-0.560000,-1.761948000000e-10,4.375455453619e-11,3,-2.028245000000e-10;-1.145081000000e-10;-2.112518000000e-10
4.0,-0.550000,-0.550000,-1.782591666667e-10,3.740720545228e-11,3,-1.999170000000e-10;-1.256313000000e-10;-2.092292000000e-10
4.0,-0.540000,-0.540000,-1.725983666667e-10,2.213303996959e-11,3,-1.735816000000e-10;-1.450128000000e-10;-1.992007000000e-10
4.0,-0.530000,-0.530000,-1.517273666667e-10,3.418063931978e-11,3,-1.328360000000e-10;-1.997063000000e-10;-1.226398000000e-10
4.0,-0.520000,-0.520000,-1.820931666667e-10,2.651008413432e-11,3,-2.174459000000e-10;-1.536087000000e-10;-1.752249000000e-10
4.0,-0.510000,-0.510000,-1.663342333333e-10,3.937872166592e-11,3,-1.334680000000e-10;-2.217017000000e-10;-1.438330000000e-10
4.0,-0.500000,-0.500000,-1.672050333333e-10,2.796141340089e-11,3,-2.024873000000e-10;-1.341000000000e-10;-1.650278000000e-10
4.0,-0.490000,-0.490000,-1.733155000000e-10,4.312776235358e-11,3,-2.141593000000e-10;-1.136655000000e-10;-1.921217000000e-10
4.0,-0.480000,-0.480000,-1.506596666667e-10,2.552542292125e-11,3,-1.363331000000e-10;-1.865176000000e-10;-1.291283000000e-10
4.0,-0.470000,-0.470000,-1.695651666667e-10,3.551860592932e-11,3,-1.925010000000e-10;-1.193956000000e-10;-1.967989000000e-10
4.0,-0.460000,-0.460000,-1.489326666667e-10,3.884076330492e-11,3,-1.140447000000e-10;-2.031194000000e-10;-1.296339000000e-10
4.0,-0.450000,-0.450000,-1.731742333333e-10,2.226761198532e-11,3,-2.026559000000e-10;-1.680195000000e-10;-1.488473000000e-10
4.0,-0.440000,-0.440000,-1.632309666667e-10,4.028877637145e-11,3,-1.984844000000e-10;-1.068399000000e-10;-1.843686000000e-10
4.0,-0.430000,-0.430000,-1.478791333333e-10,3.499469195467e-11,3,-1.327517000000e-10;-1.962511000000e-10;-1.146346000000e-10
4.0,-0.420000,-0.420000,-1.347186333333e-10,2.237857233312e-11,3,-1.304344000000e-10;-1.640165000000e-10;-1.097050000000e-10
4.0,-0.410000,-0.410000,-1.640734000000e-10,3.519510071047e-11,3,-2.016868000000e-10;-1.170361000000e-10;-1.734973000000e-10
4.0,-0.400000,-0.400000,-1.734411333333e-10,2.459557676038e-11,3,-1.887929000000e-10;-1.387346000000e-10;-1.927959000000e-10
4.0,-0.390000,-0.390000,-1.546481000000e-10,8.266550253078e-12,3,-1.654070000000e-10;-1.532295000000e-10;-1.453078000000e-10
4.0,-0.380000,-0.380000,-1.582306000000e-10,3.303405343732e-11,3,-1.845371000000e-10;-1.116431000000e-10;-1.785116000000e-10
4.0,-0.370000,-0.370000,-1.408277666667e-10,1.391617224966e-11,3,-1.409256000000e-10;-1.237353000000e-10;-1.578224000000e-10
4.0,-0.360000,-0.360000,-1.263346533333e-10,3.842994530337e-11,3,-1.005200000000e-10;-1.806605000000e-10;-9.782346000000e-11
4.0,-0.350000,-0.350000,-1.602254466667e-10,4.335442752102e-11,3,-1.901413000000e-10;-9.891894000000e-11;-1.916161000000e-10
4.0,-0.340000,-0.340000,-1.384121333333e-10,1.539491348949e-11,3,-1.579488000000e-10;-1.203225000000e-10;-1.369651000000e-10
4.0,-0.330000,-0.330000,-1.414606866667e-10,3.475661656746e-11,3,-1.536930000000e-10;-9.411576000000e-11;-1.765733000000e-10
4.0,-0.320000,-0.320000,-1.267553566667e-10,2.758752187501e-11,3,-9.120857000000e-11;-1.584545000000e-10;-1.306030000000e-10
4.0,-0.310000,-0.310000,-1.191295400000e-10,3.431580872346e-11,3,-9.605387000000e-11;-1.676403000000e-10;-9.369445000000e-11
4.0,-0.300000,-0.300000,-1.399015933333e-10,3.209528097753e-11,3,-1.612776000000e-10;-9.453708000000e-11;-1.638901000000e-10
4.0,-0.290000,-0.290000,-1.095368133333e-10,3.106087048573e-11,3,-8.316119000000e-11;-1.531452000000e-10;-9.230405000000e-11
4.0,-0.280000,-0.280000,-1.138342933333e-10,3.132029777590e-11,3,-1.490580000000e-10;-7.296498000000e-11;-1.194799000000e-10
4.0,-0.270000,-0.270000,-1.275563666667e-10,4.380475989862e-11,3,-1.509541000000e-10;-6.618160000000e-11;-1.655334000000e-10
4.0,-0.260000,-0.260000,-1.230614500000e-10,2.731714034744e-11,3,-1.324989000000e-10;-8.589985000000e-11;-1.507856000000e-10
4.0,-0.250000,-0.250000,-1.241571633333e-10,3.516089502510e-11,3,-1.589601000000e-10;-7.599859000000e-11;-1.375128000000e-10
4.0,-0.240000,-0.240000,-1.044389900000e-10,4.255743844065e-11,3,-5.847124000000e-11;-1.610670000000e-10;-9.377873000000e-11
4.0,-0.230000,-0.230000,-9.620839666667e-11,2.972316694949e-11,3,-6.529680000000e-11;-1.363331000000e-10;-8.699529000000e-11
4.0,-0.220000,-0.220000,-9.941050333333e-11,2.955151123765e-11,3,-1.151823000000e-10;-5.800781000000e-11;-1.250414000000e-10
4.0,-0.210000,-0.210000,-8.094220000000e-11,2.206778563733e-11,3,-5.716515000000e-11;-1.103370000000e-10;-7.532445000000e-11
4.0,-0.200000,-0.200000,-9.698082666667e-11,2.756801871474e-11,3,-1.244094000000e-10;-5.927178000000e-11;-1.072613000000e-10
4.0,-0.190000,-0.190000,-8.828737333333e-11,2.276836530567e-11,3,-9.752856000000e-11;-5.695446000000e-11;-1.103791000000e-10
4.0,-0.180000,-0.180000,-5.817631000000e-11,2.007762841896e-11,3,-3.137973000000e-11;-7.970628000000e-11;-6.344292000000e-11
4.0,-0.170000,-0.170000,-6.358337333333e-11,2.524665410374e-11,3,-3.769969000000e-11;-9.782349000000e-11;-5.522694000000e-11
4.0,-0.160000,-0.160000,-7.130776666667e-11,3.397647558261e-11,3,-8.969180000000e-11;-2.366940000000e-11;-1.005621000000e-10
4.0,-0.150000,-0.150000,-6.128011666667e-11,3.225799277447e-11,3,-3.647782000000e-11;-1.068400000000e-10;-4.052253000000e-11
4.0,-0.140000,-0.140000,-8.515549333333e-11,2.280850266743e-11,3,-9.302031000000e-11;-5.413157000000e-11;-1.083146000000e-10
4.0,-0.130000,-0.130000,-5.428604000000e-11,1.271498215997e-11,3,-6.643441000000e-11;-5.969310000000e-11;-3.673061000000e-11
4.0,-0.120000,-0.120000,-3.966587833333e-11,2.484091503471e-11,3,-9.976145000000e-12;-7.077409000000e-11;-3.824740000000e-11
4.0,-0.110000,-0.110000,-5.080306666667e-11,3.311955779404e-11,3,-2.598673000000e-11;-9.761283000000e-11;-2.880964000000e-11
4.0,-0.100000,-0.100000,-4.806436843333e-11,3.469534332486e-11,3,-7.957987000000e-11;2.622347000000e-13;-6.487547000000e-11
4.0,-0.090000,-0.090000,-1.708263200000e-11,1.941587407525e-11,3,-2.560771000000e-12;-4.452526000000e-11;-4.161865000000e-12
4.0,-0.080000,-0.080000,-2.841640333333e-11,4.649847500446e-11,3,-7.406049000000e-11;3.540107000000e-11;-4.658979000000e-11
4.0,-0.070000,-0.070000,-2.621142000000e-11,3.432846126669e-11,3,-5.649098000000e-11;2.179211000000e-11;-4.393539000000e-11
4.0,-0.060000,-0.060000,1.175076666667e-12,1.565293189822e-11,3,1.323910000000e-11;-2.093070000000e-11;1.121683000000e-11
4.0,-0.050000,-0.050000,-1.939991666667e-11,3.807718055685e-11,3,-4.410392000000e-11;3.438989000000e-11;-4.848572000000e-11
4.0,-0.040000,-0.040000,-6.156111000000e-12,1.172409177955e-11,3,9.868467000000e-12;-1.048178000000e-11;-1.785502000000e-11
4.0,-0.030000,-0.030000,1.476999666667e-11,4.147118780795e-11,3,5.090613000000e-11;-4.330337000000e-11;3.670723000000e-11
4.0,-0.020000,-0.020000,-3.277466666667e-13,1.890929264580e-11,3,-1.048181000000e-11;2.617388000000e-11;-1.667531000000e-11
4.0,-0.010000,-0.010000,3.423539126667e-11,2.572601537435e-11,3,4.167892000000e-11;-3.276962000000e-13;6.135495000000e-11
4.0,0.000000,0.000000,2.287352666667e-11,3.331897135254e-11,3,-2.286882000000e-11;3.594883000000e-11;5.554057000000e-11
4.0,0.100000,0.100000,8.461250333333e-11,2.412916410368e-11,3,8.288507000000e-11;1.149904000000e-10;5.596204000000e-11
4.0,0.200000,0.200000,1.623761333333e-10,3.505322018696e-11,3,1.827404000000e-10;1.130524000000e-10;1.913356000000e-10
4.0,0.300000,0.300000,2.096070666667e-10,3.090479513412e-11,3,1.711537000000e-10;2.468244000000e-10;2.108431000000e-10
4.0,0.400000,0.400000,2.409541000000e-10,3.806531171088e-11,3,2.169102000000e-10;2.946878000000e-10;2.112643000000e-10
4.0,0.500000,0.500000,3.157401666667e-10,3.542019991260e-11,3,3.380847000000e-10;2.657423000000e-10;3.433935000000e-10
