LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
3.0,-2.000000,-2.000000,-2.010972666667e-10,4.056375369525e-11,3,-1.981898000000e-10;-2.521674000000e-10;-1.529346000000e-10
3.0,-1.900000,-1.900000,-1.763207666667e-10,4.408003345903e-11,3,-1.529768000000e-10;-2.380514000000e-10;-1.379341000000e-10
3.0,-1.800000,-1.800000,-1.757026666667e-10,3.202282483244e-11,3,-1.569798000000e-10;-2.207752000000e-10;-1.493530000000e-10
3.0,-1.700000,-1.700000,-2.079655666667e-10,4.490148963597e-11,3,-2.204803000000e-10;-1.477939000000e-10;-2.556225000000e-10
3.0,-1.600000,-1.600000,-2.009006000000e-10,3.663986340377e-11,3,-2.289077000000e-10;-1.491423000000e-10;-2.246518000000e-10
3.0,-1.500000,-1.500000,-1.859279666667e-10,1.932672609149e-11,3,-1.587496000000e-10;-1.970100000000e-10;-2.020243000000e-10
3.0,-1.400000,-1.400000,-1.731606000000e-10,3.617664451632e-11,3,-1.335101000000e-10;-2.209859000000e-10;-1.649858000000e-10
3.0,-1.300000,-1.300000,-1.870656000000e-10,1.889058917045e-11,3,-2.119265000000e-10;-1.661656000000e-10;-1.831047000000e-10
3.0,-1.200000,-1.200000,-1.864757000000e-10,2.994000190381e-12,3,-1.903523000000e-10;-1.830626000000e-10;-1.860122000000e-10
3.0,-1.100000,-1.100000,-1.542693333333e-10,2.930114874930e-11,3,-1.396615000000e-10;-1.951559000000e-10;-1.279906000000e-10
3.0,-1.000000,-1.000000,-1.742981333333e-10,2.866087023665e-11,3,-2.147918000000e-10;-1.525133000000e-10;-1.555893000000e-10
3.0,-0.990000,-0.990000,-1.932317000000e-10,3.633772957024e-11,3,-2.262109000000e-10;-1.426111000000e-10;-2.108731000000e-10
3.0,-0.980000,-0.980000,-1.576826000000e-10,3.600261377095e-11,3,-1.320776000000e-10;-2.085977000000e-10;-1.323725000000e-10
3.0,-0.970000,-0.970000,-1.764330666667e-10,3.737116248137e-11,3,-1.549572000000e-10;-2.289920000000e-10;-1.453500000000e-10
3.0,-0.960000,-0.960000,-1.707726333333e-10,1.504337221090e-11,3,-1.753515000000e-10;-1.864757000000e-10;-1.504907000000e-10
3.0,-0.950000,-0.950000,-1.875859000000e-10,4.803921040366e-11,3,-2.309724000000e-10;-1.206173000000e-10;-2.111680000000e-10
3.0,-0.940000,-0.940000,-1.848185000000e-10,3.709703575031e-11,3,-2.008023000000e-10;-1.335522000000e-10;-2.201010000000e-10
3.0,-0.930000,-0.930000,-1.644239666667e-10,1.232468913180e-11,3,-1.511227000000e-10;-1.808293000000e-10;-1.613199000000e-10
3.0,-0.920000,-0.920000,-1.555196000000e-10,3.264964751489e-11,3,-1.448865000000e-10;-1.997489000000e-10;-1.219234000000e-10
3.0,-0.910000,-0.910000,-1.809276666667e-10,1.912733111098e-11,3,-1.960830000000e-10;-1.927541000000e-10;-1.539459000000e-10
3.0,-0.900000,-0.900000,-1.931614000000e-10,3.229706584516e-11,3,-2.123899000000e-10;-1.476675000000e-10;-2.194268000000e-10
3.0,-0.890000,-0.890000,-1.781887666667e-10,1.988499364133e-11,3,-1.567691000000e-10;-1.731183000000e-10;-2.046789000000e-10
3.0,-0.880000,-0.880000,-1.597467666667e-10,2.447347640506e-11,3,-1.421054000000e-10;-1.943553000000e-10;-1.427796000000e-10
3.0,-0.870000,-0.870000,-1.686096666667e-10,2.438900279693e-11,3,-1.393245000000e-10;-1.990326000000e-10;-1.674719000000e-10
